date,Tarif colis,isPartial
2019-12-29,100,False
2019-12-30,73,False
2019-12-31,47,False
2020-01-01,33,False
2020-01-02,65,False
2020-01-03,79,False
2020-01-04,58,False
2020-01-05,52,False
2020-01-06,42,False
2020-01-07,60,False
2020-01-08,70,False
2020-01-09,63,False
2020-01-10,38,False
2020-01-11,41,False
2020-01-12,17,False
2020-01-13,64,False
2020-01-14,66,False
2020-01-15,62,False
2020-01-16,45,False
2020-01-17,55,False
2020-01-18,51,False
2020-01-19,58,False
2020-01-20,62,False
2020-01-21,53,False
2020-01-22,52,False
2020-01-23,56,False
2020-01-24,62,False
2020-01-25,30,False
2020-01-26,32,False
2020-01-27,64,False
2020-01-28,47,False
2020-01-29,57,False
2020-01-30,23,False
2020-01-31,24,False
2020-02-01,43,False
2020-02-02,49,False
2020-02-03,72,False
2020-02-04,38,False
2020-02-05,53,False
2020-02-06,51,False
2020-02-07,68,False
2020-02-08,18,False
2020-02-09,68,False
2020-02-10,51,False
2020-02-11,44,False
2020-02-12,56,False
2020-02-13,55,False
2020-02-14,59,False
2020-02-15,40,False
2020-02-16,52,False
2020-02-17,65,False
2020-02-18,26,False
2020-02-19,66,False
2020-02-20,54,False
2020-02-21,27,False
2020-02-22,56,False
2020-02-23,39,False
2020-02-24,48,False
2020-02-25,68,False
2020-02-26,67,False
2020-02-27,65,False
2020-02-28,38,False
2020-02-29,30,False
2020-03-01,53,False
2020-03-02,47,False
2020-03-03,56,False
2020-03-04,43,False
2020-03-05,35,False
2020-03-06,54,False
2020-03-07,33,False
2020-03-08,49,False
2020-03-09,51,False
2020-03-10,45,False
2020-03-11,34,False
2020-03-12,33,False
2020-03-13,50,False
2020-03-14,38,False
2020-03-15,26,False
2020-03-16,25,False
2020-03-17,9,False
2020-03-18,12,False
2020-03-19,13,False
2020-03-20,28,False
2020-03-21,13,False
2020-03-22,7,False
2020-03-23,28,False
2020-03-24,35,False
2020-03-25,45,False
2020-03-26,25,False
2020-03-27,11,False
2020-03-28,29,False
