date,Point relais,isPartial
2020-06-28,40,False
2020-06-29,66,False
2020-06-30,68,False
2020-07-01,74,False
2020-07-02,68,False
2020-07-03,72,False
2020-07-04,68,False
2020-07-05,36,False
2020-07-06,80,False
2020-07-07,70,False
2020-07-08,67,False
2020-07-09,68,False
2020-07-10,77,False
2020-07-11,64,False
2020-07-12,40,False
2020-07-13,74,False
2020-07-14,41,False
2020-07-15,84,False
2020-07-16,77,False
2020-07-17,74,False
2020-07-18,71,False
2020-07-19,35,False
2020-07-20,81,False
2020-07-21,77,False
2020-07-22,71,False
2020-07-23,68,False
2020-07-24,64,False
2020-07-25,64,False
2020-07-26,41,False
2020-07-27,72,False
2020-07-28,71,False
2020-07-29,75,False
2020-07-30,83,False
2020-07-31,57,False
2020-08-01,70,False
2020-08-02,39,False
2020-08-03,73,False
2020-08-04,89,False
2020-08-05,93,False
2020-08-06,92,False
2020-08-07,74,False
2020-08-08,69,False
2020-08-09,39,False
2020-08-10,100,False
2020-08-11,85,False
2020-08-12,68,False
2020-08-13,77,False
2020-08-14,87,False
2020-08-15,50,False
2020-08-16,44,False
2020-08-17,85,False
2020-08-18,88,False
2020-08-19,94,False
2020-08-20,80,False
2020-08-21,80,False
2020-08-22,82,False
2020-08-23,37,False
2020-08-24,95,False
2020-08-25,85,False
2020-08-26,68,False
2020-08-27,77,False
2020-08-28,79,False
2020-08-29,81,False
2020-08-30,44,False
2020-08-31,90,False
2020-09-01,85,False
2020-09-02,80,False
2020-09-03,76,False
2020-09-04,83,False
2020-09-05,80,False
2020-09-06,52,False
2020-09-07,95,False
2020-09-08,80,False
2020-09-09,82,False
2020-09-10,80,False
2020-09-11,79,False
2020-09-12,68,False
2020-09-13,36,False
2020-09-14,86,False
2020-09-15,76,False
2020-09-16,78,False
2020-09-17,74,False
2020-09-18,64,False
2020-09-19,67,False
2020-09-20,45,False
2020-09-21,82,False
2020-09-22,61,False
2020-09-23,67,False
2020-09-24,69,False
2020-09-25,68,False
2020-09-26,72,False
