date,Livraison,isPartial
2018-04-01,54,False
2018-04-02,67,False
2018-04-03,59,False
2018-04-04,58,False
2018-04-05,59,False
2018-04-06,66,False
2018-04-07,71,False
2018-04-08,70,False
2018-04-09,66,False
2018-04-10,53,False
2018-04-11,57,False
2018-04-12,55,False
2018-04-13,60,False
2018-04-14,61,False
2018-04-15,64,False
2018-04-16,55,False
2018-04-17,56,False
2018-04-18,53,False
2018-04-19,53,False
2018-04-20,55,False
2018-04-21,57,False
2018-04-22,59,False
2018-04-23,53,False
2018-04-24,50,False
2018-04-25,49,False
2018-04-26,55,False
2018-04-27,56,False
2018-04-28,65,False
2018-04-29,69,False
2018-04-30,67,False
2018-05-01,76,False
2018-05-02,60,False
2018-05-03,64,False
2018-05-04,69,False
2018-05-05,65,False
2018-05-06,58,False
2018-05-07,65,False
2018-05-08,58,False
2018-05-09,56,False
2018-05-10,65,False
2018-05-11,59,False
2018-05-12,61,False
2018-05-13,67,False
2018-05-14,61,False
2018-05-15,54,False
2018-05-16,65,False
2018-05-17,56,False
2018-05-18,60,False
2018-05-19,59,False
2018-05-20,65,False
2018-05-21,67,False
2018-05-22,61,False
2018-05-23,70,False
2018-05-24,71,False
2018-05-25,91,False
2018-05-26,100,False
2018-05-27,73,False
2018-05-28,55,False
2018-05-29,53,False
2018-05-30,60,False
2018-05-31,55,False
2018-06-01,58,False
2018-06-02,63,False
2018-06-03,58,False
2018-06-04,55,False
2018-06-05,57,False
2018-06-06,68,False
2018-06-07,61,False
2018-06-08,71,False
2018-06-09,62,False
2018-06-10,67,False
2018-06-11,66,False
2018-06-12,65,False
2018-06-13,65,False
2018-06-14,65,False
2018-06-15,63,False
2018-06-16,58,False
2018-06-17,65,False
2018-06-18,55,False
2018-06-19,52,False
2018-06-20,58,False
2018-06-21,47,False
2018-06-22,57,False
2018-06-23,61,False
2018-06-24,59,False
2018-06-25,52,False
2018-06-26,49,False
2018-06-27,58,False
2018-06-28,55,False
2018-06-29,56,False
2018-06-30,59,False
