date,Suivi colis,isPartial
2017-12-31,31,False
2018-01-01,23,False
2018-01-02,91,False
2018-01-03,79,False
2018-01-04,88,False
2018-01-05,83,False
2018-01-06,55,False
2018-01-07,23,False
2018-01-08,77,False
2018-01-09,72,False
2018-01-10,80,False
2018-01-11,72,False
2018-01-12,75,False
2018-01-13,50,False
2018-01-14,21,False
2018-01-15,79,False
2018-01-16,82,False
2018-01-17,98,False
2018-01-18,80,False
2018-01-19,83,False
2018-01-20,54,False
2018-01-21,27,False
2018-01-22,70,False
2018-01-23,74,False
2018-01-24,86,False
2018-01-25,76,False
2018-01-26,71,False
2018-01-27,58,False
2018-01-28,25,False
2018-01-29,64,False
2018-01-30,58,False
2018-01-31,76,False
2018-02-01,70,False
2018-02-02,69,False
2018-02-03,41,False
2018-02-04,31,False
2018-02-05,52,False
2018-02-06,63,False
2018-02-07,66,False
2018-02-08,82,False
2018-02-09,88,False
2018-02-10,69,False
2018-02-11,31,False
2018-02-12,83,False
2018-02-13,88,False
2018-02-14,100,False
2018-02-15,87,False
2018-02-16,88,False
2018-02-17,60,False
2018-02-18,19,False
2018-02-19,60,False
2018-02-20,78,False
2018-02-21,76,False
2018-02-22,78,False
2018-02-23,56,False
2018-02-24,45,False
2018-02-25,25,False
2018-02-26,59,False
2018-02-27,65,False
2018-02-28,69,False
2018-03-01,70,False
2018-03-02,63,False
2018-03-03,51,False
2018-03-04,22,False
2018-03-05,60,False
2018-03-06,64,False
2018-03-07,75,False
2018-03-08,72,False
2018-03-09,75,False
2018-03-10,54,False
2018-03-11,18,False
2018-03-12,67,False
2018-03-13,82,False
2018-03-14,69,False
2018-03-15,74,False
2018-03-16,75,False
2018-03-17,40,False
2018-03-18,23,False
2018-03-19,49,False
2018-03-20,59,False
2018-03-21,67,False
2018-03-22,67,False
2018-03-23,65,False
2018-03-24,40,False
2018-03-25,16,False
2018-03-26,58,False
2018-03-27,63,False
2018-03-28,63,False
2018-03-29,70,False
2018-03-30,65,False
2018-03-31,48,False
