date,Livraison express,isPartial
2018-04-01,63,False
2018-04-02,0,False
2018-04-03,59,False
2018-04-04,46,False
2018-04-05,68,False
2018-04-06,71,False
2018-04-07,94,False
2018-04-08,30,False
2018-04-09,51,False
2018-04-10,42,False
2018-04-11,55,False
2018-04-12,40,False
2018-04-13,25,False
2018-04-14,48,False
2018-04-15,24,False
2018-04-16,35,False
2018-04-17,46,False
2018-04-18,58,False
2018-04-19,38,False
2018-04-20,51,False
2018-04-21,0,False
2018-04-22,19,False
2018-04-23,0,False
2018-04-24,30,False
2018-04-25,20,False
2018-04-26,30,False
2018-04-27,91,False
2018-04-28,0,False
2018-04-29,50,False
2018-04-30,55,False
2018-05-01,32,False
2018-05-02,50,False
2018-05-03,53,False
2018-05-04,55,False
2018-05-05,0,False
2018-05-06,25,False
2018-05-07,18,False
2018-05-08,18,False
2018-05-09,16,False
2018-05-10,46,False
2018-05-11,27,False
2018-05-12,0,False
2018-05-13,16,False
2018-05-14,67,False
2018-05-15,49,False
2018-05-16,59,False
2018-05-17,74,False
2018-05-18,60,False
2018-05-19,43,False
2018-05-20,25,False
2018-05-21,63,False
2018-05-22,22,False
2018-05-23,20,False
2018-05-24,77,False
2018-05-25,22,False
2018-05-26,29,False
2018-05-27,45,False
2018-05-28,38,False
2018-05-29,42,False
2018-05-30,0,False
2018-05-31,78,False
2018-06-01,28,False
2018-06-02,54,False
2018-06-03,66,False
2018-06-04,42,False
2018-06-05,59,False
2018-06-06,44,False
2018-06-07,36,False
2018-06-08,100,False
2018-06-09,57,False
2018-06-10,50,False
2018-06-11,70,False
2018-06-12,100,False
2018-06-13,69,False
2018-06-14,81,False
2018-06-15,53,False
2018-06-16,20,False
2018-06-17,0,False
2018-06-18,68,False
2018-06-19,45,False
2018-06-20,79,False
2018-06-21,68,False
2018-06-22,24,False
2018-06-23,0,False
2018-06-24,0,False
2018-06-25,56,False
2018-06-26,60,False
2018-06-27,71,False
2018-06-28,95,False
2018-06-29,0,False
2018-06-30,100,False
