date,Livraison express,isPartial
2020-12-27,41,False
2020-12-28,84,False
2020-12-29,86,False
2020-12-30,60,False
2020-12-31,10,False
2021-01-01,34,False
2021-01-02,57,False
2021-01-03,14,False
2021-01-04,55,False
2021-01-05,73,False
2021-01-06,21,False
2021-01-07,35,False
2021-01-08,38,False
2021-01-09,51,False
2021-01-10,27,False
2021-01-11,25,False
2021-01-12,22,False
2021-01-13,50,False
2021-01-14,26,False
2021-01-15,52,False
2021-01-16,64,False
2021-01-17,24,False
2021-01-18,33,False
2021-01-19,62,False
2021-01-20,43,False
2021-01-21,52,False
2021-01-22,38,False
2021-01-23,29,False
2021-01-24,35,False
2021-01-25,52,False
2021-01-26,45,False
2021-01-27,60,False
2021-01-28,0,False
2021-01-29,35,False
2021-01-30,0,False
2021-01-31,27,False
2021-02-01,33,False
2021-02-02,37,False
2021-02-03,74,False
2021-02-04,38,False
2021-02-05,23,False
2021-02-06,22,False
2021-02-07,44,False
2021-02-08,69,False
2021-02-09,69,False
2021-02-10,59,False
2021-02-11,100,False
2021-02-12,82,False
2021-02-13,30,False
2021-02-14,35,False
2021-02-15,16,False
2021-02-16,50,False
2021-02-17,36,False
2021-02-18,65,False
2021-02-19,28,False
2021-02-20,67,False
2021-02-21,10,False
2021-02-22,69,False
2021-02-23,32,False
2021-02-24,40,False
2021-02-25,24,False
2021-02-26,39,False
2021-02-27,49,False
2021-02-28,27,False
2021-03-01,52,False
2021-03-02,54,False
2021-03-03,66,False
2021-03-04,40,False
2021-03-05,51,False
2021-03-06,21,False
2021-03-07,39,False
2021-03-08,71,False
2021-03-09,47,False
2021-03-10,9,False
2021-03-11,28,False
2021-03-12,47,False
2021-03-13,56,False
2021-03-14,15,False
2021-03-15,37,False
2021-03-16,31,False
2021-03-17,22,False
2021-03-18,59,False
2021-03-19,41,False
2021-03-20,66,False
2021-03-21,47,False
2021-03-22,13,False
2021-03-23,54,False
2021-03-24,68,False
2021-03-25,51,False
2021-03-26,66,False
2021-03-27,12,False
