date,Envoi colis,isPartial
2021-12-26,45,False
2021-12-27,100,False
2021-12-28,68,False
2021-12-29,66,False
2021-12-30,80,False
2021-12-31,61,False
2022-01-01,20,False
2022-01-02,52,False
2022-01-03,71,False
2022-01-04,61,False
2022-01-05,82,False
2022-01-06,63,False
2022-01-07,65,False
2022-01-08,78,False
2022-01-09,63,False
2022-01-10,61,False
2022-01-11,76,False
2022-01-12,69,False
2022-01-13,59,False
2022-01-14,53,False
2022-01-15,55,False
2022-01-16,57,False
2022-01-17,74,False
2022-01-18,55,False
2022-01-19,71,False
2022-01-20,37,False
2022-01-21,61,False
2022-01-22,69,False
2022-01-23,52,False
2022-01-24,75,False
2022-01-25,50,False
2022-01-26,78,False
2022-01-27,60,False
2022-01-28,63,False
2022-01-29,54,False
2022-01-30,65,False
2022-01-31,81,False
2022-02-01,62,False
2022-02-02,52,False
2022-02-03,72,False
2022-02-04,52,False
2022-02-05,55,False
2022-02-06,37,False
2022-02-07,48,False
2022-02-08,77,False
2022-02-09,70,False
2022-02-10,58,False
2022-02-11,57,False
2022-02-12,59,False
2022-02-13,41,False
2022-02-14,56,False
2022-02-15,45,False
2022-02-16,54,False
2022-02-17,74,False
2022-02-18,61,False
2022-02-19,46,False
2022-02-20,73,False
2022-02-21,59,False
2022-02-22,69,False
2022-02-23,61,False
2022-02-24,51,False
2022-02-25,55,False
2022-02-26,36,False
2022-02-27,50,False
2022-02-28,79,False
2022-03-01,61,False
2022-03-02,52,False
2022-03-03,56,False
2022-03-04,62,False
2022-03-05,48,False
2022-03-06,36,False
2022-03-07,57,False
2022-03-08,61,False
2022-03-09,72,False
2022-03-10,54,False
2022-03-11,50,False
2022-03-12,54,False
2022-03-13,61,False
2022-03-14,53,False
2022-03-15,58,False
2022-03-16,54,False
2022-03-17,78,False
2022-03-18,55,False
2022-03-19,59,False
2022-03-20,42,False
2022-03-21,71,False
2022-03-22,59,False
2022-03-23,78,False
2022-03-24,50,False
2022-03-25,49,False
2022-03-26,48,False
