date,Retard livraison,isPartial
2022-12-25,0,False
2022-12-26,0,False
2022-12-27,20,False
2022-12-28,37,False
2022-12-29,44,False
2022-12-30,33,False
2022-12-31,0,False
2023-01-01,0,False
2023-01-02,40,False
2023-01-03,0,False
2023-01-04,48,False
2023-01-05,45,False
2023-01-06,21,False
2023-01-07,0,False
2023-01-08,34,False
2023-01-09,34,False
2023-01-10,28,False
2023-01-11,47,False
2023-01-12,41,False
2023-01-13,55,False
2023-01-14,62,False
2023-01-15,31,False
2023-01-16,33,False
2023-01-17,48,False
2023-01-18,48,False
2023-01-19,23,False
2023-01-20,52,False
2023-01-21,37,False
2023-01-22,53,False
2023-01-23,20,False
2023-01-24,71,False
2023-01-25,31,False
2023-01-26,75,False
2023-01-27,17,False
2023-01-28,0,False
2023-01-29,37,False
2023-01-30,84,False
2023-01-31,23,False
2023-02-01,41,False
2023-02-02,35,False
2023-02-03,53,False
2023-02-04,0,False
2023-02-05,27,False
2023-02-06,21,False
2023-02-07,77,False
2023-02-08,31,False
2023-02-09,56,False
2023-02-10,61,False
2023-02-11,16,False
2023-02-12,24,False
2023-02-13,0,False
2023-02-14,72,False
2023-02-15,47,False
2023-02-16,0,False
2023-02-17,33,False
2023-02-18,0,False
2023-02-19,33,False
2023-02-20,69,False
2023-02-21,66,False
2023-02-22,32,False
2023-02-23,57,False
2023-02-24,46,False
2023-02-25,49,False
2023-02-26,42,False
2023-02-27,36,False
2023-02-28,15,False
2023-03-01,100,False
2023-03-02,31,False
2023-03-03,30,False
2023-03-04,27,False
2023-03-05,68,False
2023-03-06,43,False
2023-03-07,28,False
2023-03-08,19,False
2023-03-09,0,False
2023-03-10,53,False
2023-03-11,0,False
2023-03-12,37,False
2023-03-13,30,False
2023-03-14,12,False
2023-03-15,31,False
2023-03-16,17,False
2023-03-17,69,False
2023-03-18,30,False
2023-03-19,0,False
2023-03-20,27,False
2023-03-21,70,False
2023-03-22,25,False
2023-03-23,15,False
2023-03-24,0,False
2023-03-25,35,False
