date,colis,isPartial
2022-09-25,31,False
2022-09-26,64,False
2022-09-27,62,False
2022-09-28,60,False
2022-09-29,63,False
2022-09-30,60,False
2022-10-01,54,False
2022-10-02,34,False
2022-10-03,63,False
2022-10-04,66,False
2022-10-05,63,False
2022-10-06,59,False
2022-10-07,58,False
2022-10-08,55,False
2022-10-09,30,False
2022-10-10,63,False
2022-10-11,64,False
2022-10-12,70,False
2022-10-13,66,False
2022-10-14,62,False
2022-10-15,52,False
2022-10-16,32,False
2022-10-17,63,False
2022-10-18,59,False
2022-10-19,63,False
2022-10-20,56,False
2022-10-21,57,False
2022-10-22,51,False
2022-10-23,30,False
2022-10-24,56,False
2022-10-25,62,False
2022-10-26,59,False
2022-10-27,58,False
2022-10-28,56,False
2022-10-29,45,False
2022-10-30,30,False
2022-10-31,51,False
2022-11-01,35,False
2022-11-02,64,False
2022-11-03,61,False
2022-11-04,65,False
2022-11-05,59,False
2022-11-06,35,False
2022-11-07,66,False
2022-11-08,70,False
2022-11-09,63,False
2022-11-10,67,False
2022-11-11,44,False
2022-11-12,58,False
2022-11-13,42,False
2022-11-14,75,False
2022-11-15,77,False
2022-11-16,70,False
2022-11-17,74,False
2022-11-18,69,False
2022-11-19,61,False
2022-11-20,42,False
2022-11-21,71,False
2022-11-22,65,False
2022-11-23,64,False
2022-11-24,62,False
2022-11-25,64,False
2022-11-26,52,False
2022-11-27,36,False
2022-11-28,68,False
2022-11-29,76,False
2022-11-30,72,False
2022-12-01,70,False
2022-12-02,73,False
2022-12-03,66,False
2022-12-04,43,False
2022-12-05,79,False
2022-12-06,75,False
2022-12-07,81,False
2022-12-08,81,False
2022-12-09,80,False
2022-12-10,64,False
2022-12-11,52,False
2022-12-12,95,False
2022-12-13,86,False
2022-12-14,77,False
2022-12-15,89,False
2022-12-16,90,False
2022-12-17,78,False
2022-12-18,50,False
2022-12-19,99,False
2022-12-20,100,False
2022-12-21,98,False
2022-12-22,98,False
2022-12-23,84,False
2022-12-24,63,False
