date,Livraison,isPartial
2021-09-26,67,False
2021-09-27,72,False
2021-09-28,65,False
2021-09-29,73,False
2021-09-30,69,False
2021-10-01,73,False
2021-10-02,75,False
2021-10-03,62,False
2021-10-04,72,False
2021-10-05,73,False
2021-10-06,73,False
2021-10-07,66,False
2021-10-08,78,False
2021-10-09,77,False
2021-10-10,75,False
2021-10-11,79,False
2021-10-12,70,False
2021-10-13,75,False
2021-10-14,70,False
2021-10-15,67,False
2021-10-16,72,False
2021-10-17,66,False
2021-10-18,64,False
2021-10-19,64,False
2021-10-20,66,False
2021-10-21,67,False
2021-10-22,67,False
2021-10-23,71,False
2021-10-24,68,False
2021-10-25,75,False
2021-10-26,77,False
2021-10-27,68,False
2021-10-28,71,False
2021-10-29,69,False
2021-10-30,70,False
2021-10-31,67,False
2021-11-01,72,False
2021-11-02,66,False
2021-11-03,73,False
2021-11-04,75,False
2021-11-05,77,False
2021-11-06,71,False
2021-11-07,66,False
2021-11-08,73,False
2021-11-09,72,False
2021-11-10,76,False
2021-11-11,64,False
2021-11-12,72,False
2021-11-13,74,False
2021-11-14,65,False
2021-11-15,75,False
2021-11-16,69,False
2021-11-17,77,False
2021-11-18,67,False
2021-11-19,72,False
2021-11-20,75,False
2021-11-21,65,False
2021-11-22,70,False
2021-11-23,74,False
2021-11-24,72,False
2021-11-25,74,False
2021-11-26,80,False
2021-11-27,84,False
2021-11-28,84,False
2021-11-29,76,False
2021-11-30,76,False
2021-12-01,83,False
2021-12-02,82,False
2021-12-03,90,False
2021-12-04,94,False
2021-12-05,81,False
2021-12-06,84,False
2021-12-07,88,False
2021-12-08,86,False
2021-12-09,89,False
2021-12-10,89,False
2021-12-11,85,False
2021-12-12,76,False
2021-12-13,82,False
2021-12-14,79,False
2021-12-15,89,False
2021-12-16,88,False
2021-12-17,90,False
2021-12-18,88,False
2021-12-19,93,False
2021-12-20,97,False
2021-12-21,99,False
2021-12-22,100,False
2021-12-23,93,False
2021-12-24,70,False
2021-12-25,72,False
