date,Envoi colis,isPartial
2018-09-30,42,False
2018-10-01,43,False
2018-10-02,43,False
2018-10-03,49,False
2018-10-04,42,False
2018-10-05,47,False
2018-10-06,37,False
2018-10-07,56,False
2018-10-08,62,False
2018-10-09,39,False
2018-10-10,59,False
2018-10-11,56,False
2018-10-12,53,False
2018-10-13,35,False
2018-10-14,45,False
2018-10-15,70,False
2018-10-16,55,False
2018-10-17,56,False
2018-10-18,45,False
2018-10-19,41,False
2018-10-20,41,False
2018-10-21,43,False
2018-10-22,68,False
2018-10-23,71,False
2018-10-24,68,False
2018-10-25,58,False
2018-10-26,48,False
2018-10-27,45,False
2018-10-28,64,False
2018-10-29,22,False
2018-10-30,61,False
2018-10-31,44,False
2018-11-01,48,False
2018-11-02,61,False
2018-11-03,75,False
2018-11-04,49,False
2018-11-05,86,False
2018-11-06,55,False
2018-11-07,78,False
2018-11-08,67,False
2018-11-09,64,False
2018-11-10,45,False
2018-11-11,41,False
2018-11-12,94,False
2018-11-13,59,False
2018-11-14,79,False
2018-11-15,58,False
2018-11-16,52,False
2018-11-17,59,False
2018-11-18,52,False
2018-11-19,71,False
2018-11-20,79,False
2018-11-21,42,False
2018-11-22,62,False
2018-11-23,54,False
2018-11-24,45,False
2018-11-25,46,False
2018-11-26,65,False
2018-11-27,69,False
2018-11-28,84,False
2018-11-29,63,False
2018-11-30,57,False
2018-12-01,44,False
2018-12-02,40,False
2018-12-03,87,False
2018-12-04,60,False
2018-12-05,49,False
2018-12-06,92,False
2018-12-07,60,False
2018-12-08,53,False
2018-12-09,72,False
2018-12-10,99,False
2018-12-11,56,False
2018-12-12,37,False
2018-12-13,90,False
2018-12-14,81,False
2018-12-15,70,False
2018-12-16,72,False
2018-12-17,100,False
2018-12-18,73,False
2018-12-19,77,False
2018-12-20,54,False
2018-12-21,65,False
2018-12-22,57,False
2018-12-23,44,False
2018-12-24,51,False
2018-12-25,31,False
2018-12-26,61,False
2018-12-27,49,False
2018-12-28,69,False
2018-12-29,33,False
