date,Livraison domicile,isPartial
2022-06-26,63,False
2022-06-27,77,False
2022-06-28,84,False
2022-06-29,81,False
2022-06-30,79,False
2022-07-01,77,False
2022-07-02,73,False
2022-07-03,92,False
2022-07-04,75,False
2022-07-05,83,False
2022-07-06,81,False
2022-07-07,85,False
2022-07-08,65,False
2022-07-09,88,False
2022-07-10,91,False
2022-07-11,78,False
2022-07-12,56,False
2022-07-13,72,False
2022-07-14,72,False
2022-07-15,67,False
2022-07-16,77,False
2022-07-17,75,False
2022-07-18,70,False
2022-07-19,78,False
2022-07-20,63,False
2022-07-21,66,False
2022-07-22,67,False
2022-07-23,58,False
2022-07-24,76,False
2022-07-25,61,False
2022-07-26,83,False
2022-07-27,72,False
2022-07-28,62,False
2022-07-29,95,False
2022-07-30,91,False
2022-07-31,77,False
2022-08-01,88,False
2022-08-02,72,False
2022-08-03,79,False
2022-08-04,68,False
2022-08-05,86,False
2022-08-06,78,False
2022-08-07,76,False
2022-08-08,82,False
2022-08-09,84,False
2022-08-10,100,False
2022-08-11,91,False
2022-08-12,72,False
2022-08-13,82,False
2022-08-14,95,False
2022-08-15,71,False
2022-08-16,91,False
2022-08-17,89,False
2022-08-18,68,False
2022-08-19,72,False
2022-08-20,79,False
2022-08-21,75,False
2022-08-22,65,False
2022-08-23,73,False
2022-08-24,87,False
2022-08-25,66,False
2022-08-26,60,False
2022-08-27,70,False
2022-08-28,79,False
2022-08-29,68,False
2022-08-30,63,False
2022-08-31,77,False
2022-09-01,71,False
2022-09-02,74,False
2022-09-03,78,False
2022-09-04,69,False
2022-09-05,97,False
2022-09-06,75,False
2022-09-07,83,False
2022-09-08,67,False
2022-09-09,63,False
2022-09-10,67,False
2022-09-11,71,False
2022-09-12,50,False
2022-09-13,68,False
2022-09-14,81,False
2022-09-15,55,False
2022-09-16,69,False
2022-09-17,73,False
2022-09-18,83,False
2022-09-19,70,False
2022-09-20,58,False
2022-09-21,64,False
2022-09-22,68,False
2022-09-23,73,False
2022-09-24,83,False
