date,Livraison express,isPartial
2017-12-31,29,False
2018-01-01,53,False
2018-01-02,65,False
2018-01-03,32,False
2018-01-04,45,False
2018-01-05,55,False
2018-01-06,94,False
2018-01-07,25,False
2018-01-08,70,False
2018-01-09,67,False
2018-01-10,42,False
2018-01-11,49,False
2018-01-12,52,False
2018-01-13,63,False
2018-01-14,76,False
2018-01-15,15,False
2018-01-16,37,False
2018-01-17,62,False
2018-01-18,53,False
2018-01-19,17,False
2018-01-20,46,False
2018-01-21,27,False
2018-01-22,45,False
2018-01-23,17,False
2018-01-24,17,False
2018-01-25,25,False
2018-01-26,65,False
2018-01-27,21,False
2018-01-28,15,False
2018-01-29,0,False
2018-01-30,60,False
2018-01-31,62,False
2018-02-01,25,False
2018-02-02,18,False
2018-02-03,42,False
2018-02-04,38,False
2018-02-05,56,False
2018-02-06,0,False
2018-02-07,17,False
2018-02-08,88,False
2018-02-09,58,False
2018-02-10,33,False
2018-02-11,42,False
2018-02-12,71,False
2018-02-13,68,False
2018-02-14,100,False
2018-02-15,0,False
2018-02-16,83,False
2018-02-17,0,False
2018-02-18,27,False
2018-02-19,0,False
2018-02-20,47,False
2018-02-21,51,False
2018-02-22,48,False
2018-02-23,26,False
2018-02-24,31,False
2018-02-25,59,False
2018-02-26,35,False
2018-02-27,61,False
2018-02-28,63,False
2018-03-01,0,False
2018-03-02,67,False
2018-03-03,56,False
2018-03-04,77,False
2018-03-05,31,False
2018-03-06,71,False
2018-03-07,33,False
2018-03-08,45,False
2018-03-09,59,False
2018-03-10,30,False
2018-03-11,22,False
2018-03-12,69,False
2018-03-13,45,False
2018-03-14,24,False
2018-03-15,31,False
2018-03-16,15,False
2018-03-17,48,False
2018-03-18,59,False
2018-03-19,23,False
2018-03-20,63,False
2018-03-21,0,False
2018-03-22,0,False
2018-03-23,33,False
2018-03-24,29,False
2018-03-25,27,False
2018-03-26,28,False
2018-03-27,36,False
2018-03-28,0,False
2018-03-29,71,False
2018-03-30,75,False
2018-03-31,34,False
