date,Point relais,isPartial
2021-09-26,30,False
2021-09-27,74,False
2021-09-28,73,False
2021-09-29,75,False
2021-09-30,77,False
2021-10-01,72,False
2021-10-02,75,False
2021-10-03,42,False
2021-10-04,87,False
2021-10-05,77,False
2021-10-06,85,False
2021-10-07,76,False
2021-10-08,66,False
2021-10-09,84,False
2021-10-10,43,False
2021-10-11,90,False
2021-10-12,93,False
2021-10-13,89,False
2021-10-14,79,False
2021-10-15,78,False
2021-10-16,78,False
2021-10-17,39,False
2021-10-18,86,False
2021-10-19,77,False
2021-10-20,79,False
2021-10-21,61,False
2021-10-22,62,False
2021-10-23,64,False
2021-10-24,42,False
2021-10-25,82,False
2021-10-26,79,False
2021-10-27,81,False
2021-10-28,59,False
2021-10-29,76,False
2021-10-30,72,False
2021-10-31,25,False
2021-11-01,47,False
2021-11-02,73,False
2021-11-03,82,False
2021-11-04,66,False
2021-11-05,55,False
2021-11-06,69,False
2021-11-07,38,False
2021-11-08,69,False
2021-11-09,76,False
2021-11-10,78,False
2021-11-11,54,False
2021-11-12,87,False
2021-11-13,79,False
2021-11-14,39,False
2021-11-15,85,False
2021-11-16,88,False
2021-11-17,83,False
2021-11-18,93,False
2021-11-19,69,False
2021-11-20,76,False
2021-11-21,41,False
2021-11-22,78,False
2021-11-23,76,False
2021-11-24,76,False
2021-11-25,68,False
2021-11-26,67,False
2021-11-27,70,False
2021-11-28,45,False
2021-11-29,86,False
2021-11-30,76,False
2021-12-01,71,False
2021-12-02,84,False
2021-12-03,82,False
2021-12-04,85,False
2021-12-05,57,False
2021-12-06,82,False
2021-12-07,100,False
2021-12-08,84,False
2021-12-09,75,False
2021-12-10,86,False
2021-12-11,93,False
2021-12-12,44,False
2021-12-13,97,False
2021-12-14,90,False
2021-12-15,81,False
2021-12-16,83,False
2021-12-17,92,False
2021-12-18,85,False
2021-12-19,53,False
2021-12-20,95,False
2021-12-21,95,False
2021-12-22,78,False
2021-12-23,83,False
2021-12-24,62,False
2021-12-25,32,False
