date,Délai livraison,isPartial
2017-07-02,49,False
2017-07-03,97,False
2017-07-04,61,False
2017-07-05,100,False
2017-07-06,0,False
2017-07-07,42,False
2017-07-08,47,False
2017-07-09,51,False
2017-07-10,74,False
2017-07-11,59,False
2017-07-12,32,False
2017-07-13,26,False
2017-07-14,40,False
2017-07-15,60,False
2017-07-16,0,False
2017-07-17,52,False
2017-07-18,61,False
2017-07-19,49,False
2017-07-20,0,False
2017-07-21,49,False
2017-07-22,80,False
2017-07-23,23,False
2017-07-24,58,False
2017-07-25,26,False
2017-07-26,69,False
2017-07-27,87,False
2017-07-28,63,False
2017-07-29,31,False
2017-07-30,0,False
2017-07-31,69,False
2017-08-01,65,False
2017-08-02,85,False
2017-08-03,0,False
2017-08-04,27,False
2017-08-05,47,False
2017-08-06,48,False
2017-08-07,35,False
2017-08-08,0,False
2017-08-09,0,False
2017-08-10,70,False
2017-08-11,28,False
2017-08-12,0,False
2017-08-13,35,False
2017-08-14,21,False
2017-08-15,62,False
2017-08-16,76,False
2017-08-17,28,False
2017-08-18,61,False
2017-08-19,37,False
2017-08-20,42,False
2017-08-21,0,False
2017-08-22,33,False
2017-08-23,19,False
2017-08-24,0,False
2017-08-25,0,False
2017-08-26,19,False
2017-08-27,32,False
2017-08-28,42,False
2017-08-29,50,False
2017-08-30,74,False
2017-08-31,14,False
2017-09-01,62,False
2017-09-02,0,False
2017-09-03,33,False
2017-09-04,0,False
2017-09-05,37,False
2017-09-06,50,False
2017-09-07,0,False
2017-09-08,0,False
2017-09-09,20,False
2017-09-10,55,False
2017-09-11,51,False
2017-09-12,46,False
2017-09-13,54,False
2017-09-14,37,False
2017-09-15,49,False
2017-09-16,43,False
2017-09-17,0,False
2017-09-18,22,False
2017-09-19,60,False
2017-09-20,34,False
2017-09-21,23,False
2017-09-22,24,False
2017-09-23,35,False
2017-09-24,0,False
2017-09-25,76,False
2017-09-26,55,False
2017-09-27,30,False
2017-09-28,55,False
2017-09-29,0,False
2017-09-30,18,False
