date,Livraison domicile,isPartial
2019-03-31,25,False
2019-04-01,26,False
2019-04-02,24,False
2019-04-03,76,False
2019-04-04,78,False
2019-04-05,91,False
2019-04-06,100,False
2019-04-07,20,False
2019-04-08,77,False
2019-04-09,85,False
2019-04-10,79,False
2019-04-11,71,False
2019-04-12,86,False
2019-04-13,95,False
2019-04-14,99,False
2019-04-15,83,False
2019-04-16,71,False
2019-04-17,82,False
2019-04-18,82,False
2019-04-19,80,False
2019-04-20,99,False
2019-04-21,89,False
2019-04-22,82,False
2019-04-23,80,False
2019-04-24,78,False
2019-04-25,85,False
2019-04-26,21,False
2019-04-27,21,False
2019-04-28,26,False
2019-04-29,20,False
2019-04-30,16,False
2019-05-01,26,False
2019-05-02,22,False
2019-05-03,24,False
2019-05-04,22,False
2019-05-05,27,False
2019-05-06,20,False
2019-05-07,21,False
2019-05-08,23,False
2019-05-09,20,False
2019-05-10,22,False
2019-05-11,25,False
2019-05-12,25,False
2019-05-13,18,False
2019-05-14,16,False
2019-05-15,23,False
2019-05-16,20,False
2019-05-17,24,False
2019-05-18,31,False
2019-05-19,26,False
2019-05-20,24,False
2019-05-21,20,False
2019-05-22,26,False
2019-05-23,18,False
2019-05-24,22,False
2019-05-25,24,False
2019-05-26,20,False
2019-05-27,18,False
2019-05-28,18,False
2019-05-29,19,False
2019-05-30,18,False
2019-05-31,21,False
2019-06-01,26,False
2019-06-02,21,False
2019-06-03,21,False
2019-06-04,19,False
2019-06-05,24,False
2019-06-06,12,False
2019-06-07,22,False
2019-06-08,27,False
2019-06-09,23,False
2019-06-10,20,False
2019-06-11,19,False
2019-06-12,15,False
2019-06-13,16,False
2019-06-14,19,False
2019-06-15,19,False
2019-06-16,26,False
2019-06-17,22,False
2019-06-18,19,False
2019-06-19,14,False
2019-06-20,13,False
2019-06-21,21,False
2019-06-22,18,False
2019-06-23,16,False
2019-06-24,20,False
2019-06-25,19,False
2019-06-26,20,False
2019-06-27,28,False
2019-06-28,24,False
2019-06-29,29,False
