date,Livraison express,isPartial
2023-06-25,88,False
2023-06-26,25,False
2023-06-27,44,False
2023-06-28,24,False
2023-06-29,37,False
2023-06-30,50,False
2023-07-01,42,False
2023-07-02,34,False
2023-07-03,51,False
2023-07-04,30,False
2023-07-05,48,False
2023-07-06,13,False
2023-07-07,19,False
2023-07-08,100,False
2023-07-09,35,False
2023-07-10,71,False
2023-07-11,48,False
2023-07-12,62,False
2023-07-13,69,False
2023-07-14,32,False
2023-07-15,47,False
2023-07-16,27,False
2023-07-17,59,False
2023-07-18,65,False
2023-07-19,78,False
2023-07-20,65,False
2023-07-21,49,False
2023-07-22,0,False
2023-07-23,51,False
2023-07-24,33,False
2023-07-25,75,False
2023-07-26,71,False
2023-07-27,44,False
2023-07-28,33,False
2023-07-29,47,False
2023-07-30,29,False
2023-07-31,42,False
2023-08-01,26,False
