date,colis,isPartial
2017-01-01,33,False
2017-01-02,60,False
2017-01-03,65,False
2017-01-04,63,False
2017-01-05,65,False
2017-01-06,61,False
2017-01-07,48,False
2017-01-08,32,False
2017-01-09,64,False
2017-01-10,64,False
2017-01-11,55,False
2017-01-12,68,False
2017-01-13,69,False
2017-01-14,59,False
2017-01-15,37,False
2017-01-16,68,False
2017-01-17,83,False
2017-01-18,82,False
2017-01-19,83,False
2017-01-20,81,False
2017-01-21,58,False
2017-01-22,32,False
2017-01-23,69,False
2017-01-24,74,False
2017-01-25,72,False
2017-01-26,70,False
2017-01-27,70,False
2017-01-28,57,False
2017-01-29,30,False
2017-01-30,62,False
2017-01-31,75,False
2017-02-01,80,False
2017-02-02,85,False
2017-02-03,86,False
2017-02-04,71,False
2017-02-05,37,False
2017-02-06,76,False
2017-02-07,89,False
2017-02-08,95,False
2017-02-09,100,False
2017-02-10,88,False
2017-02-11,66,False
2017-02-12,36,False
2017-02-13,79,False
2017-02-14,75,False
2017-02-15,100,False
2017-02-16,81,False
2017-02-17,67,False
2017-02-18,54,False
2017-02-19,32,False
2017-02-20,63,False
2017-02-21,65,False
2017-02-22,74,False
2017-02-23,72,False
2017-02-24,70,False
2017-02-25,55,False
2017-02-26,31,False
2017-02-27,61,False
2017-02-28,66,False
2017-03-01,69,False
2017-03-02,76,False
2017-03-03,75,False
2017-03-04,54,False
2017-03-05,29,False
2017-03-06,54,False
2017-03-07,72,False
2017-03-08,74,False
2017-03-09,74,False
2017-03-10,77,False
2017-03-11,57,False
2017-03-12,34,False
2017-03-13,69,False
2017-03-14,69,False
2017-03-15,74,False
2017-03-16,89,False
2017-03-17,69,False
2017-03-18,55,False
2017-03-19,30,False
2017-03-20,59,False
2017-03-21,72,False
2017-03-22,81,False
2017-03-23,67,False
2017-03-24,60,False
2017-03-25,47,False
2017-03-26,34,False
2017-03-27,67,False
2017-03-28,73,False
2017-03-29,65,False
2017-03-30,67,False
2017-03-31,57,False
2017-04-01,42,False
