date,Livraison domicile,isPartial
2019-12-29,7,False
2019-12-30,7,False
2019-12-31,5,False
2020-01-01,8,False
2020-01-02,6,False
2020-01-03,8,False
2020-01-04,6,False
2020-01-05,8,False
2020-01-06,6,False
2020-01-07,5,False
2020-01-08,6,False
2020-01-09,5,False
2020-01-10,6,False
2020-01-11,7,False
2020-01-12,5,False
2020-01-13,7,False
2020-01-14,5,False
2020-01-15,7,False
2020-01-16,6,False
2020-01-17,6,False
2020-01-18,6,False
2020-01-19,6,False
2020-01-20,4,False
2020-01-21,6,False
2020-01-22,5,False
2020-01-23,6,False
2020-01-24,4,False
2020-01-25,6,False
2020-01-26,5,False
2020-01-27,6,False
2020-01-28,5,False
2020-01-29,6,False
2020-01-30,6,False
2020-01-31,7,False
2020-02-01,6,False
2020-02-02,6,False
2020-02-03,5,False
2020-02-04,5,False
2020-02-05,5,False
2020-02-06,5,False
2020-02-07,5,False
2020-02-08,6,False
2020-02-09,7,False
2020-02-10,5,False
2020-02-11,6,False
2020-02-12,8,False
2020-02-13,7,False
2020-02-14,7,False
2020-02-15,6,False
2020-02-16,8,False
2020-02-17,5,False
2020-02-18,5,False
2020-02-19,5,False
2020-02-20,6,False
2020-02-21,6,False
2020-02-22,5,False
2020-02-23,7,False
2020-02-24,5,False
2020-02-25,6,False
2020-02-26,6,False
2020-02-27,6,False
2020-02-28,7,False
2020-02-29,11,False
2020-03-01,8,False
2020-03-02,8,False
2020-03-03,9,False
2020-03-04,7,False
2020-03-05,9,False
2020-03-06,6,False
2020-03-07,9,False
2020-03-08,7,False
2020-03-09,6,False
2020-03-10,6,False
2020-03-11,7,False
2020-03-12,12,False
2020-03-13,17,False
2020-03-14,24,False
2020-03-15,39,False
2020-03-16,77,False
2020-03-17,81,False
2020-03-18,76,False
2020-03-19,77,False
2020-03-20,88,False
2020-03-21,98,False
2020-03-22,100,False
2020-03-23,98,False
2020-03-24,91,False
2020-03-25,83,False
2020-03-26,86,False
2020-03-27,87,False
2020-03-28,93,False
