date,Tarif colis,isPartial
2021-03-28,59,False
2021-03-29,48,False
2021-03-30,65,False
2021-03-31,53,False
2021-04-01,78,False
2021-04-02,60,False
2021-04-03,0,False
2021-04-04,54,False
2021-04-05,42,False
2021-04-06,41,False
2021-04-07,57,False
2021-04-08,55,False
2021-04-09,60,False
2021-04-10,16,False
2021-04-11,72,False
2021-04-12,60,False
2021-04-13,100,False
2021-04-14,95,False
2021-04-15,74,False
2021-04-16,78,False
2021-04-17,88,False
2021-04-18,91,False
2021-04-19,56,False
2021-04-20,62,False
2021-04-21,76,False
2021-04-22,76,False
2021-04-23,55,False
2021-04-24,51,False
2021-04-25,61,False
2021-04-26,70,False
2021-04-27,70,False
2021-04-28,59,False
2021-04-29,74,False
2021-04-30,42,False
2021-05-01,49,False
2021-05-02,39,False
2021-05-03,66,False
2021-05-04,59,False
2021-05-05,81,False
2021-05-06,46,False
2021-05-07,36,False
2021-05-08,30,False
2021-05-09,42,False
2021-05-10,48,False
2021-05-11,49,False
2021-05-12,33,False
2021-05-13,14,False
2021-05-14,51,False
2021-05-15,28,False
2021-05-16,77,False
2021-05-17,62,False
2021-05-18,71,False
2021-05-19,34,False
2021-05-20,53,False
2021-05-21,38,False
2021-05-22,61,False
2021-05-23,15,False
2021-05-24,55,False
2021-05-25,53,False
2021-05-26,82,False
2021-05-27,47,False
2021-05-28,51,False
2021-05-29,25,False
2021-05-30,53,False
2021-05-31,38,False
2021-06-01,44,False
2021-06-02,46,False
2021-06-03,58,False
2021-06-04,35,False
2021-06-05,46,False
2021-06-06,27,False
2021-06-07,60,False
2021-06-08,34,False
2021-06-09,40,False
2021-06-10,50,False
2021-06-11,30,False
2021-06-12,61,False
2021-06-13,34,False
2021-06-14,59,False
2021-06-15,72,False
2021-06-16,40,False
2021-06-17,42,False
2021-06-18,43,False
2021-06-19,34,False
2021-06-20,30,False
2021-06-21,35,False
2021-06-22,62,False
2021-06-23,39,False
2021-06-24,34,False
2021-06-25,80,False
2021-06-26,48,False
