date,Service de livraison,isPartial
2017-07-02,18,False
2017-07-03,42,False
2017-07-04,29,False
2017-07-05,24,False
2017-07-06,100,False
2017-07-07,0,False
2017-07-08,29,False
2017-07-09,0,False
2017-07-10,14,False
2017-07-11,50,False
2017-07-12,0,False
2017-07-13,0,False
2017-07-14,42,False
2017-07-15,0,False
2017-07-16,22,False
2017-07-17,0,False
2017-07-18,34,False
2017-07-19,0,False
2017-07-20,27,False
2017-07-21,33,False
2017-07-22,28,False
2017-07-23,37,False
2017-07-24,0,False
2017-07-25,34,False
2017-07-26,32,False
2017-07-27,35,False
2017-07-28,21,False
2017-07-29,21,False
2017-07-30,0,False
2017-07-31,19,False
2017-08-01,51,False
2017-08-02,0,False
2017-08-03,0,False
2017-08-04,0,False
2017-08-05,0,False
2017-08-06,0,False
2017-08-07,0,False
2017-08-08,32,False
2017-08-09,0,False
2017-08-10,0,False
2017-08-11,0,False
2017-08-12,0,False
2017-08-13,0,False
2017-08-14,0,False
2017-08-15,23,False
2017-08-16,38,False
2017-08-17,25,False
2017-08-18,0,False
2017-08-19,0,False
2017-08-20,0,False
2017-08-21,18,False
2017-08-22,36,False
2017-08-23,0,False
2017-08-24,83,False
2017-08-25,0,False
2017-08-26,0,False
2017-08-27,0,False
2017-08-28,0,False
2017-08-29,20,False
2017-08-30,0,False
2017-08-31,35,False
2017-09-01,35,False
2017-09-02,0,False
2017-09-03,24,False
2017-09-04,18,False
2017-09-05,0,False
2017-09-06,0,False
2017-09-07,27,False
2017-09-08,29,False
2017-09-09,0,False
2017-09-10,0,False
2017-09-11,27,False
2017-09-12,0,False
2017-09-13,0,False
2017-09-14,0,False
2017-09-15,38,False
2017-09-16,0,False
2017-09-17,0,False
2017-09-18,27,False
2017-09-19,18,False
2017-09-20,46,False
2017-09-21,0,False
2017-09-22,0,False
2017-09-23,0,False
2017-09-24,0,False
2017-09-25,50,False
2017-09-26,0,False
2017-09-27,38,False
2017-09-28,59,False
2017-09-29,0,False
2017-09-30,32,False
