date,Suivi colis,isPartial
2022-09-25,15,False
2022-09-26,45,False
2022-09-27,39,False
2022-09-28,38,False
2022-09-29,44,False
2022-09-30,43,False
2022-10-01,27,False
2022-10-02,13,False
2022-10-03,42,False
2022-10-04,42,False
2022-10-05,43,False
2022-10-06,45,False
2022-10-07,41,False
2022-10-08,36,False
2022-10-09,19,False
2022-10-10,48,False
2022-10-11,49,False
2022-10-12,70,False
2022-10-13,61,False
2022-10-14,48,False
2022-10-15,38,False
2022-10-16,20,False
2022-10-17,50,False
2022-10-18,49,False
2022-10-19,53,False
2022-10-20,43,False
2022-10-21,40,False
2022-10-22,32,False
2022-10-23,15,False
2022-10-24,46,False
2022-10-25,47,False
2022-10-26,47,False
2022-10-27,49,False
2022-10-28,46,False
2022-10-29,28,False
2022-10-30,13,False
2022-10-31,37,False
2022-11-01,22,False
2022-11-02,50,False
2022-11-03,47,False
2022-11-04,51,False
2022-11-05,36,False
2022-11-06,20,False
2022-11-07,49,False
2022-11-08,52,False
2022-11-09,53,False
2022-11-10,52,False
2022-11-11,33,False
2022-11-12,38,False
2022-11-13,26,False
2022-11-14,67,False
2022-11-15,70,False
2022-11-16,59,False
2022-11-17,62,False
2022-11-18,60,False
2022-11-19,42,False
2022-11-20,19,False
2022-11-21,56,False
2022-11-22,50,False
2022-11-23,55,False
2022-11-24,50,False
2022-11-25,55,False
2022-11-26,32,False
2022-11-27,19,False
2022-11-28,49,False
2022-11-29,66,False
2022-11-30,56,False
2022-12-01,65,False
2022-12-02,66,False
2022-12-03,46,False
2022-12-04,24,False
2022-12-05,59,False
2022-12-06,67,False
2022-12-07,71,False
2022-12-08,77,False
2022-12-09,78,False
2022-12-10,44,False
2022-12-11,36,False
2022-12-12,78,False
2022-12-13,79,False
2022-12-14,75,False
2022-12-15,88,False
2022-12-16,92,False
2022-12-17,64,False
2022-12-18,36,False
2022-12-19,94,False
2022-12-20,96,False
2022-12-21,100,False
2022-12-22,94,False
2022-12-23,87,False
2022-12-24,56,False
