date,Envoi colis,isPartial
2022-03-27,69,False
2022-03-28,80,False
2022-03-29,84,False
2022-03-30,78,False
2022-03-31,73,False
2022-04-01,63,False
2022-04-02,56,False
2022-04-03,57,False
2022-04-04,100,False
2022-04-05,74,False
2022-04-06,87,False
2022-04-07,77,False
2022-04-08,71,False
2022-04-09,53,False
2022-04-10,48,False
2022-04-11,76,False
2022-04-12,66,False
2022-04-13,57,False
2022-04-14,80,False
2022-04-15,57,False
2022-04-16,51,False
2022-04-17,32,False
2022-04-18,46,False
2022-04-19,62,False
2022-04-20,93,False
2022-04-21,66,False
2022-04-22,74,False
2022-04-23,48,False
2022-04-24,51,False
2022-04-25,74,False
2022-04-26,79,False
2022-04-27,81,False
2022-04-28,62,False
2022-04-29,49,False
2022-04-30,65,False
2022-05-01,46,False
2022-05-02,59,False
2022-05-03,85,False
2022-05-04,48,False
2022-05-05,78,False
2022-05-06,71,False
2022-05-07,48,False
2022-05-08,76,False
2022-05-09,84,False
2022-05-10,87,False
2022-05-11,74,False
2022-05-12,53,False
2022-05-13,61,False
2022-05-14,44,False
2022-05-15,50,False
2022-05-16,72,False
2022-05-17,64,False
2022-05-18,76,False
2022-05-19,56,False
2022-05-20,69,False
2022-05-21,35,False
2022-05-22,61,False
2022-05-23,71,False
2022-05-24,80,False
2022-05-25,75,False
2022-05-26,48,False
2022-05-27,51,False
2022-05-28,41,False
2022-05-29,59,False
2022-05-30,76,False
2022-05-31,78,False
2022-06-01,49,False
2022-06-02,62,False
2022-06-03,69,False
2022-06-04,43,False
2022-06-05,49,False
2022-06-06,55,False
2022-06-07,74,False
2022-06-08,51,False
2022-06-09,47,False
2022-06-10,55,False
2022-06-11,37,False
2022-06-12,37,False
2022-06-13,81,False
2022-06-14,56,False
2022-06-15,72,False
2022-06-16,65,False
2022-06-17,63,False
2022-06-18,41,False
2022-06-19,26,False
2022-06-20,71,False
2022-06-21,47,False
2022-06-22,48,False
2022-06-23,57,False
2022-06-24,49,False
2022-06-25,47,False
