date,Tarif colis,isPartial
2017-10-01,54,False
2017-10-02,38,False
2017-10-03,35,False
2017-10-04,36,False
2017-10-05,24,False
2017-10-06,21,False
2017-10-07,30,False
2017-10-08,22,False
2017-10-09,44,False
2017-10-10,39,False
2017-10-11,47,False
2017-10-12,49,False
2017-10-13,50,False
2017-10-14,48,False
2017-10-15,42,False
2017-10-16,70,False
2017-10-17,41,False
2017-10-18,43,False
2017-10-19,27,False
2017-10-20,27,False
2017-10-21,48,False
2017-10-22,45,False
2017-10-23,35,False
2017-10-24,29,False
2017-10-25,20,False
2017-10-26,42,False
2017-10-27,51,False
2017-10-28,41,False
2017-10-29,38,False
2017-10-30,50,False
2017-10-31,8,False
2017-11-01,26,False
2017-11-02,50,False
2017-11-03,40,False
2017-11-04,54,False
2017-11-05,55,False
2017-11-06,61,False
2017-11-07,46,False
2017-11-08,50,False
2017-11-09,52,False
2017-11-10,37,False
2017-11-11,27,False
2017-11-12,53,False
2017-11-13,49,False
2017-11-14,55,False
2017-11-15,53,False
2017-11-16,32,False
2017-11-17,33,False
2017-11-18,60,False
2017-11-19,32,False
2017-11-20,69,False
2017-11-21,51,False
2017-11-22,49,False
2017-11-23,44,False
2017-11-24,38,False
2017-11-25,38,False
2017-11-26,23,False
2017-11-27,53,False
2017-11-28,39,False
2017-11-29,65,False
2017-11-30,49,False
2017-12-01,54,False
2017-12-02,47,False
2017-12-03,42,False
2017-12-04,36,False
2017-12-05,50,False
2017-12-06,56,False
2017-12-07,46,False
2017-12-08,52,False
2017-12-09,51,False
2017-12-10,55,False
2017-12-11,52,False
2017-12-12,70,False
2017-12-13,57,False
2017-12-14,67,False
2017-12-15,44,False
2017-12-16,46,False
2017-12-17,53,False
2017-12-18,66,False
2017-12-19,38,False
2017-12-20,54,False
2017-12-21,68,False
2017-12-22,23,False
2017-12-23,100,False
2017-12-24,22,False
2017-12-25,24,False
2017-12-26,62,False
2017-12-27,41,False
2017-12-28,41,False
2017-12-29,27,False
2017-12-30,54,False
