date,Point relais,isPartial
2019-12-29,48,False
2019-12-30,94,False
2019-12-31,89,False
2020-01-01,39,False
2020-01-02,94,False
2020-01-03,100,False
2020-01-04,84,False
2020-01-05,60,False
2020-01-06,92,False
2020-01-07,97,False
2020-01-08,87,False
2020-01-09,88,False
2020-01-10,91,False
2020-01-11,89,False
2020-01-12,48,False
2020-01-13,90,False
2020-01-14,98,False
2020-01-15,93,False
2020-01-16,98,False
2020-01-17,91,False
2020-01-18,97,False
2020-01-19,56,False
2020-01-20,89,False
2020-01-21,97,False
2020-01-22,92,False
2020-01-23,83,False
2020-01-24,79,False
2020-01-25,81,False
2020-01-26,48,False
2020-01-27,74,False
2020-01-28,81,False
2020-01-29,95,False
2020-01-30,74,False
2020-01-31,77,False
2020-02-01,80,False
2020-02-02,45,False
2020-02-03,92,False
2020-02-04,85,False
2020-02-05,82,False
2020-02-06,81,False
2020-02-07,90,False
2020-02-08,72,False
2020-02-09,45,False
2020-02-10,93,False
2020-02-11,95,False
2020-02-12,96,False
2020-02-13,90,False
2020-02-14,84,False
2020-02-15,89,False
2020-02-16,47,False
2020-02-17,92,False
2020-02-18,77,False
2020-02-19,88,False
2020-02-20,92,False
2020-02-21,93,False
2020-02-22,81,False
2020-02-23,48,False
2020-02-24,94,False
2020-02-25,66,False
2020-02-26,71,False
2020-02-27,67,False
2020-02-28,68,False
2020-02-29,70,False
2020-03-01,40,False
2020-03-02,84,False
2020-03-03,75,False
2020-03-04,68,False
2020-03-05,75,False
2020-03-06,67,False
2020-03-07,73,False
2020-03-08,39,False
2020-03-09,81,False
2020-03-10,87,False
2020-03-11,91,False
2020-03-12,89,False
2020-03-13,64,False
2020-03-14,91,False
2020-03-15,81,False
2020-03-16,99,False
2020-03-17,70,False
2020-03-18,39,False
2020-03-19,28,False
2020-03-20,24,False
2020-03-21,22,False
2020-03-22,16,False
2020-03-23,23,False
2020-03-24,26,False
2020-03-25,22,False
2020-03-26,22,False
2020-03-27,22,False
2020-03-28,13,False
