date,colis,isPartial
2017-10-01,25,False
2017-10-02,46,False
2017-10-03,50,False
2017-10-04,53,False
2017-10-05,54,False
2017-10-06,50,False
2017-10-07,38,False
2017-10-08,22,False
2017-10-09,45,False
2017-10-10,46,False
2017-10-11,52,False
2017-10-12,48,False
2017-10-13,45,False
2017-10-14,34,False
2017-10-15,23,False
2017-10-16,43,False
2017-10-17,46,False
2017-10-18,47,False
2017-10-19,44,False
2017-10-20,46,False
2017-10-21,37,False
2017-10-22,21,False
2017-10-23,41,False
2017-10-24,42,False
2017-10-25,42,False
2017-10-26,47,False
2017-10-27,40,False
2017-10-28,31,False
2017-10-29,22,False
2017-10-30,43,False
2017-10-31,36,False
2017-11-01,25,False
2017-11-02,44,False
2017-11-03,47,False
2017-11-04,39,False
2017-11-05,23,False
2017-11-06,44,False
2017-11-07,48,False
2017-11-08,52,False
2017-11-09,51,False
2017-11-10,49,False
2017-11-11,28,False
2017-11-12,24,False
2017-11-13,53,False
2017-11-14,60,False
2017-11-15,58,False
2017-11-16,51,False
2017-11-17,53,False
2017-11-18,42,False
2017-11-19,27,False
2017-11-20,49,False
2017-11-21,52,False
2017-11-22,51,False
2017-11-23,54,False
2017-11-24,49,False
2017-11-25,39,False
2017-11-26,27,False
2017-11-27,57,False
2017-11-28,65,False
2017-11-29,63,False
2017-11-30,66,False
2017-12-01,62,False
2017-12-02,51,False
2017-12-03,32,False
2017-12-04,64,False
2017-12-05,69,False
2017-12-06,72,False
2017-12-07,69,False
2017-12-08,70,False
2017-12-09,51,False
2017-12-10,37,False
2017-12-11,75,False
2017-12-12,78,False
2017-12-13,83,False
2017-12-14,78,False
2017-12-15,82,False
2017-12-16,68,False
2017-12-17,44,False
2017-12-18,84,False
2017-12-19,96,False
2017-12-20,89,False
2017-12-21,100,False
2017-12-22,89,False
2017-12-23,73,False
2017-12-24,24,False
2017-12-25,25,False
2017-12-26,52,False
2017-12-27,54,False
2017-12-28,64,False
2017-12-29,58,False
2017-12-30,41,False
