date,Tarif colis,isPartial
2021-09-26,50,False
2021-09-27,62,False
2021-09-28,35,False
2021-09-29,69,False
2021-09-30,48,False
2021-10-01,29,False
2021-10-02,39,False
2021-10-03,18,False
2021-10-04,61,False
2021-10-05,54,False
2021-10-06,89,False
2021-10-07,17,False
2021-10-08,33,False
2021-10-09,64,False
2021-10-10,53,False
2021-10-11,75,False
2021-10-12,57,False
2021-10-13,52,False
2021-10-14,36,False
2021-10-15,49,False
2021-10-16,30,False
2021-10-17,52,False
2021-10-18,47,False
2021-10-19,71,False
2021-10-20,45,False
2021-10-21,63,False
2021-10-22,52,False
2021-10-23,35,False
2021-10-24,22,False
2021-10-25,49,False
2021-10-26,48,False
2021-10-27,79,False
2021-10-28,24,False
2021-10-29,89,False
2021-10-30,52,False
2021-10-31,51,False
2021-11-01,47,False
2021-11-02,45,False
2021-11-03,36,False
2021-11-04,34,False
2021-11-05,32,False
2021-11-06,31,False
2021-11-07,0,False
2021-11-08,53,False
2021-11-09,61,False
2021-11-10,31,False
2021-11-11,48,False
2021-11-12,40,False
2021-11-13,64,False
2021-11-14,61,False
2021-11-15,72,False
2021-11-16,53,False
2021-11-17,57,False
2021-11-18,50,False
2021-11-19,59,False
2021-11-20,58,False
2021-11-21,41,False
2021-11-22,77,False
2021-11-23,77,False
2021-11-24,74,False
2021-11-25,50,False
2021-11-26,72,False
2021-11-27,65,False
2021-11-28,76,False
2021-11-29,59,False
2021-11-30,54,False
2021-12-01,76,False
2021-12-02,62,False
2021-12-03,79,False
2021-12-04,60,False
2021-12-05,60,False
2021-12-06,79,False
2021-12-07,100,False
2021-12-08,59,False
2021-12-09,56,False
2021-12-10,50,False
2021-12-11,77,False
2021-12-12,43,False
2021-12-13,81,False
2021-12-14,54,False
2021-12-15,65,False
2021-12-16,80,False
2021-12-17,84,False
2021-12-18,78,False
2021-12-19,43,False
2021-12-20,93,False
2021-12-21,82,False
2021-12-22,48,False
2021-12-23,49,False
2021-12-24,16,False
2021-12-25,32,False
