date,colis,isPartial
2019-06-30,37,False
2019-07-01,69,False
2019-07-02,73,False
2019-07-03,88,False
2019-07-04,77,False
2019-07-05,79,False
2019-07-06,62,False
2019-07-07,36,False
2019-07-08,86,False
2019-07-09,82,False
2019-07-10,87,False
2019-07-11,87,False
2019-07-12,74,False
2019-07-13,65,False
2019-07-14,37,False
2019-07-15,80,False
2019-07-16,75,False
2019-07-17,91,False
2019-07-18,77,False
2019-07-19,78,False
2019-07-20,60,False
2019-07-21,43,False
2019-07-22,79,False
2019-07-23,73,False
2019-07-24,82,False
2019-07-25,72,False
2019-07-26,71,False
2019-07-27,58,False
2019-07-28,36,False
2019-07-29,70,False
2019-07-30,81,False
2019-07-31,83,False
2019-08-01,80,False
2019-08-02,81,False
2019-08-03,64,False
2019-08-04,35,False
2019-08-05,77,False
2019-08-06,79,False
2019-08-07,88,False
2019-08-08,88,False
2019-08-09,81,False
2019-08-10,68,False
2019-08-11,38,False
2019-08-12,84,False
2019-08-13,95,False
2019-08-14,77,False
2019-08-15,53,False
2019-08-16,83,False
2019-08-17,69,False
2019-08-18,47,False
2019-08-19,86,False
2019-08-20,95,False
2019-08-21,100,False
2019-08-22,88,False
2019-08-23,88,False
2019-08-24,69,False
2019-08-25,42,False
2019-08-26,79,False
2019-08-27,91,False
2019-08-28,93,False
2019-08-29,83,False
2019-08-30,70,False
2019-08-31,65,False
2019-09-01,44,False
2019-09-02,68,False
2019-09-03,77,False
2019-09-04,81,False
2019-09-05,74,False
2019-09-06,80,False
2019-09-07,68,False
2019-09-08,43,False
2019-09-09,78,False
2019-09-10,80,False
2019-09-11,88,False
2019-09-12,73,False
2019-09-13,76,False
2019-09-14,65,False
2019-09-15,46,False
2019-09-16,79,False
2019-09-17,76,False
2019-09-18,85,False
2019-09-19,71,False
2019-09-20,71,False
2019-09-21,57,False
2019-09-22,37,False
2019-09-23,63,False
2019-09-24,74,False
2019-09-25,75,False
2019-09-26,85,False
2019-09-27,88,False
2019-09-28,60,False
