date,Délai livraison,isPartial
2022-06-26,62,False
2022-06-27,17,False
2022-06-28,61,False
2022-06-29,62,False
2022-06-30,36,False
2022-07-01,54,False
2022-07-02,0,False
2022-07-03,60,False
2022-07-04,24,False
2022-07-05,49,False
2022-07-06,20,False
2022-07-07,38,False
2022-07-08,35,False
2022-07-09,19,False
2022-07-10,28,False
2022-07-11,41,False
2022-07-12,41,False
2022-07-13,73,False
2022-07-14,24,False
2022-07-15,60,False
2022-07-16,40,False
2022-07-17,40,False
2022-07-18,48,False
2022-07-19,100,False
2022-07-20,0,False
2022-07-21,47,False
2022-07-22,39,False
2022-07-23,31,False
2022-07-24,50,False
2022-07-25,57,False
2022-07-26,24,False
2022-07-27,43,False
2022-07-28,65,False
2022-07-29,0,False
2022-07-30,23,False
2022-07-31,54,False
2022-08-01,77,False
2022-08-02,42,False
2022-08-03,55,False
2022-08-04,46,False
2022-08-05,52,False
2022-08-06,38,False
2022-08-07,41,False
2022-08-08,71,False
2022-08-09,55,False
2022-08-10,41,False
2022-08-11,74,False
2022-08-12,48,False
2022-08-13,42,False
2022-08-14,0,False
2022-08-15,45,False
2022-08-16,60,False
2022-08-17,28,False
2022-08-18,25,False
2022-08-19,70,False
2022-08-20,40,False
2022-08-21,38,False
2022-08-22,62,False
2022-08-23,53,False
2022-08-24,56,False
2022-08-25,53,False
2022-08-26,20,False
2022-08-27,48,False
2022-08-28,0,False
2022-08-29,71,False
2022-08-30,79,False
2022-08-31,38,False
2022-09-01,28,False
2022-09-02,47,False
2022-09-03,58,False
2022-09-04,24,False
2022-09-05,62,False
2022-09-06,35,False
2022-09-07,18,False
2022-09-08,25,False
2022-09-09,53,False
2022-09-10,42,False
2022-09-11,37,False
2022-09-12,59,False
2022-09-13,49,False
2022-09-14,48,False
2022-09-15,56,False
2022-09-16,24,False
2022-09-17,47,False
2022-09-18,34,False
2022-09-19,43,False
2022-09-20,42,False
2022-09-21,37,False
2022-09-22,49,False
2022-09-23,38,False
2022-09-24,33,False
