date,colis,isPartial
2019-03-31,32,False
2019-04-01,55,False
2019-04-02,57,False
2019-04-03,56,False
2019-04-04,57,False
2019-04-05,55,False
2019-04-06,44,False
2019-04-07,32,False
2019-04-08,65,False
2019-04-09,74,False
2019-04-10,70,False
2019-04-11,60,False
2019-04-12,64,False
2019-04-13,47,False
2019-04-14,31,False
2019-04-15,55,False
2019-04-16,59,False
2019-04-17,66,False
2019-04-18,64,False
2019-04-19,59,False
2019-04-20,47,False
2019-04-21,24,False
2019-04-22,34,False
2019-04-23,57,False
2019-04-24,62,False
2019-04-25,75,False
2019-04-26,63,False
2019-04-27,51,False
2019-04-28,36,False
2019-04-29,61,False
2019-04-30,66,False
2019-05-01,36,False
2019-05-02,75,False
2019-05-03,70,False
2019-05-04,56,False
2019-05-05,35,False
2019-05-06,62,False
2019-05-07,63,False
2019-05-08,36,False
2019-05-09,77,False
2019-05-10,76,False
2019-05-11,61,False
2019-05-12,36,False
2019-05-13,74,False
2019-05-14,76,False
2019-05-15,75,False
2019-05-16,65,False
2019-05-17,61,False
2019-05-18,50,False
2019-05-19,35,False
2019-05-20,61,False
2019-05-21,70,False
2019-05-22,64,False
2019-05-23,67,False
2019-05-24,100,False
2019-05-25,73,False
2019-05-26,35,False
2019-05-27,72,False
2019-05-28,64,False
2019-05-29,59,False
2019-05-30,39,False
2019-05-31,57,False
2019-06-01,48,False
2019-06-02,35,False
2019-06-03,61,False
2019-06-04,68,False
2019-06-05,77,False
2019-06-06,76,False
2019-06-07,59,False
2019-06-08,51,False
2019-06-09,31,False
2019-06-10,40,False
2019-06-11,70,False
2019-06-12,73,False
2019-06-13,82,False
2019-06-14,76,False
2019-06-15,61,False
2019-06-16,36,False
2019-06-17,68,False
2019-06-18,57,False
2019-06-19,65,False
2019-06-20,67,False
2019-06-21,56,False
2019-06-22,51,False
2019-06-23,29,False
2019-06-24,61,False
2019-06-25,61,False
2019-06-26,54,False
2019-06-27,52,False
2019-06-28,60,False
2019-06-29,47,False
