date,Retard livraison,isPartial
2023-06-25,0,False
2023-06-26,83,False
2023-06-27,27,False
2023-06-28,0,False
2023-06-29,42,False
2023-06-30,0,False
2023-07-01,0,False
2023-07-02,59,False
2023-07-03,65,False
2023-07-04,98,False
2023-07-05,0,False
2023-07-06,0,False
2023-07-07,63,False
2023-07-08,74,False
2023-07-09,0,False
2023-07-10,55,False
2023-07-11,59,False
2023-07-12,0,False
2023-07-13,98,False
2023-07-14,37,False
2023-07-15,0,False
2023-07-16,31,False
2023-07-17,32,False
2023-07-18,68,False
2023-07-19,74,False
2023-07-20,34,False
2023-07-21,30,False
2023-07-22,74,False
2023-07-23,72,False
2023-07-24,25,False
2023-07-25,87,False
2023-07-26,100,False
2023-07-27,37,False
2023-07-28,33,False
2023-07-29,28,False
2023-07-30,45,False
2023-07-31,58,False
2023-08-01,57,False
