date,Tarif colis,isPartial
2023-06-25,42,False
2023-06-26,42,False
2023-06-27,44,False
2023-06-28,61,False
2023-06-29,48,False
2023-06-30,0,False
2023-07-01,59,False
2023-07-02,94,False
2023-07-03,55,False
2023-07-04,59,False
2023-07-05,96,False
2023-07-06,88,False
2023-07-07,30,False
2023-07-08,46,False
2023-07-09,0,False
2023-07-10,44,False
2023-07-11,28,False
2023-07-12,96,False
2023-07-13,66,False
2023-07-14,88,False
2023-07-15,72,False
2023-07-16,35,False
2023-07-17,50,False
2023-07-18,52,False
2023-07-19,56,False
2023-07-20,100,False
2023-07-21,62,False
2023-07-22,86,False
2023-07-23,89,False
2023-07-24,62,False
2023-07-25,41,False
2023-07-26,68,False
2023-07-27,59,False
2023-07-28,52,False
2023-07-29,44,False
2023-07-30,67,False
2023-07-31,45,False
2023-08-01,27,False
