date,Tarif colis,isPartial
2022-09-25,52,False
2022-09-26,21,False
2022-09-27,60,False
2022-09-28,53,False
2022-09-29,29,False
2022-09-30,24,False
2022-10-01,29,False
2022-10-02,51,False
2022-10-03,26,False
2022-10-04,23,False
2022-10-05,45,False
2022-10-06,59,False
2022-10-07,19,False
2022-10-08,40,False
2022-10-09,46,False
2022-10-10,50,False
2022-10-11,73,False
2022-10-12,48,False
2022-10-13,61,False
2022-10-14,27,False
2022-10-15,37,False
2022-10-16,42,False
2022-10-17,25,False
2022-10-18,39,False
2022-10-19,27,False
2022-10-20,47,False
2022-10-21,45,False
2022-10-22,31,False
2022-10-23,51,False
2022-10-24,57,False
2022-10-25,65,False
2022-10-26,80,False
2022-10-27,30,False
2022-10-28,71,False
2022-10-29,50,False
2022-10-30,56,False
2022-10-31,48,False
2022-11-01,46,False
2022-11-02,49,False
2022-11-03,34,False
2022-11-04,54,False
2022-11-05,48,False
2022-11-06,54,False
2022-11-07,37,False
2022-11-08,45,False
2022-11-09,52,False
2022-11-10,66,False
2022-11-11,50,False
2022-11-12,67,False
2022-11-13,42,False
2022-11-14,94,False
2022-11-15,53,False
2022-11-16,84,False
2022-11-17,50,False
2022-11-18,45,False
2022-11-19,59,False
2022-11-20,58,False
2022-11-21,44,False
2022-11-22,76,False
2022-11-23,48,False
2022-11-24,60,False
2022-11-25,67,False
2022-11-26,45,False
2022-11-27,51,False
2022-11-28,65,False
2022-11-29,89,False
2022-11-30,82,False
2022-12-01,42,False
2022-12-02,44,False
2022-12-03,30,False
2022-12-04,63,False
2022-12-05,92,False
2022-12-06,53,False
2022-12-07,71,False
2022-12-08,43,False
2022-12-09,94,False
2022-12-10,0,False
2022-12-11,71,False
2022-12-12,45,False
2022-12-13,57,False
2022-12-14,38,False
2022-12-15,100,False
2022-12-16,47,False
2022-12-17,48,False
2022-12-18,74,False
2022-12-19,66,False
2022-12-20,65,False
2022-12-21,29,False
2022-12-22,64,False
2022-12-23,32,False
2022-12-24,38,False
