date,Point relais,isPartial
2017-01-01,24,False
2017-01-02,70,False
2017-01-03,75,False
2017-01-04,72,False
2017-01-05,48,False
2017-01-06,64,False
2017-01-07,58,False
2017-01-08,33,False
2017-01-09,71,False
2017-01-10,72,False
2017-01-11,69,False
2017-01-12,59,False
2017-01-13,76,False
2017-01-14,64,False
2017-01-15,61,False
2017-01-16,94,False
2017-01-17,77,False
2017-01-18,82,False
2017-01-19,85,False
2017-01-20,89,False
2017-01-21,85,False
2017-01-22,46,False
2017-01-23,87,False
2017-01-24,87,False
2017-01-25,69,False
2017-01-26,85,False
2017-01-27,84,False
2017-01-28,77,False
2017-01-29,36,False
2017-01-30,66,False
2017-01-31,72,False
2017-02-01,100,False
2017-02-02,71,False
2017-02-03,74,False
2017-02-04,67,False
2017-02-05,44,False
2017-02-06,66,False
2017-02-07,75,False
2017-02-08,76,False
2017-02-09,97,False
2017-02-10,71,False
2017-02-11,72,False
2017-02-12,53,False
2017-02-13,69,False
2017-02-14,75,False
2017-02-15,70,False
2017-02-16,80,False
2017-02-17,77,False
2017-02-18,74,False
2017-02-19,26,False
2017-02-20,77,False
2017-02-21,73,False
2017-02-22,78,False
2017-02-23,63,False
2017-02-24,88,False
2017-02-25,63,False
2017-02-26,40,False
2017-02-27,46,False
2017-02-28,79,False
2017-03-01,79,False
2017-03-02,71,False
2017-03-03,68,False
2017-03-04,58,False
2017-03-05,39,False
2017-03-06,56,False
2017-03-07,65,False
2017-03-08,65,False
2017-03-09,79,False
2017-03-10,80,False
2017-03-11,68,False
2017-03-12,25,False
2017-03-13,90,False
2017-03-14,74,False
2017-03-15,81,False
2017-03-16,85,False
2017-03-17,52,False
2017-03-18,58,False
2017-03-19,51,False
2017-03-20,62,False
2017-03-21,84,False
2017-03-22,68,False
2017-03-23,63,False
2017-03-24,82,False
2017-03-25,49,False
2017-03-26,45,False
2017-03-27,65,False
2017-03-28,81,False
2017-03-29,68,False
2017-03-30,89,False
2017-03-31,70,False
2017-04-01,65,False
