date,Livraison,Suivi colis,Expédition colis,Tarif colis,Envoi colis,Livraison express,Livraison domicile,Délai livraison,Retard livraison,Service de livraison,Point relais,colis
2018-03-13,55,82,0,38,65,45,51,20,36,38,77,76
2018-03-14,53,69,0,67,71,24,38,48,0,26,96,75
2018-03-15,53,74,47,25,62,31,56,27,0,25,81,75
2018-03-16,54,75,0,43,67,15,56,19,0,0,79,71
2018-03-17,72,40,0,55,47,48,63,22,29,0,62,54
2018-03-18,67,23,60,38,43,59,54,0,0,24,43,33
2018-03-19,51,49,0,82,56,23,53,19,50,37,72,62
2018-03-20,58,59,36,54,49,63,48,83,35,30,76,72
2018-03-21,55,67,0,59,68,0,52,50,32,23,74,75
2018-03-22,57,67,0,54,46,0,48,28,0,22,82,74
2018-03-23,56,65,0,66,50,33,44,51,0,0,67,69
2018-03-24,61,40,0,35,44,29,52,23,0,0,85,54
2018-03-25,59,16,0,41,35,27,47,30,21,0,40,31
2018-03-26,60,58,0,44,61,28,38,41,17,40,71,62
2018-03-27,65,63,0,52,74,36,49,78,27,51,75,76
2018-03-28,56,63,79,62,43,0,59,91,0,35,64,74
2018-03-29,56,70,0,35,65,71,55,29,26,0,63,72
2018-03-30,67,65,0,28,32,75,55,97,0,57,71,71
2018-03-31,72,48,0,42,38,34,84,0,23,42,62,56
2018-04-01,54,13,0,0,42,63,72,32,0,17,24,26
2018-04-02,67,22,0,61,43,0,86,34,0,18,33,37
2018-04-03,59,53,25,94,86,59,69,38,20,59,74,68
2018-04-04,58,65,36,54,49,46,54,49,35,0,69,71
2018-04-05,59,77,23,55,71,68,60,39,27,27,64,87
2018-04-06,66,66,0,61,79,71,49,34,31,23,72,77
2018-04-07,71,46,0,65,74,94,82,31,36,26,62,61
2018-04-08,70,19,22,66,49,30,74,56,0,21,38,35
2018-04-09,66,62,19,63,87,51,81,71,25,17,62,70
2018-04-10,53,59,39,46,52,42,54,36,48,0,73,73
2018-04-11,57,73,0,36,73,55,64,28,46,0,67,78
2018-04-12,55,64,0,57,64,40,51,37,37,12,74,79
2018-04-13,60,71,0,49,66,25,57,55,0,22,80,80
2018-04-14,61,43,0,32,48,48,75,0,0,0,43,55
2018-04-15,64,18,20,58,39,24,76,36,20,24,31,33
2018-04-16,55,64,0,77,80,35,61,65,0,44,73,82
2018-04-17,56,71,20,39,72,46,78,57,26,35,69,79
2018-04-18,53,69,30,67,53,58,58,64,29,0,79,82
2018-04-19,53,68,0,52,70,38,75,33,33,0,84,78
2018-04-20,55,69,0,68,41,51,79,30,42,0,64,74
2018-04-21,57,29,0,39,39,0,66,0,19,18,67,54
2018-04-22,59,19,0,61,43,19,85,35,45,16,46,34
2018-04-23,53,52,30,63,59,0,60,41,27,28,66,63
2018-04-24,50,60,0,70,78,30,49,58,22,100,73,73
2018-04-25,49,64,18,71,67,20,36,0,0,0,68,71
2018-04-26,55,52,75,72,84,30,64,30,40,22,68,67
2018-04-27,56,51,0,71,78,91,52,31,41,19,65,62
2018-04-28,65,49,0,77,41,0,91,0,87,0,69,54
2018-04-29,69,16,28,39,47,50,75,46,21,0,32,32
2018-04-30,67,49,0,36,87,55,90,0,0,0,73,63
2018-05-01,76,27,100,66,88,32,96,36,43,0,39,41
2018-05-02,60,73,0,78,100,50,58,23,22,35,71,81
2018-05-03,64,74,37,89,99,53,77,31,53,15,90,82
2018-05-04,69,88,0,48,76,55,70,59,44,0,86,85
2018-05-05,65,54,22,73,62,0,89,18,26,19,74,69
2018-05-06,58,23,51,58,83,25,91,0,0,29,32,38
2018-05-07,65,66,0,59,67,18,90,45,0,37,96,72
2018-05-08,58,33,30,48,48,18,68,28,0,15,42,47
2018-05-09,56,71,0,44,76,16,68,34,36,0,92,82
2018-05-10,65,40,20,95,49,46,64,18,0,39,48,51
2018-05-11,59,87,0,60,69,27,78,21,87,19,80,89
2018-05-12,61,62,0,37,38,0,69,14,67,0,75,74
2018-05-13,67,24,0,63,28,16,78,31,0,0,44,37
2018-05-14,61,83,15,59,69,67,68,44,0,19,79,92
2018-05-15,54,83,0,73,65,49,52,100,0,16,88,84
2018-05-16,65,90,45,82,63,59,72,29,26,21,82,92
2018-05-17,56,100,0,62,63,74,48,39,33,13,83,90
2018-05-18,60,71,0,25,72,60,49,25,27,0,76,82
2018-05-19,59,53,0,61,70,43,68,27,23,0,77,67
2018-05-20,65,24,0,19,55,25,70,0,23,0,35,38
2018-05-21,67,33,0,69,79,63,84,68,0,13,48,48
2018-05-22,61,69,0,47,70,22,69,19,46,0,67,77
2018-05-23,70,81,0,58,82,20,75,29,26,0,85,79
2018-05-24,71,72,58,51,31,77,59,23,75,29,65,82
2018-05-25,91,79,0,74,65,22,100,21,32,0,68,83
2018-05-26,100,43,60,36,34,29,96,25,62,23,73,61
2018-05-27,73,20,0,76,20,45,68,35,0,0,44,34
2018-05-28,55,54,0,48,68,38,54,71,29,24,80,68
2018-05-29,53,64,0,42,65,42,67,23,100,62,77,81
2018-05-30,60,72,0,11,53,0,47,23,29,0,75,74
2018-05-31,55,59,0,58,95,78,51,27,44,17,72,78
2018-06-01,58,65,43,11,31,28,45,47,0,22,71,67
2018-06-02,63,42,0,40,70,54,62,28,0,0,68,61
2018-06-03,58,17,0,50,52,66,66,37,18,0,34,33
2018-06-04,55,57,0,51,62,42,64,0,16,17,72,70
2018-06-05,57,70,0,49,78,59,59,24,47,23,79,76
2018-06-06,68,82,0,100,75,44,79,55,31,0,96,86
2018-06-07,61,76,19,82,47,36,81,29,15,0,84,78
2018-06-08,71,76,0,39,91,100,93,38,76,20,90,82
2018-06-09,62,38,0,68,50,57,90,16,47,0,70,57
2018-06-10,67,24,27,35,66,50,84,15,0,18,40,39
2018-06-11,66,71,0,45,76,70,71,47,18,12,100,76
2018-06-12,65,87,0,56,90,100,70,38,35,19,96,96
2018-06-13,65,95,0,43,91,69,73,62,0,12,85,100
2018-06-14,65,78,18,61,45,81,72,46,24,0,84,82
2018-06-15,63,80,0,75,54,53,62,35,20,33,79,80
2018-06-16,58,45,0,46,35,20,60,0,32,0,56,53
2018-06-17,65,26,0,43,57,0,75,0,30,0,36,37
2018-06-18,55,58,0,78,57,68,62,52,17,15,85,73
2018-06-19,52,76,45,52,44,45,47,33,29,18,89,74
2018-06-20,58,73,0,45,65,79,55,55,0,0,80,77
2018-06-21,47,65,0,47,57,68,52,20,19,19,82,67
2018-06-22,57,55,31,59,61,24,61,0,30,36,69,68
2018-06-23,61,40,0,33,76,0,63,19,0,0,61,56
2018-06-24,59,22,0,36,32,0,95,19,30,46,39,37
2018-06-25,52,55,0,54,93,56,55,25,0,0,74,68
2018-06-26,49,57,0,37,68,60,41,30,14,11,66,69
2018-06-27,58,59,33,53,66,71,59,41,22,29,76,69
2018-06-28,55,58,0,64,69,95,53,43,20,55,71,67
2018-06-29,56,59,0,30,50,0,67,0,16,0,72,69
2018-06-30,59,38,0,28,40,100,69,24,0,0,64,52
2018-07-01,83,24,0,26,47,32,54,0,0,0,30,100
2018-07-02,79,52,0,27,83,11,47,42,0,23,79,68
2018-07-03,76,60,0,58,37,100,54,0,21,22,83,50
2018-07-04,81,68,0,44,53,78,52,66,76,0,74,44
2018-07-05,75,66,0,56,40,60,54,41,51,75,93,45
2018-07-06,80,64,24,31,27,27,46,0,0,0,83,39
2018-07-07,76,54,0,46,26,45,71,0,79,0,60,36
2018-07-08,89,27,0,21,72,43,77,69,0,51,38,25
2018-07-09,76,65,0,66,85,0,61,68,41,0,72,45
2018-07-10,86,72,0,46,46,47,59,75,25,0,72,44
2018-07-11,80,74,0,66,11,79,54,73,40,0,71,48
2018-07-12,79,71,0,46,75,37,63,52,0,28,81,48
2018-07-13,77,73,35,27,50,72,59,75,55,73,81,47
2018-07-14,76,22,0,59,33,27,65,0,0,78,56,23
2018-07-15,77,19,0,51,41,0,83,28,0,0,27,16
2018-07-16,82,71,0,39,72,67,68,61,26,0,89,47
2018-07-17,73,89,0,41,77,31,56,43,50,72,86,56
2018-07-18,73,91,0,46,59,28,61,69,0,0,89,56
2018-07-19,72,73,0,41,80,62,60,0,65,0,87,49
2018-07-20,73,67,0,25,44,49,46,0,28,23,60,42
2018-07-21,84,41,0,37,35,25,63,30,24,37,88,40
2018-07-22,77,24,0,59,39,33,78,0,78,38,40,24
2018-07-23,80,71,0,39,50,55,74,67,42,0,93,43
2018-07-24,77,79,0,48,28,73,50,49,0,84,78,44
2018-07-25,84,79,0,31,62,65,53,64,71,31,72,48
2018-07-26,73,76,0,32,73,45,58,22,45,29,80,47
2018-07-27,81,64,0,47,48,23,72,28,24,38,63,42
2018-07-28,76,34,0,53,64,62,73,18,27,0,65,35
2018-07-29,89,29,81,46,42,29,98,38,0,29,43,24
2018-07-30,88,64,79,20,66,39,69,35,26,100,81,43
2018-07-31,83,72,0,43,60,27,73,39,35,24,94,49
2018-08-01,85,74,43,56,86,43,66,23,43,21,92,54
2018-08-02,87,73,0,59,54,71,68,51,63,23,69,46
2018-08-03,77,78,22,40,56,28,59,23,52,37,83,47
2018-08-04,85,44,45,50,21,72,51,22,0,0,86,35
2018-08-05,85,20,0,45,44,63,89,0,37,25,50,20
2018-08-06,91,64,0,38,49,48,70,74,33,32,77,43
2018-08-07,76,82,0,46,63,52,57,20,48,0,85,50
2018-08-08,92,92,0,56,62,46,78,56,0,0,98,57
2018-08-09,92,87,0,62,36,46,66,46,0,79,93,50
2018-08-10,86,93,0,43,56,21,58,75,43,29,82,46
2018-08-11,83,60,0,70,44,58,77,0,0,0,83,39
2018-08-12,100,20,100,60,60,22,85,0,51,36,52,24
2018-08-13,81,66,0,67,41,49,61,31,33,0,97,44
2018-08-14,85,99,41,62,82,20,70,37,0,0,89,49
2018-08-15,74,45,49,39,32,26,94,58,37,0,50,29
2018-08-16,75,89,0,50,68,37,58,0,0,96,98,52
2018-08-17,83,88,0,54,36,29,64,0,39,25,96,56
2018-08-18,80,53,0,33,54,46,70,0,0,0,80,38
2018-08-19,88,26,0,58,62,30,90,40,0,93,39,25
2018-08-20,81,74,27,84,96,23,69,34,55,64,86,47
2018-08-21,85,95,0,70,93,49,62,40,0,31,94,55
2018-08-22,74,100,34,80,59,24,84,79,24,0,84,55
2018-08-23,83,85,57,57,99,76,69,0,0,36,78,46
2018-08-24,85,77,37,41,74,45,100,67,32,34,86,46
2018-08-25,88,48,0,36,63,28,84,41,0,0,68,31
2018-08-26,95,23,0,42,50,65,91,16,44,0,38,23
2018-08-27,67,66,0,82,63,30,52,72,0,78,100,40
2018-08-28,68,71,0,61,76,0,67,43,93,0,82,44
2018-08-29,79,74,0,69,74,48,65,46,63,27,76,49
2018-08-30,83,75,70,59,77,51,71,54,0,28,79,44
2018-08-31,90,86,0,57,53,53,87,0,0,24,84,47
2018-09-01,89,46,0,44,56,46,89,21,37,0,80,35
2018-09-02,96,24,0,66,100,33,86,0,68,45,51,23
2018-09-03,83,70,0,51,72,27,85,0,58,0,83,39
2018-09-04,74,81,0,16,45,76,81,31,81,0,83,44
2018-09-05,83,80,35,65,85,38,73,39,33,0,89,47
2018-09-06,85,79,25,51,62,50,65,0,65,58,92,44
2018-09-07,83,84,23,83,32,78,82,100,34,27,96,49
2018-09-08,95,53,0,26,59,17,94,30,0,71,79,36
2018-09-09,92,17,0,88,62,20,85,37,42,0,43,21
2018-09-10,80,80,26,85,77,49,72,27,53,0,80,45
2018-09-11,78,91,0,100,65,32,82,72,35,47,85,49
2018-09-12,79,81,0,74,64,20,62,75,21,0,78,51
2018-09-13,80,81,0,43,85,41,58,75,34,0,84,46
2018-09-14,80,76,0,49,64,25,68,34,67,0,73,43
2018-09-15,96,50,0,50,24,19,99,21,44,36,74,34
2018-09-16,87,22,0,60,71,32,77,0,21,24,42,23
2018-09-17,74,72,0,59,66,20,67,32,49,0,77,42
2018-09-18,71,84,0,68,86,40,65,0,37,51,84,43
2018-09-19,76,97,0,56,96,41,57,45,19,0,69,53
2018-09-20,72,91,0,66,52,16,77,37,29,35,72,48
2018-09-21,83,75,0,45,59,31,86,14,36,35,84,41
2018-09-22,79,54,28,47,51,27,90,51,67,25,69,32
2018-09-23,86,22,0,38,42,24,85,20,0,91,34,20
2018-09-24,78,83,65,76,70,44,62,70,0,71,80,44
2018-09-25,78,86,0,74,76,14,65,25,0,54,83,47
2018-09-26,69,82,0,55,80,38,67,51,39,32,80,44
2018-09-27,84,93,0,62,89,44,75,35,0,28,89,50
2018-09-28,82,91,0,0,35,20,64,40,100,23,86,45
2018-09-29,83,58,0,56,59,24,79,55,34,23,66,35
2018-09-30,84,15,0,21,42,40,66,0,0,0,24,24
2018-10-01,71,39,57,46,43,18,61,0,0,40,53,45
2018-10-02,75,50,0,44,43,49,66,61,70,100,75,53
2018-10-03,74,50,0,35,49,15,53,21,26,0,74,55
2018-10-04,72,56,41,27,42,66,52,48,27,39,50,58
2018-10-05,82,52,38,41,47,56,66,31,0,0,60,55
2018-10-06,86,31,0,48,37,41,67,28,62,0,58,37
2018-10-07,86,13,0,29,56,37,58,21,0,94,30,22
2018-10-08,75,45,31,51,62,23,55,33,29,0,61,51
2018-10-09,68,46,0,48,39,55,56,34,22,0,68,57
2018-10-10,76,56,0,59,59,89,60,25,14,46,65,59
2018-10-11,74,55,20,31,56,35,62,25,0,0,61,60
2018-10-12,79,52,22,45,53,25,62,88,40,23,66,53
2018-10-13,80,35,0,46,35,45,70,35,23,0,48,45
2018-10-14,85,13,0,24,45,52,74,39,0,23,26,29
2018-10-15,65,40,26,72,70,31,44,81,20,16,57,49
2018-10-16,65,48,0,42,55,36,50,22,35,53,69,58
2018-10-17,72,52,0,31,56,27,45,28,39,26,65,57
2018-10-18,62,58,0,44,45,33,27,47,17,0,56,56
2018-10-19,62,50,0,30,41,40,53,45,0,0,57,54
2018-10-20,75,38,0,0,41,24,46,24,0,0,53,42
2018-10-21,71,14,0,41,43,13,55,0,27,0,36,26
2018-10-22,66,41,25,50,68,0,44,27,16,0,62,48
2018-10-23,65,38,39,66,71,37,56,42,34,21,53,50
2018-10-24,62,40,34,56,68,37,35,25,29,0,66,52
2018-10-25,64,35,0,45,58,33,46,0,34,0,54,52
2018-10-26,79,38,94,61,48,17,67,44,32,0,56,54
2018-10-27,74,21,0,28,45,0,53,0,31,84,47,39
2018-10-28,81,11,0,77,64,40,100,30,24,0,27,25
2018-10-29,79,38,0,45,22,45,62,56,50,41,58,47
2018-10-30,65,38,52,47,61,28,36,0,34,22,56,48
2018-10-31,74,39,22,81,44,71,59,45,0,43,65,52
2018-11-01,81,18,0,41,48,31,61,29,38,0,31,33
2018-11-02,67,38,0,8,61,30,46,0,29,96,68,50
2018-11-03,78,32,0,44,75,0,50,0,0,41,67,45
2018-11-04,81,15,0,40,49,42,70,0,0,18,49,29
2018-11-05,72,38,0,54,86,39,54,27,15,33,63,53
2018-11-06,69,42,0,60,55,57,55,70,49,0,61,60
2018-11-07,71,42,0,52,78,66,37,18,50,20,65,56
2018-11-08,73,47,100,40,67,20,42,46,21,37,59,56
2018-11-09,72,39,46,34,64,0,57,32,32,0,71,55
2018-11-10,85,28,0,67,45,43,71,16,29,0,70,50
2018-11-11,77,10,0,51,41,0,65,52,19,18,38,27
2018-11-12,64,41,34,61,94,32,31,46,23,28,68,56
2018-11-13,73,39,49,70,59,41,53,52,0,30,59,51
2018-11-14,71,39,0,31,79,50,50,27,54,16,74,56
2018-11-15,69,42,0,77,58,45,56,38,56,56,67,52
2018-11-16,65,36,0,16,52,40,53,46,17,20,60,50
2018-11-17,73,27,44,40,59,37,56,0,0,0,50,43
2018-11-18,84,17,0,54,52,33,69,13,26,27,23,30
2018-11-19,64,40,27,78,71,32,37,27,0,25,56,51
2018-11-20,77,42,0,65,79,21,47,41,25,39,59,54
2018-11-21,74,41,0,77,42,48,46,40,25,22,63,58
2018-11-22,68,47,0,26,62,29,45,36,52,0,70,59
2018-11-23,90,44,0,60,54,42,57,57,0,44,69,56
2018-11-24,83,30,0,36,45,30,34,17,0,19,67,47
2018-11-25,83,16,0,61,46,24,63,0,14,0,33,30
2018-11-26,77,47,26,68,65,56,39,37,0,0,72,62
2018-11-27,75,45,0,50,69,40,36,25,18,42,64,64
2018-11-28,79,54,23,64,84,71,45,19,33,22,88,69
2018-11-29,79,62,49,58,63,27,60,48,0,19,72,74
2018-11-30,84,53,0,60,57,78,65,54,0,0,73,68
2018-12-01,86,31,24,69,44,37,40,32,18,0,60,53
2018-12-02,89,16,0,59,40,17,66,40,0,0,29,37
2018-12-03,85,45,0,65,87,39,65,35,58,21,80,67
2018-12-04,81,54,47,89,60,32,37,39,0,61,80,74
2018-12-05,84,53,0,42,49,42,51,40,73,41,76,73
2018-12-06,78,49,0,64,92,72,52,43,65,0,65,70
2018-12-07,89,51,23,45,60,50,54,40,0,70,77,71
2018-12-08,92,41,0,66,53,37,64,0,20,23,80,56
2018-12-09,92,22,0,70,72,38,68,35,0,35,56,39
2018-12-10,78,55,0,68,99,26,59,23,75,48,72,72
2018-12-11,82,55,28,47,56,55,48,0,41,47,81,74
2018-12-12,82,58,23,67,37,54,40,92,12,68,73,74
2018-12-13,82,61,0,75,90,39,64,76,24,0,85,78
2018-12-14,100,61,0,74,81,22,72,60,25,0,100,83
2018-12-15,96,46,0,52,70,40,68,25,19,45,75,66
2018-12-16,100,24,0,42,72,20,64,46,0,69,32,46
2018-12-17,86,66,29,90,100,59,40,100,12,0,75,81
2018-12-18,91,80,0,69,73,79,38,70,57,48,86,92
2018-12-19,91,79,0,100,77,48,45,85,65,0,76,91
2018-12-20,87,92,0,68,54,57,34,68,47,57,84,95
2018-12-21,94,100,0,51,65,100,49,45,62,0,81,100
2018-12-22,90,71,0,43,57,48,46,0,18,0,76,78
2018-12-23,73,30,0,18,44,39,43,72,20,25,35,36
2018-12-24,61,55,0,0,51,27,31,53,39,54,64,59
2018-12-25,63,24,0,35,31,0,39,64,100,0,33,28
2018-12-26,70,46,0,72,61,30,45,44,23,0,68,58
2018-12-27,79,62,0,55,49,41,51,15,78,0,59,73
2018-12-28,88,58,0,48,69,60,61,34,29,43,73,72
2018-12-29,72,48,48,42,33,67,46,36,42,22,62,56
2018-12-30,71,32,62,65,57,0,66,23,0,0,37,46
2018-12-31,65,50,0,44,28,33,50,30,0,0,56,58
2019-01-01,89,27,0,63,57,24,87,21,0,31,37,38
2019-01-02,67,60,78,77,65,63,50,30,40,0,79,81
2019-01-03,69,67,32,69,58,36,64,0,0,52,74,86
2019-01-04,81,78,0,90,50,81,59,93,65,30,87,94
2019-01-05,75,50,56,100,67,28,65,0,0,33,78,70
2019-01-06,69,31,0,83,76,46,60,0,80,26,51,48
2019-01-07,61,59,0,84,66,33,48,21,89,52,67,81
2019-01-08,62,68,0,67,63,34,45,30,86,0,68,85
2019-01-09,68,67,0,63,61,40,43,27,50,0,88,81
2019-01-10,62,100,0,67,55,36,41,78,0,53,66,100
2019-01-11,73,87,0,58,60,26,60,22,0,25,68,92
2019-01-12,80,56,0,52,62,20,60,59,62,35,78,66
2019-01-13,78,21,0,46,68,46,69,26,22,0,55,42
2019-01-14,70,56,0,53,69,27,60,64,43,31,77,77
2019-01-15,73,83,0,53,83,61,53,100,0,0,88,93
2019-01-16,60,72,0,53,60,0,55,0,0,54,62,87
2019-01-17,64,75,53,70,87,36,71,30,42,58,100,91
2019-01-18,66,80,54,71,66,41,72,50,93,0,73,90
2019-01-19,67,45,0,56,49,58,52,45,26,0,74,63
2019-01-20,73,15,0,69,61,48,65,0,0,0,54,36
2019-01-21,60,47,0,67,69,44,69,51,46,49,71,71
2019-01-22,64,48,60,78,71,35,46,0,0,35,75,63
2019-01-23,65,49,0,55,54,32,62,48,0,28,65,70
2019-01-24,62,44,80,58,59,62,47,28,76,33,77,75
2019-01-25,73,39,74,57,78,0,54,74,0,0,77,70
2019-01-26,68,29,49,88,58,52,63,0,58,0,70,65
2019-01-27,63,14,92,54,58,19,76,45,0,0,45,35
2019-01-28,59,45,0,56,79,53,50,41,33,36,80,73
2019-01-29,66,45,0,46,70,29,51,50,33,63,79,64
2019-01-30,64,39,0,49,56,63,59,53,47,26,70,59
2019-01-31,69,51,87,74,54,67,56,41,72,0,84,71
2019-02-01,72,45,59,41,50,44,53,38,0,0,81,63
2019-02-02,78,33,0,53,44,21,92,0,0,0,60,54
2019-02-03,72,15,0,78,50,25,62,58,48,0,43,32
2019-02-04,66,45,50,78,66,20,57,69,0,0,82,65
2019-02-05,75,49,0,81,90,28,70,20,38,37,78,75
2019-02-06,75,48,0,64,58,28,68,53,50,0,73,70
2019-02-07,69,47,0,84,62,40,60,47,0,33,81,76
2019-02-08,73,42,43,10,64,16,64,73,0,31,76,66
2019-02-09,80,27,0,90,46,0,66,49,29,0,79,54
2019-02-10,85,16,88,52,49,45,78,0,26,33,35,32
2019-02-11,80,40,0,50,76,51,60,59,46,0,82,63
2019-02-12,81,48,40,74,80,41,75,68,46,36,82,73
2019-02-13,88,50,0,62,68,48,69,80,56,29,82,74
2019-02-14,100,43,0,48,38,72,100,53,92,37,78,68
2019-02-15,72,41,0,79,48,73,67,29,45,0,66,62
2019-02-16,71,25,0,53,51,46,76,0,0,0,86,50
2019-02-17,63,15,0,100,80,65,50,65,0,29,30,33
2019-02-18,57,38,0,84,68,35,35,93,35,30,77,63
2019-02-19,61,41,0,75,60,41,50,57,30,43,78,60
2019-02-20,63,40,0,62,58,33,46,70,80,50,84,66
2019-02-21,59,46,0,51,73,40,51,37,0,27,81,68
2019-02-22,62,39,0,48,54,57,57,0,49,37,62,60
2019-02-23,68,26,0,25,47,77,50,60,0,0,61,49
2019-02-24,64,12,0,44,42,23,55,41,41,0,50,31
2019-02-25,61,36,0,52,40,0,60,27,48,0,61,58
2019-02-26,65,40,0,68,81,46,52,59,41,0,75,64
2019-02-27,69,37,0,69,44,51,63,61,31,38,68,63
2019-02-28,64,34,0,70,63,0,55,63,0,69,70,61
2019-03-01,73,39,0,46,84,0,70,34,48,0,82,60
2019-03-02,83,24,0,31,44,65,77,0,28,0,64,43
2019-03-03,77,11,100,50,42,21,57,45,0,0,43,29
2019-03-04,65,38,32,76,100,25,58,83,45,0,72,56
2019-03-05,74,37,62,70,55,42,62,39,26,30,73,61
2019-03-06,68,39,0,48,73,100,52,0,95,100,72,59
2019-03-07,63,36,95,37,64,31,56,44,0,33,59,60
2019-03-08,63,40,0,28,61,0,42,60,51,60,62,59
2019-03-09,71,28,0,52,50,0,62,24,31,0,65,50
2019-03-10,71,14,38,64,53,41,56,20,27,0,36,35
2019-03-11,60,44,56,29,58,62,55,48,50,21,79,63
2019-03-12,59,45,0,74,90,35,48,57,0,21,76,63
2019-03-13,62,50,0,51,27,24,56,94,61,0,72,65
2019-03-14,62,44,0,74,81,66,42,25,44,43,78,66
2019-03-15,69,45,73,55,39,48,51,34,93,39,71,62
2019-03-16,64,32,86,50,43,37,54,0,0,31,68,50
2019-03-17,70,16,80,70,68,22,70,19,36,0,40,35
2019-03-18,60,37,34,82,81,21,55,52,0,0,74,60
2019-03-19,56,41,0,60,51,48,47,44,26,0,75,63
2019-03-20,59,46,68,60,49,17,58,68,0,44,74,63
2019-03-21,59,48,0,56,61,32,56,30,0,46,72,65
2019-03-22,55,43,62,73,44,29,48,27,31,55,68,58
2019-03-23,67,26,58,61,39,55,63,38,27,0,60,48
2019-03-24,67,15,0,47,56,12,64,0,0,0,38,32
2019-03-25,64,41,0,47,76,19,59,0,79,24,71,61
2019-03-26,61,40,58,54,41,45,48,34,0,0,74,60
2019-03-27,53,52,41,67,56,47,48,31,100,0,66,69
2019-03-28,55,41,0,55,26,65,41,32,0,0,75,59
2019-03-29,63,34,0,67,62,36,67,0,47,0,86,56
2019-03-30,68,25,0,0,42,34,76,39,24,0,69,43
2019-03-31,48,19,0,42,44,40,25,26,0,0,31,32
2019-04-01,41,45,0,10,79,39,26,29,36,100,72,55
2019-04-02,41,50,0,67,69,49,24,52,67,54,67,57
2019-04-03,81,48,0,36,44,15,76,16,39,42,60,56
2019-04-04,82,52,0,29,53,61,78,49,0,34,67,57
2019-04-05,93,49,37,27,56,83,91,25,51,30,75,55
2019-04-06,96,31,0,43,53,41,100,24,27,0,60,44
2019-04-07,52,18,50,52,65,100,20,0,47,33,38,32
2019-04-08,84,63,47,33,87,64,77,46,74,0,82,65
2019-04-09,87,68,0,56,62,0,85,40,86,0,69,74
2019-04-10,86,71,0,35,61,64,79,24,0,25,82,70
2019-04-11,79,62,0,70,73,65,71,41,0,41,73,60
2019-04-12,95,64,0,69,50,0,86,92,36,26,69,64
2019-04-13,90,44,0,35,44,21,95,0,31,27,72,47
2019-04-14,96,21,0,31,56,27,99,0,0,68,34,31
2019-04-15,82,50,0,55,70,0,83,43,32,62,73,55
2019-04-16,81,59,0,43,27,0,71,74,0,35,73,59
2019-04-17,83,67,0,46,96,54,82,29,0,23,75,66
2019-04-18,86,66,0,49,57,53,82,29,34,43,78,64
2019-04-19,82,46,0,52,53,44,80,38,76,0,73,59
2019-04-20,100,40,68,10,36,26,99,0,0,0,54,47
2019-04-21,92,15,0,9,25,40,89,50,0,29,24,24
2019-04-22,87,27,53,29,53,37,82,17,0,36,37,34
2019-04-23,81,55,84,24,61,44,80,41,0,61,75,57
2019-04-24,76,78,0,29,52,48,78,23,89,81,70,62
2019-04-25,86,100,82,57,73,33,85,33,18,45,74,75
2019-04-26,38,79,0,45,52,79,21,42,0,0,70,63
2019-04-27,43,55,34,68,53,38,21,0,0,56,58,51
2019-04-28,48,29,0,52,59,57,26,0,0,57,34,36
2019-04-29,38,80,25,63,70,85,20,45,0,63,65,61
2019-04-30,42,77,0,20,62,39,16,51,28,69,83,66
2019-05-01,50,40,0,26,55,81,26,35,49,43,37,36
2019-05-02,40,97,0,48,63,59,22,59,31,26,71,75
2019-05-03,47,91,0,50,42,42,24,23,43,0,83,70
2019-05-04,47,65,0,41,55,52,22,66,0,55,65,56
2019-05-05,45,25,0,49,88,44,27,17,0,0,39,35
2019-05-06,40,58,54,40,58,0,20,43,39,0,87,62
2019-05-07,44,65,0,27,49,47,21,47,100,0,77,63
2019-05-08,46,27,0,25,37,19,23,35,24,0,53,36
2019-05-09,42,74,0,73,80,80,20,93,54,0,96,77
2019-05-10,43,85,0,58,73,30,22,36,69,32,66,76
2019-05-11,43,57,0,32,50,42,25,38,0,0,77,61
2019-05-12,42,29,0,51,72,39,25,0,39,0,47,36
2019-05-13,44,70,0,66,64,28,18,100,27,31,97,74
2019-05-14,42,81,0,35,73,35,16,63,45,87,91,76
2019-05-15,43,78,0,100,100,47,23,42,19,0,100,75
2019-05-16,40,73,50,26,41,56,20,54,0,0,70,65
2019-05-17,44,69,25,37,40,28,24,40,0,0,73,61
2019-05-18,48,39,0,47,39,14,31,38,0,43,73,50
2019-05-19,47,22,0,30,46,0,26,19,0,32,43,35
2019-05-20,46,58,0,45,70,46,24,82,0,69,76,61
2019-05-21,48,69,0,46,89,61,20,55,95,0,76,70
2019-05-22,49,65,50,40,50,49,26,57,62,0,74,64
2019-05-23,55,70,0,46,61,48,18,47,35,0,73,67
2019-05-24,57,61,0,31,54,70,22,40,30,76,71,100
2019-05-25,70,48,0,0,58,54,24,60,19,0,68,73
2019-05-26,47,21,0,28,46,0,20,0,18,47,25,35
2019-05-27,38,52,64,46,44,54,18,33,0,0,86,72
2019-05-28,40,53,100,61,73,60,18,23,48,50,70,64
2019-05-29,40,57,0,35,58,45,19,62,0,52,66,59
2019-05-30,43,31,74,29,38,84,18,18,0,0,44,39
2019-05-31,40,51,0,32,9,19,21,81,34,42,80,57
2019-06-01,39,40,42,39,35,40,26,16,40,36,69,48
2019-06-02,40,25,0,21,53,43,21,20,17,36,36,35
2019-06-03,42,54,0,45,69,42,21,54,34,0,87,61
2019-06-04,45,59,50,35,61,67,19,14,18,0,68,68
