date,Livraison,Suivi colis,Expédition colis,Tarif colis,Envoi colis,Livraison express,Livraison domicile,Délai livraison,Retard livraison,Service de livraison,Point relais,colis
2019-06-05,46,64,0,40,60,52,24,31,39,53,90,77
2019-06-06,43,77,0,42,71,87,12,35,25,63,74,76
2019-06-07,45,54,0,38,46,32,22,29,17,80,60,59
2019-06-08,44,36,0,27,46,65,27,36,0,24,48,51
2019-06-09,46,17,32,23,25,57,23,65,33,41,26,31
2019-06-10,46,28,0,32,72,28,20,15,26,0,55,40
2019-06-11,43,66,26,33,65,32,19,47,0,20,70,70
2019-06-12,42,62,0,38,70,61,15,66,22,0,88,73
2019-06-13,47,73,0,30,43,45,16,36,23,32,84,82
2019-06-14,46,76,0,38,36,35,19,35,51,28,80,76
2019-06-15,46,43,0,31,49,97,19,35,87,0,67,61
2019-06-16,43,24,0,27,40,33,26,50,0,0,45,36
2019-06-17,41,62,0,28,64,27,22,24,37,0,71,68
2019-06-18,38,59,0,49,66,35,19,26,51,41,72,57
2019-06-19,40,68,67,32,93,44,14,0,40,81,74,65
2019-06-20,40,62,39,24,58,53,13,31,39,0,68,67
2019-06-21,40,59,0,43,41,72,21,40,0,42,70,56
2019-06-22,43,46,0,24,51,48,18,26,0,62,81,51
2019-06-23,40,21,95,28,39,18,16,0,31,0,36,29
2019-06-24,44,67,26,61,80,69,20,71,0,33,75,61
2019-06-25,38,65,0,50,68,43,19,46,18,0,75,61
2019-06-26,47,57,0,31,53,70,20,29,40,98,69,54
2019-06-27,48,59,0,32,38,61,28,24,33,43,72,52
2019-06-28,48,54,28,49,50,87,24,0,0,0,76,60
2019-06-29,49,43,0,0,34,74,29,21,0,45,78,47
2019-06-30,80,23,0,75,62,14,48,40,0,28,46,37
2019-07-01,70,62,0,56,35,47,37,66,22,47,74,69
2019-07-02,65,75,56,40,42,57,32,43,20,27,78,73
2019-07-03,70,94,0,50,43,14,31,39,50,57,79,88
2019-07-04,68,79,0,50,35,48,38,100,26,28,75,77
2019-07-05,64,89,0,17,56,50,34,35,20,29,77,79
2019-07-06,67,58,0,51,44,29,56,39,0,39,75,62
2019-07-07,73,31,94,55,43,21,48,40,0,43,37,36
2019-07-08,68,86,0,60,52,100,38,44,12,50,81,86
2019-07-09,68,92,28,36,57,35,35,58,79,0,81,82
2019-07-10,58,87,31,65,60,54,33,52,29,0,77,87
2019-07-11,63,89,0,65,46,94,27,57,36,41,76,87
2019-07-12,66,72,0,43,35,51,34,29,51,49,62,74
2019-07-13,62,54,57,34,30,85,25,0,19,0,71,65
2019-07-14,64,33,45,69,44,38,38,0,0,41,32,37
2019-07-15,71,89,0,64,69,80,31,36,0,46,80,80
2019-07-16,64,79,0,58,59,51,31,47,36,24,80,75
2019-07-17,70,88,0,53,64,47,35,36,41,0,76,91
2019-07-18,61,84,0,59,52,50,26,16,19,19,73,77
2019-07-19,60,80,0,49,54,56,34,22,18,0,70,78
2019-07-20,62,53,0,48,17,44,31,31,0,29,69,60
2019-07-21,62,36,0,75,55,23,36,47,23,0,45,43
2019-07-22,67,81,0,20,51,86,36,30,50,0,84,79
2019-07-23,71,72,0,62,51,45,32,80,24,0,85,73
2019-07-24,61,82,0,70,60,20,24,40,37,39,81,82
2019-07-25,67,70,36,80,49,72,37,53,28,40,71,72
2019-07-26,59,64,0,21,47,59,40,24,28,22,65,71
2019-07-27,64,39,0,49,31,28,45,0,32,0,58,58
2019-07-28,65,24,0,42,48,23,38,31,0,0,44,36
2019-07-29,67,61,0,60,49,42,40,52,0,20,77,70
2019-07-30,60,85,26,40,58,51,33,34,26,48,79,81
2019-07-31,61,92,0,77,23,62,34,49,21,48,79,83
2019-08-01,72,96,44,61,57,42,47,40,45,22,81,80
2019-08-02,65,66,0,40,38,31,43,34,0,0,99,81
2019-08-03,68,56,0,47,31,37,44,0,0,56,73,64
2019-08-04,72,20,0,23,45,28,48,15,0,30,42,35
2019-08-05,70,67,49,48,60,70,40,38,81,32,90,77
2019-08-06,74,80,25,70,73,24,48,37,19,16,89,79
2019-08-07,66,87,0,60,100,57,33,81,0,39,83,88
2019-08-08,63,81,0,53,59,41,40,36,24,41,91,88
2019-08-09,64,81,35,53,52,37,37,14,34,17,82,81
2019-08-10,67,57,48,63,72,32,47,35,71,0,75,68
2019-08-11,84,30,0,14,43,53,52,18,0,0,38,38
2019-08-12,73,80,0,97,73,54,41,35,0,0,73,84
2019-08-13,63,89,33,70,57,45,30,0,26,35,96,95
2019-08-14,77,62,0,63,50,42,46,35,0,31,100,77
2019-08-15,66,51,37,40,44,20,44,0,0,46,60,53
2019-08-16,64,74,0,47,64,0,32,14,0,51,89,83
2019-08-17,70,54,0,60,23,29,40,35,0,0,69,69
2019-08-18,75,33,0,85,87,39,56,0,0,0,47,47
2019-08-19,72,93,0,44,65,55,32,75,16,25,95,86
2019-08-20,69,86,0,100,80,31,32,59,25,26,95,95
2019-08-21,61,93,0,59,98,32,29,16,20,100,88,100
2019-08-22,65,89,53,60,66,61,23,29,30,27,73,88
2019-08-23,88,75,0,88,61,24,69,36,14,0,79,88
2019-08-24,93,58,52,42,37,13,90,22,0,0,71,69
2019-08-25,100,20,0,40,50,20,87,0,38,0,38,42
2019-08-26,89,73,100,67,61,21,86,48,63,28,83,79
2019-08-27,90,86,0,37,75,72,84,36,18,44,80,91
2019-08-28,91,97,25,63,68,23,87,33,0,29,72,93
2019-08-29,83,81,54,85,68,82,65,19,25,88,90,83
2019-08-30,83,74,0,69,54,27,100,0,100,0,88,70
2019-08-31,93,52,0,73,56,43,80,0,20,21,82,65
2019-09-01,95,25,0,55,48,0,86,41,0,0,48,44
2019-09-02,77,61,0,73,66,43,66,41,0,23,82,68
2019-09-03,84,72,0,90,75,67,74,51,44,27,81,77
2019-09-04,85,86,71,45,61,35,85,87,34,17,81,81
2019-09-05,61,78,0,99,68,41,38,13,31,0,77,74
2019-09-06,67,84,0,57,55,49,43,71,24,0,86,80
2019-09-07,65,56,66,61,33,36,44,0,19,61,79,68
2019-09-08,69,28,0,60,52,51,36,50,0,0,52,43
2019-09-09,63,79,0,91,62,22,34,23,23,25,90,78
2019-09-10,58,78,0,18,48,55,28,49,31,0,70,80
2019-09-11,67,95,24,90,67,46,37,15,13,17,87,88
2019-09-12,58,72,0,35,51,0,26,34,53,20,77,73
2019-09-13,68,73,0,40,65,18,32,23,57,24,62,76
2019-09-14,66,57,31,35,46,23,38,37,0,31,71,65
2019-09-15,65,27,0,57,66,22,43,24,0,0,43,46
2019-09-16,59,78,0,81,71,42,34,45,46,42,80,79
2019-09-17,64,73,0,79,51,58,33,28,0,28,89,76
2019-09-18,61,89,0,72,50,48,30,44,16,28,78,85
2019-09-19,53,76,40,68,63,20,33,29,36,31,72,71
2019-09-20,84,67,0,56,76,0,68,39,62,0,79,71
2019-09-21,61,48,82,39,30,15,41,48,17,28,72,57
2019-09-22,69,25,0,70,51,21,43,0,0,15,40,37
2019-09-23,60,59,0,60,32,52,38,44,0,0,65,63
2019-09-24,61,67,22,72,65,19,41,51,23,34,63,74
2019-09-25,56,77,0,52,64,24,26,73,0,0,79,75
2019-09-26,65,87,25,60,66,35,34,14,24,24,73,85
2019-09-27,69,100,0,75,40,50,30,35,0,38,75,88
2019-09-28,62,58,0,49,39,48,45,22,0,20,75,60
2019-09-29,71,9,0,37,34,34,42,40,0,0,31,25
2019-09-30,64,23,0,58,67,66,43,37,25,22,65,41
2019-10-01,100,26,0,80,73,57,100,68,59,28,71,48
2019-10-02,64,22,0,51,89,43,42,39,22,0,67,42
2019-10-03,68,28,0,41,87,79,42,100,28,0,66,49
2019-10-04,72,24,0,55,65,44,40,33,26,20,53,43
2019-10-05,75,15,0,61,42,36,52,0,0,30,56,33
2019-10-06,70,9,0,53,55,28,44,29,46,0,41,25
2019-10-07,63,26,0,73,62,55,33,0,30,64,77,49
2019-10-08,66,29,0,68,83,29,42,56,56,23,61,51
2019-10-09,69,30,0,76,74,53,35,77,37,25,56,55
2019-10-10,58,30,0,53,52,23,39,41,19,0,74,49
2019-10-11,67,30,0,42,62,78,37,21,30,30,63,49
2019-10-12,59,17,0,44,41,35,33,17,36,66,60,37
2019-10-13,65,10,0,70,57,0,37,0,30,49,33,27
2019-10-14,56,22,18,69,53,47,38,49,40,67,62,43
2019-10-15,64,27,0,73,58,38,36,54,43,19,70,49
2019-10-16,63,26,0,52,55,45,29,50,56,38,67,50
2019-10-17,56,34,0,35,51,43,39,51,26,35,64,53
2019-10-18,67,29,0,62,74,32,44,22,60,0,66,49
2019-10-19,68,18,0,59,41,16,46,40,60,31,61,35
2019-10-20,69,10,0,56,38,43,45,24,39,0,35,23
2019-10-21,66,26,100,77,53,42,41,73,34,0,74,47
2019-10-22,60,28,0,61,40,43,35,30,21,26,70,47
2019-10-23,67,31,0,45,39,38,29,30,42,0,64,50
2019-10-24,59,28,0,41,53,69,32,38,63,50,69,52
2019-10-25,59,29,0,69,59,44,36,52,80,28,62,44
2019-10-26,63,19,0,47,48,0,33,49,0,0,55,37
2019-10-27,67,10,23,56,64,32,46,31,0,0,28,25
2019-10-28,65,27,0,27,64,52,36,47,22,0,69,48
2019-10-29,66,26,19,58,66,68,30,23,42,28,63,47
2019-10-30,64,26,0,18,56,40,37,42,60,66,66,49
2019-10-31,69,23,0,43,61,52,38,26,23,0,66,43
2019-11-01,70,13,0,36,37,30,36,21,20,0,37,27
2019-11-02,66,14,0,47,52,19,55,31,0,39,62,30
2019-11-03,65,9,0,60,77,18,44,15,44,0,35,27
2019-11-04,66,28,24,68,86,34,34,49,44,0,67,48
2019-11-05,71,30,0,46,88,58,47,42,62,17,71,53
2019-11-06,64,35,0,70,61,38,43,71,24,30,63,57
2019-11-07,66,35,0,81,54,80,38,0,62,39,72,59
2019-11-08,72,33,0,60,38,52,46,53,0,19,71,57
2019-11-09,72,22,0,56,36,58,43,30,0,0,70,46
2019-11-10,71,9,0,24,42,35,53,42,59,0,37,24
2019-11-11,72,15,0,74,78,36,43,18,23,44,45,32
2019-11-12,64,32,0,71,60,57,35,60,41,75,77,57
2019-11-13,62,34,0,73,67,20,39,58,18,0,69,58
2019-11-14,65,35,0,71,62,29,31,16,39,0,68,59
2019-11-15,74,34,0,68,84,0,41,45,58,0,76,58
2019-11-16,72,21,0,49,61,49,46,41,18,22,67,44
2019-11-17,71,12,0,69,39,45,39,48,0,0,40,28
2019-11-18,67,32,51,91,82,33,49,13,40,18,84,57
2019-11-19,69,36,0,74,77,25,44,74,16,42,82,61
2019-11-20,66,33,23,47,72,40,34,37,16,38,70,58
2019-11-21,57,35,63,67,91,55,32,35,26,22,64,60
2019-11-22,64,28,19,67,54,38,43,32,22,0,63,50
2019-11-23,73,20,0,51,47,18,39,62,60,24,70,44
2019-11-24,67,9,0,64,82,22,47,31,0,0,33,25
2019-11-25,61,27,0,53,54,28,44,36,26,0,76,51
2019-11-26,65,29,0,44,75,18,35,87,46,26,76,54
2019-11-27,69,33,29,66,79,30,41,55,53,73,65,57
2019-11-28,69,33,17,49,68,56,29,76,24,0,62,57
2019-11-29,81,29,0,14,61,62,39,75,32,0,74,54
2019-11-30,79,22,0,64,44,28,32,37,0,45,75,46
2019-12-01,78,10,19,50,68,29,47,12,20,0,41,28
2019-12-02,80,37,0,66,85,86,46,36,59,23,78,63
2019-12-03,78,41,0,76,83,45,48,75,50,0,78,64
2019-12-04,77,46,0,63,57,32,53,55,24,29,83,69
2019-12-05,78,46,0,38,78,47,42,52,62,76,83,70
2019-12-06,86,46,0,64,58,79,41,53,67,0,79,66
2019-12-07,89,31,0,56,80,33,53,40,0,88,85,59
2019-12-08,79,14,0,41,69,38,51,0,45,40,45,35
2019-12-09,76,47,0,95,78,63,32,71,0,0,86,72
2019-12-10,75,45,0,64,67,27,42,81,41,0,82,78
2019-12-11,76,55,0,67,59,73,46,26,70,40,94,80
2019-12-12,81,64,0,75,100,70,42,54,100,56,88,88
2019-12-13,79,56,0,65,85,78,41,50,31,24,73,76
2019-12-14,82,44,0,64,69,45,53,0,39,0,82,68
2019-12-15,77,28,0,66,80,27,57,19,55,27,47,43
2019-12-16,81,73,0,76,98,69,54,67,75,35,100,86
2019-12-17,80,84,0,79,93,100,39,67,38,0,96,92
2019-12-18,73,95,28,81,97,59,31,87,36,0,87,98
2019-12-19,80,100,0,76,89,95,47,69,61,29,71,100
2019-12-20,77,98,0,50,69,97,45,25,0,61,78,91
2019-12-21,85,67,0,44,62,74,55,47,78,59,78,77
2019-12-22,77,33,0,41,53,92,41,33,78,0,39,45
2019-12-23,71,66,0,41,48,57,42,26,69,100,85,83
2019-12-24,53,50,23,38,34,69,26,0,48,0,70,72
2019-12-25,59,22,0,9,53,0,37,53,21,0,30,35
2019-12-26,74,48,39,55,63,83,41,14,44,0,70,67
2019-12-27,74,51,0,100,79,82,42,34,32,0,75,73
2019-12-28,63,37,0,40,43,59,46,24,50,26,74,56
2019-12-29,20,44,51,100,74,32,7,25,0,59,48,53
2019-12-30,17,98,92,73,100,25,7,76,0,0,94,99
2019-12-31,15,76,0,47,85,17,5,37,23,29,89,80
2020-01-01,19,41,36,33,31,29,8,0,0,0,39,44
2020-01-02,17,95,51,65,97,34,6,45,27,13,94,96
2020-01-03,19,86,0,79,93,35,8,62,40,0,100,100
2020-01-04,18,57,63,58,52,42,6,49,100,34,84,77
2020-01-05,18,39,33,52,77,26,8,0,26,21,60,52
2020-01-06,16,80,35,42,48,17,6,19,68,26,92,87
2020-01-07,16,84,0,60,83,23,5,25,70,17,97,82
2020-01-08,17,88,0,70,79,19,6,35,23,27,87,93
2020-01-09,17,82,34,63,83,32,5,18,0,25,88,91
2020-01-10,18,89,0,38,70,14,6,66,58,0,91,88
2020-01-11,20,69,0,41,52,23,7,73,0,0,89,80
2020-01-12,18,36,0,17,71,15,5,0,20,0,48,46
2020-01-13,17,78,0,64,76,24,7,42,71,28,90,88
2020-01-14,18,100,75,66,85,24,5,54,50,20,98,99
2020-01-15,16,92,40,62,68,17,7,28,0,0,93,92
2020-01-16,17,86,0,45,40,22,6,72,75,34,98,89
2020-01-17,18,94,61,55,74,27,6,0,68,18,91,93
2020-01-18,19,56,46,51,82,34,6,24,0,49,97,70
2020-01-19,18,35,0,58,59,18,6,35,0,0,56,48
2020-01-20,16,82,32,62,88,19,4,76,26,16,89,86
2020-01-21,16,83,0,53,68,16,6,30,27,0,97,88
2020-01-22,17,75,38,52,62,28,5,17,0,48,92,84
2020-01-23,16,70,0,56,73,15,6,0,22,32,83,86
2020-01-24,17,70,0,62,71,20,4,48,54,0,79,86
2020-01-25,18,43,0,30,55,19,6,28,0,21,81,79
2020-01-26,17,18,0,32,56,6,5,36,0,18,48,48
2020-01-27,15,57,0,64,92,0,6,30,30,28,74,83
2020-01-28,16,64,0,47,56,0,5,17,35,0,81,83
2020-01-29,16,67,0,57,80,8,6,44,0,27,95,81
2020-01-30,17,62,49,23,63,37,6,60,45,47,74,80
2020-01-31,16,58,32,24,53,16,7,39,0,0,77,80
2020-02-01,18,36,0,43,64,28,6,0,23,0,80,56
2020-02-02,17,21,38,49,66,0,6,0,0,44,45,42
2020-02-03,17,56,0,72,69,44,5,52,41,70,92,76
2020-02-04,17,57,29,38,66,17,5,53,22,85,85,75
2020-02-05,18,58,0,53,87,27,5,39,0,38,82,76
2020-02-06,19,65,0,51,55,30,5,17,35,0,81,82
2020-02-07,18,57,0,68,74,23,5,23,32,0,90,74
2020-02-08,19,44,0,18,32,31,6,43,48,21,72,60
2020-02-09,19,14,65,68,69,23,7,22,0,0,45,41
2020-02-10,18,57,0,51,69,26,5,56,46,0,93,76
2020-02-11,19,64,0,44,54,36,6,60,31,20,95,79
2020-02-12,19,63,0,56,85,18,8,47,0,21,96,81
2020-02-13,22,69,56,55,56,24,7,40,88,0,90,86
2020-02-14,23,56,0,59,52,38,7,69,51,29,84,71
2020-02-15,18,26,0,40,49,32,6,49,0,0,89,53
2020-02-16,19,23,0,52,56,23,8,35,0,0,47,40
2020-02-17,16,58,0,65,83,14,5,44,61,0,92,78
2020-02-18,15,52,0,26,76,12,5,24,68,53,77,70
2020-02-19,17,60,0,66,83,0,5,69,19,20,88,78
2020-02-20,16,60,0,54,77,20,6,0,47,0,92,76
2020-02-21,18,59,0,27,61,11,6,64,42,40,93,68
2020-02-22,16,33,0,56,75,0,5,0,28,0,81,52
2020-02-23,18,18,53,39,57,0,7,74,47,16,48,40
2020-02-24,15,53,0,48,84,20,5,21,40,19,94,70
2020-02-25,17,60,37,68,51,22,6,89,29,13,66,71
2020-02-26,16,59,0,67,74,21,6,83,35,44,71,75
2020-02-27,18,55,0,65,62,27,6,53,0,31,67,73
2020-02-28,20,53,42,38,60,22,7,42,25,0,68,68
2020-02-29,22,36,0,30,53,29,11,59,26,0,70,55
2020-03-01,20,17,0,53,52,21,8,37,34,0,40,41
2020-03-02,18,52,0,47,78,31,8,71,22,0,84,70
2020-03-03,18,67,0,56,64,39,9,100,0,37,75,78
2020-03-04,18,64,0,43,60,27,7,45,35,25,68,72
2020-03-05,18,62,0,35,66,39,9,50,38,47,75,79
2020-03-06,18,58,0,54,70,16,6,47,34,24,67,73
2020-03-07,19,45,0,33,73,59,9,0,93,0,73,62
2020-03-08,17,30,0,49,59,27,7,0,0,0,39,40
2020-03-09,16,57,0,51,65,42,6,0,20,0,81,71
2020-03-10,18,68,0,45,64,21,6,40,47,46,87,82
2020-03-11,17,72,31,34,96,33,7,57,73,27,91,85
2020-03-12,19,65,0,33,73,26,12,22,42,0,89,73
2020-03-13,22,55,0,50,45,27,17,98,72,26,64,66
2020-03-14,29,38,35,38,67,53,24,46,24,100,91,64
2020-03-15,44,19,0,26,39,36,39,0,28,81,81,51
2020-03-16,76,45,100,25,72,96,77,33,44,89,99,81
2020-03-17,86,50,0,9,93,74,81,34,54,67,70,88
2020-03-18,83,57,0,12,76,96,76,43,39,67,39,83
2020-03-19,78,58,53,13,72,76,77,62,0,75,28,74
2020-03-20,91,52,0,28,81,87,88,75,0,91,24,74
2020-03-21,95,35,29,13,56,77,98,48,0,0,22,58
2020-03-22,96,22,72,7,81,85,100,25,33,91,16,42
2020-03-23,100,64,0,28,77,94,98,0,38,47,23,75
2020-03-24,100,60,0,35,71,76,91,17,0,61,26,79
2020-03-25,83,68,0,45,86,75,83,76,61,47,22,75
2020-03-26,86,77,0,25,86,87,86,69,86,45,22,88
2020-03-27,89,68,0,11,52,100,87,11,22,86,22,73
2020-03-28,89,45,0,29,70,85,93,0,38,36,13,56
2020-03-29,92,21,0,33,24,75,100,0,52,48,12,30
2020-03-30,97,42,42,42,48,100,97,48,38,100,11,50
2020-03-31,89,45,0,35,15,58,86,51,84,66,15,50
2020-04-01,81,51,0,32,42,79,84,55,28,70,11,60
2020-04-02,85,49,36,32,31,90,79,76,45,44,10,60
2020-04-03,82,45,0,40,56,92,76,33,0,53,16,59
2020-04-04,100,34,0,33,28,82,83,60,27,19,10,43
2020-04-05,96,21,0,20,30,57,77,0,0,0,7,33
2020-04-06,85,46,0,58,50,71,66,76,54,53,13,59
2020-04-07,80,52,0,69,41,73,63,53,22,40,17,57
2020-04-08,85,67,0,41,59,61,64,69,39,65,16,71
2020-04-09,86,62,68,65,71,80,55,48,43,56,49,75
2020-04-10,80,64,58,34,62,62,50,28,16,99,34,69
2020-04-11,83,39,0,58,54,54,54,34,34,30,28,54
2020-04-12,72,21,0,49,37,37,43,0,12,66,19,34
2020-04-13,72,32,31,74,54,38,48,36,26,86,26,48
2020-04-14,84,77,19,81,100,53,51,66,37,50,39,80
2020-04-15,81,86,0,70,85,48,46,55,0,82,34,89
2020-04-16,73,79,0,57,66,71,38,39,38,49,36,83
2020-04-17,71,69,0,68,78,55,41,71,0,41,36,77
2020-04-18,74,45,0,69,51,70,40,46,36,65,36,59
2020-04-19,63,28,47,68,46,46,35,23,0,32,28,40
2020-04-20,58,69,0,57,65,48,30,56,0,61,36,71
2020-04-21,61,98,45,66,73,43,33,85,40,35,39,87
2020-04-22,62,80,100,59,77,46,32,64,16,29,40,81
2020-04-23,61,83,0,66,62,49,30,57,26,13,32,81
2020-04-24,64,64,0,84,67,57,32,28,20,79,35,73
2020-04-25,57,41,0,58,43,31,31,17,52,32,24,53
2020-04-26,47,29,29,75,45,31,28,79,28,0,16,39
2020-04-27,46,71,0,83,68,35,24,66,38,51,39,71
2020-04-28,46,70,65,74,63,49,26,67,65,21,42,73
2020-04-29,57,68,0,80,63,38,26,51,26,49,34,72
2020-04-30,58,62,0,76,55,40,25,45,37,25,38,66
2020-05-01,57,32,0,38,60,32,28,18,16,46,27,45
2020-05-02,49,41,0,42,42,50,29,69,38,19,40,52
2020-05-03,44,29,0,93,76,42,23,81,27,0,21,46
2020-05-04,44,69,0,75,72,44,26,56,27,43,36,67
2020-05-05,61,69,75,71,75,42,24,21,21,53,40,74
2020-05-06,47,74,0,65,61,42,24,70,21,0,40,76
2020-05-07,47,73,0,84,56,44,23,28,27,15,37,69
2020-05-08,42,46,58,91,47,41,21,47,44,32,33,55
2020-05-09,42,55,0,96,52,22,23,37,0,25,39,63
2020-05-10,37,34,0,39,63,28,19,35,0,0,31,45
2020-05-11,37,83,0,94,70,23,18,39,24,22,71,79
2020-05-12,42,93,0,79,66,31,22,64,48,56,79,86
2020-05-13,49,97,37,100,79,35,25,74,37,54,83,100
2020-05-14,42,100,29,76,73,27,21,49,40,55,77,93
2020-05-15,41,89,0,61,54,22,22,33,17,33,67,85
2020-05-16,44,72,0,37,50,38,24,60,30,0,73,71
2020-05-17,41,43,0,86,57,19,25,48,39,0,46,51
2020-05-18,39,95,44,61,66,34,21,85,52,19,78,90
2020-05-19,41,95,23,78,72,25,23,86,69,25,79,95
2020-05-20,39,89,28,85,41,27,18,77,34,29,85,89
2020-05-21,40,53,0,67,59,33,22,24,31,48,54,57
2020-05-22,41,80,0,81,58,40,22,57,76,46,91,85
2020-05-23,41,59,0,53,33,30,23,52,44,0,81,70
2020-05-24,41,37,0,58,41,43,24,46,24,43,48,44
2020-05-25,40,80,0,91,55,30,21,43,67,35,90,82
2020-05-26,40,85,63,71,62,35,22,69,71,40,100,90
2020-05-27,40,92,0,43,61,36,22,68,62,57,89,92
2020-05-28,37,80,0,83,61,38,19,48,33,49,68,83
2020-05-29,39,65,20,81,44,23,20,26,0,13,80,76
2020-05-30,43,59,25,35,43,47,22,0,35,38,77,69
2020-05-31,40,32,0,60,36,34,21,46,0,18,38,40
2020-06-01,38,43,0,47,48,21,20,64,11,0,53,50
2020-06-02,38,72,0,85,53,34,18,55,35,26,81,78
2020-06-03,43,74,0,55,46,46,18,74,56,31,80,79
2020-06-04,43,68,20,50,49,29,21,100,36,38,69,76
2020-06-05,47,68,0,69,46,31,23,69,100,39,69,79
2020-06-06,56,56,0,65,48,0,26,49,67,39,74,67
2020-06-07,46,34,0,42,27,52,22,24,34,19,35,45
2020-06-08,34,66,0,88,61,41,18,41,28,27,78,76
2020-06-09,34,77,0,83,48,30,14,48,47,13,76,81
2020-06-10,36,83,20,85,74,35,17,21,92,92,74,90
2020-06-11,34,74,0,86,64,28,18,53,27,39,64,78
2020-06-12,33,58,0,75,46,25,17,40,41,0,62,70
2020-06-13,36,50,0,53,33,17,21,47,0,0,62,60
2020-06-14,37,29,42,60,47,42,23,27,32,0,33,42
2020-06-15,33,64,0,75,50,32,17,74,77,26,72,75
2020-06-16,34,66,31,52,46,31,20,53,28,0,63,75
2020-06-17,36,67,0,54,52,47,16,70,37,40,67,78
2020-06-18,34,64,0,67,48,45,18,50,61,18,61,74
2020-06-19,35,57,0,38,51,58,17,39,30,36,67,70
2020-06-20,37,49,27,10,44,21,22,46,31,16,64,62
2020-06-21,35,28,25,59,50,31,23,43,19,22,37,34
2020-06-22,32,60,21,47,48,30,16,34,0,0,69,73
2020-06-23,36,65,0,72,49,28,21,46,40,33,74,76
2020-06-24,35,69,29,50,47,33,19,35,16,49,77,75
2020-06-25,34,63,0,87,39,29,21,60,12,42,71,72
2020-06-26,34,57,57,45,41,34,18,24,74,13,69,71
2020-06-27,37,41,0,45,36,41,22,31,0,28,59,52
2020-06-28,80,30,36,86,42,12,73,0,46,30,40,41
2020-06-29,85,69,78,66,75,64,83,37,83,87,66,83
2020-06-30,85,68,76,61,97,69,77,35,32,26,68,86
2020-07-01,85,64,0,55,72,47,94,63,59,0,74,84
2020-07-02,83,64,0,61,65,21,76,62,24,57,68,77
2020-07-03,87,59,0,52,70,22,86,57,46,41,72,75
2020-07-04,90,47,58,50,53,24,91,0,33,0,68,68
2020-07-05,87,26,0,59,76,23,82,50,0,0,36,41
2020-07-06,83,58,0,86,87,46,64,37,35,0,80,78
2020-07-07,79,64,0,63,72,41,71,66,50,0,70,78
2020-07-08,85,65,0,74,83,52,90,48,55,32,67,82
2020-07-09,82,60,0,54,55,65,77,33,61,0,68,75
2020-07-10,86,57,0,57,65,59,84,16,77,28,77,79
2020-07-11,91,45,0,50,53,44,88,68,0,29,64,67
2020-07-12,93,20,0,67,56,55,86,45,59,46,40,38
2020-07-13,91,54,33,48,68,39,95,44,97,57,74,71
2020-07-14,83,33,0,43,57,32,81,30,40,35,41,48
2020-07-15,85,79,0,59,64,54,70,23,52,91,84,86
2020-07-16,83,82,0,57,84,56,72,62,26,0,77,90
2020-07-17,84,64,0,55,24,38,74,40,57,0,74,78
2020-07-18,91,57,0,56,46,45,86,29,43,0,71,72
2020-07-19,100,36,0,13,72,45,100,36,22,0,35,46
2020-07-20,91,81,0,100,77,42,77,53,39,57,81,88
2020-07-21,87,89,0,75,69,15,70,42,37,0,77,90
2020-07-22,85,88,0,73,92,44,67,41,65,82,71,95
2020-07-23,88,100,0,18,70,85,76,23,41,0,68,97
2020-07-24,87,99,0,28,60,23,77,70,33,0,64,100
2020-07-25,92,55,44,46,71,58,77,32,23,0,64,77
2020-07-26,99,30,0,58,56,12,91,52,76,0,41,48
2020-07-27,92,73,0,72,89,40,74,100,91,0,72,86
2020-07-28,58,71,0,65,80,48,25,59,91,61,71,85
2020-07-29,59,67,0,55,77,46,20,67,47,33,75,84
2020-07-30,56,58,0,42,60,71,27,37,60,34,83,80
2020-07-31,57,50,0,51,51,54,23,45,0,25,57,73
2020-08-01,57,31,0,46,46,49,24,42,0,65,70,53
2020-08-02,57,21,0,50,34,53,26,23,42,0,39,38
2020-08-03,60,50,62,43,65,36,26,76,27,56,73,79
2020-08-04,60,61,51,56,75,54,23,47,63,52,89,81
2020-08-05,62,68,0,45,83,64,30,45,37,48,93,84
2020-08-06,65,66,0,60,69,66,29,53,59,0,92,83
2020-08-07,61,58,0,69,66,70,27,54,0,53,74,77
2020-08-08,64,38,0,33,68,89,34,63,0,59,69,60
2020-08-09,60,19,100,56,56,53,24,0,0,51,39,35
2020-08-10,73,73,0,49,88,69,37,81,71,0,100,87
2020-08-11,60,59,0,50,62,56,29,64,29,40,85,80
2020-08-12,56,59,52,62,73,46,23,34,30,26,68,81
2020-08-13,60,67,0,28,79,47,21,74,35,25,77,86
2020-08-14,58,63,61,42,59,39,25,0,43,0,87,81
2020-08-15,58,35,0,70,44,47,25,18,38,32,50,49
2020-08-16,59,27,48,35,41,28,28,53,0,0,44,41
2020-08-17,56,71,0,43,82,0,21,41,18,61,85,82
2020-08-18,57,71,44,35,63,60,24,50,23,31,88,87
2020-08-19,56,71,0,45,69,53,23,39,29,50,94,87
2020-08-20,54,61,0,59,66,54,23,28,38,47,80,86
2020-08-21,57,65,0,47,63,40,25,36,0,0,80,82
2020-08-22,60,45,0,45,67,20,34,0,0,63,82,70
2020-08-23,60,26,0,67,76,46,28,25,0,42,37,44
2020-08-24,55,58,32,56,90,49,27,43,29,0,95,80
2020-08-25,55,61,0,48,76,41,29,74,100,56,85,81
2020-08-26,54,65,60,68,77,40,32,35,48,0,68,88
