numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07168;20210601000000;101600;-60;7;170;1.300000;282.550000;279.050000;79;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100170;mq;mq;-470;mq;mq;mq;mq;280.650000;mq;mq;1.700000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20210601000000;101710;-60;6;330;1.000000;285.850000;277.250000;56;58650;0;mq;mq;mq;0;mq;mq;mq;mq;97660;mq;mq;-420;mq;mq;mq;mq;280.350000;mq;mq;1.900000;6.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20210601000000;101810;-30;6;340;1.900000;284.550000;279.250000;70;53500;0;mq;mq;mq;0;mq;mq;mq;mq;99990;mq;mq;-380;mq;mq;mq;mq;283.050000;mq;mq;2.400000;2.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20210601000000;101190;-110;8;50;7.200000;291.450000;284.250000;63;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100680;mq;mq;-800;mq;mq;mq;mq;mq;mq;mq;9.900000;10.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20210601000000;101220;-70;8;60;3.000000;290.950000;282.550000;58;59220;0;mq;mq;mq;0;mq;mq;mq;mq;100910;mq;mq;-710;mq;mq;mq;mq;286.350000;mq;mq;5.100000;6.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20210601000000;101390;-70;8;60;3.300000;286.650000;282.150000;74;46480;0;mq;mq;mq;0;mq;mq;mq;mq;100050;mq;mq;-550;mq;mq;mq;mq;288.450000;mq;mq;5.100000;5.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20210601000000;101390;-60;6;80;2.800000;288.250000;281.050000;62;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99430;mq;mq;-460;mq;mq;mq;mq;286.750000;mq;mq;3.900000;4.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20210601000000;101550;-20;5;340;2.900000;286.550000;280.050000;65;60000;0;mq;mq;mq;1;4200;mq;mq;mq;98940;mq;mq;-360;mq;mq;mq;mq;282.950000;mq;mq;4.000000;5.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20210601000000;101790;-10;5;310;0.800000;283.150000;280.250000;82;16980;0;mq;mq;mq;0;mq;mq;mq;mq;98520;mq;mq;-280;mq;mq;mq;mq;284.750000;mq;mq;1.900000;2.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20210601000000;101110;-70;7;80;3.900000;291.850000;286.250000;70;15000;2;0;mq;0;0;mq;30;20;10;100840;mq;mq;-700;mq;mq;mq;mq;mq;mq;mq;6.300000;6.500000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20210601000000;101270;-70;8;50;1.900000;289.250000;280.450000;56;60000;0;mq;mq;mq;0;mq;mq;mq;mq;99850;mq;mq;-600;mq;mq;mq;mq;287.650000;mq;mq;3.900000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20210601000000;101250;-30;7;70;2.800000;290.750000;282.350000;58;55530;0;mq;mq;mq;0;mq;mq;mq;mq;96610;mq;mq;-420;mq;mq;mq;mq;289.350000;mq;mq;4.000000;5.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20210601000000;101360;-20;8;190;3.100000;290.250000;284.050000;67;60000;0;mq;mq;mq;1;2820;mq;mq;mq;97580;mq;mq;-390;mq;mq;mq;mq;286.750000;mq;mq;5.400000;5.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;2820;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20210601000000;mq;-20;8;240;1.100000;282.050000;281.150000;94;18560;0;mq;mq;90;7;4200;mq;mq;mq;92090;92500;796;-240;mq;mq;mq;mq;284.050000;mq;mq;1.800000;2.000000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.800000;5.100000;5.100000;mq;mq;mq;mq;7;mq;4200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20210601000000;101480;40;1;180;6.700000;292.350000;283.350000;56;50000;1;0;0;40;3;mq;30;23;10;98700;mq;mq;-250;mq;mq;mq;mq;mq;mq;mq;10.400000;11.500000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;3;3600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20210601000000;101060;-30;5;140;3.300000;295.050000;287.650000;63;50940;0;mq;mq;mq;0;mq;mq;mq;mq;100500;mq;mq;-620;mq;mq;mq;mq;290.950000;mq;mq;5.100000;5.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20210601000000;101210;-70;8;110;4.500000;290.850000;284.650000;67;20000;0;mq;mq;mq;0;mq;mq;mq;mq;98180;mq;mq;-420;mq;mq;mq;mq;291.550000;mq;mq;7.900000;8.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20210601000000;101510;-60;8;90;2.700000;286.550000;280.750000;68;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93340;mq;mq;-200;mq;mq;mq;mq;284.950000;mq;mq;4.700000;7.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20210601000000;101710;30;0;210;0.600000;288.050000;284.050000;77;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100830;mq;mq;-120;mq;mq;mq;mq;287.850000;mq;mq;1.300000;2.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20210601000000;mq;0;0;340;0.500000;284.150000;281.150000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91800;mq;mq;-60;mq;282.850000;mq;294.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20210601000000;100970;-60;8;100;2.800000;294.750000;288.550000;68;54460;0;mq;mq;100;8;6420;mq;mq;mq;100290;mq;mq;-680;mq;mq;mq;mq;292.450000;mq;mq;4.900000;6.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;6420;mq;9;mq;mq;mq;mq;mq;mq;mq;
07621;20210601000000;101070;20;3;290;6.700000;293.850000;288.650000;72;18750;0;mq;mq;100;8;2880;mq;mq;mq;96930;mq;mq;-520;mq;mq;mq;mq;292.350000;mq;mq;11.800000;13.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;2880;7;mq;4440;8;mq;6420;mq;9;mq;
07627;20210601000000;101060;-130;8;120;2.700000;290.750000;287.250000;80;20000;0;mq;mq;mq;0;mq;mq;mq;mq;96300;mq;mq;-590;mq;mq;mq;mq;289.750000;mq;mq;4.900000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20210601000000;101190;-110;7;130;6.200000;290.850000;284.150000;65;43970;0;mq;mq;mq;2;3300;mq;mq;mq;99440;mq;mq;-420;mq;mq;mq;mq;290.350000;mq;mq;10.800000;13.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;3300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20210601000000;101660;-40;6;40;2.000000;287.150000;285.850000;92;19950;0;mq;mq;mq;1;2250;mq;mq;mq;101560;mq;mq;-110;mq;mq;mq;mq;287.050000;mq;mq;2.900000;3.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;1;mq;2040;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20210601000000;101690;-40;6;130;3.200000;287.850000;283.850000;77;59070;0;mq;mq;mq;2;4200;mq;mq;mq;101310;mq;mq;-130;mq;mq;mq;mq;286.050000;mq;mq;3.700000;3.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.200000;mq;mq;mq;mq;2;mq;4200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20210601000000;mq;mq;mq;100;5.300000;mq;mq;mq;20000;2;0;mq;0;0;mq;30;20;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6.800000;6.800000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20210601000000;101770;-10;7;330;3.900000;289.750000;282.650000;63;40000;3;0;0;10;1;mq;30;23;10;101460;mq;mq;-60;mq;mq;mq;mq;288.150000;mq;mq;5.000000;5.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;3;4000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20210601000000;101390;-110;8;320;2.900000;290.750000;288.950000;89;12910;0;mq;mq;mq;2;250;mq;mq;mq;100870;mq;mq;-270;mq;mq;mq;mq;289.450000;mq;mq;4.800000;6.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20210601000000;101740;-10;8;50;3.300000;287.750000;285.250000;85;36830;0;mq;mq;mq;0;mq;mq;mq;mq;101630;mq;mq;50;mq;mq;mq;mq;289.050000;mq;mq;5.100000;5.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20210601000000;101730;-30;6;270;1.500000;287.050000;279.650000;61;42640;0;mq;mq;mq;0;mq;mq;mq;mq;101590;mq;mq;-80;mq;mq;mq;mq;282.750000;mq;mq;2.800000;3.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20210601000000;101360;140;7;160;0.600000;299.150000;295.050000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101310;mq;mq;-120;mq;296.950000;mq;303.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20210601000000;101760;140;8;140;7.500000;296.350000;291.850000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101690;mq;mq;-90;mq;291.250000;mq;299.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20210601000000;101560;130;7;140;8.300000;298.450000;291.850000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101470;mq;mq;-130;mq;298.350000;mq;302.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20210601000000;101800;-90;8;180;3.200000;296.450000;292.150000;77;60000;0;mq;mq;100;4;800;mq;mq;mq;101650;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;4.600000;4.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;780;3;mq;1170;8;mq;2460;mq;9;mq;
61996;20210601000000;102310;70;5;350;1.100000;287.150000;286.350000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101960;mq;mq;-220;mq;285.750000;mq;289.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;13.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20210601000000;102820;70;6;180;6.900000;272.950000;271.350000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100970;mq;mq;420;mq;272.950000;mq;275.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20210601000000;102060;60;1;300;5.700000;272.750000;268.350000;69;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101680;mq;mq;1020;mq;mq;mq;mq;mq;mq;mq;mq;8.200000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20210601000000;101420;-140;6;240;1.800000;295.550000;294.150000;92;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101340;mq;mq;-120;mq;mq;mq;mq;mq;mq;mq;2.500000;2.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20210601000000;102870;-200;8;100;2.100000;279.250000;278.950000;98;500;45;mq;mq;101;9;30;mq;mq;mq;102780;mq;mq;-620;mq;mq;mq;mq;281.150000;mq;mq;4.900000;5.100000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20210601000000;101640;110;2;70;8.600000;300.350000;294.650000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101320;mq;mq;-90;mq;299.750000;mq;303.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20210601000000;101690;80;3;60;5.500000;299.850000;294.650000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101180;mq;mq;-120;mq;296.550000;mq;303.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;1.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20210601000000;101670;140;1;100;2.300000;299.350000;294.350000;74;17320;mq;mq;mq;mq;mq;mq;mq;mq;mq;101580;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20210601000000;101640;100;3;90;7.800000;300.250000;294.550000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101190;mq;mq;-90;mq;298.150000;mq;302.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20210601000000;101590;110;3;90;5.100000;299.850000;294.350000;72;42060;0;mq;mq;mq;1;800;mq;mq;mq;101500;mq;mq;-90;304.250000;mq;304.250000;mq;mq;mq;mq;7.500000;9.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20210601000000;101260;130;3;0;0.000000;297.550000;297.050000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;-50;mq;296.950000;mq;300.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.400000;1.400000;2.000000;8.200000;14.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20210601000000;101340;170;3;150;0.700000;297.650000;297.150000;97;27840;0;mq;mq;90;6;450;mq;mq;mq;101250;mq;mq;0;303.450000;mq;303.450000;mq;299.350000;mq;mq;0.900000;2.000000;-10;mq;mq;mq;mq;0.000000;0.000000;3.900000;34.700000;34.700000;mq;mq;mq;mq;6;mq;450;7;mq;5280;7;mq;5940;mq;mq;mq;
81408;20210601000000;101280;110;1;290;1.000000;298.050000;297.350000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;-30;mq;296.250000;mq;301.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;10.500000;10.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20210601000000;101350;190;1;80;1.300000;297.250000;296.750000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100130;mq;mq;-10;mq;296.750000;mq;306.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;3.200000;4.400000;4.400000;4.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20210601000000;98490;160;1;130;14.900000;262.350000;246.950000;23;20000;2;1;1;25;0;8000;30;20;12;97940;mq;mq;mq;261.450000;mq;264.850000;mq;mq;mq;mq;23.100000;29.800000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;0;4800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20210601030000;101650;-50;6;70;2.300000;284.050000;282.350000;89;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100780;mq;mq;-560;mq;mq;mq;mq;282.150000;mq;mq;3.000000;3.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20210601030000;101740;-10;5;70;2.800000;286.450000;281.550000;72;15950;0;mq;mq;mq;0;mq;mq;mq;mq;101170;mq;mq;-500;mq;mq;mq;mq;285.150000;mq;mq;3.300000;3.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20210601030000;101370;-110;6;100;4.800000;285.250000;282.450000;83;12000;2;0;mq;0;0;mq;30;20;10;101260;mq;mq;-720;mq;mq;mq;mq;mq;mq;mq;6.200000;6.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20210601030000;101430;-130;7;90;1.800000;283.950000;280.850000;81;43640;0;mq;mq;mq;0;mq;mq;mq;mq;100620;mq;mq;-690;mq;mq;mq;mq;284.650000;mq;mq;2.200000;2.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20210601030000;101550;-110;7;80;4.200000;282.950000;278.750000;75;52250;0;mq;mq;mq;0;mq;mq;mq;mq;99710;mq;mq;-600;mq;mq;mq;mq;285.950000;mq;mq;4.500000;4.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20210601030000;101650;-60;8;310;1.100000;278.550000;277.550000;93;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100480;mq;mq;-530;mq;mq;mq;mq;278.750000;mq;mq;1.600000;2.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20210601030000;101180;-190;7;100;3.100000;284.750000;283.150000;90;20270;0;mq;mq;mq;0;mq;mq;mq;mq;100000;mq;mq;-790;mq;mq;mq;mq;277.450000;mq;mq;3.600000;3.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
