numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20210401000000;102000;20;0;110;2.300000;287.850000;280.850000;63;18680;0;mq;mq;mq;mq;mq;mq;mq;mq;101140;mq;mq;-440;mq;mq;mq;mq;285.250000;mq;mq;3.200000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20210401000000;102010;10;0;110;0.500000;285.750000;280.850000;72;10690;0;mq;mq;mq;0;mq;mq;mq;mq;101440;mq;mq;-450;mq;mq;mq;mq;280.750000;mq;mq;0.700000;1.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20210401000000;101830;10;0;80;4.100000;283.350000;280.250000;81;10000;1;0;mq;40;3;3000;30;27;10;101720;mq;mq;-410;mq;mq;mq;mq;mq;mq;mq;4.800000;4.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;4;3000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20210401000000;101930;20;1;120;2.400000;284.750000;282.150000;84;19740;0;mq;mq;mq;0;mq;mq;mq;mq;101120;mq;mq;-480;mq;mq;mq;mq;284.350000;mq;mq;2.700000;3.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20210401000000;101990;10;1;110;0.500000;286.150000;279.750000;65;41170;0;mq;mq;mq;0;mq;mq;mq;mq;100170;mq;mq;-450;mq;mq;mq;mq;282.850000;mq;mq;0.900000;1.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20210401000000;102060;10;0;70;1.300000;277.550000;276.350000;92;10170;0;mq;mq;mq;0;mq;mq;mq;mq;100880;mq;mq;-460;mq;mq;mq;mq;276.150000;mq;mq;1.700000;2.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20210401000000;101690;-20;8;130;3.300000;287.850000;279.950000;59;52030;0;mq;mq;mq;0;mq;mq;mq;mq;100520;mq;mq;-480;mq;mq;mq;mq;280.150000;mq;mq;4.900000;4.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20210401000000;101760;40;1;70;1.500000;286.650000;282.650000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101060;mq;mq;-470;mq;mq;mq;mq;mq;mq;mq;2.100000;2.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20210401000000;101810;10;0;100;1.300000;285.950000;282.050000;77;15540;0;mq;mq;mq;0;mq;mq;mq;mq;101360;mq;mq;-520;mq;mq;mq;mq;282.250000;mq;mq;2.500000;3.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20210401000000;101980;20;2;310;0.500000;283.350000;281.250000;87;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100220;mq;mq;-480;mq;mq;mq;mq;283.250000;mq;mq;0.800000;1.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20210401000000;102010;20;1;70;0.600000;284.850000;279.550000;70;25000;1;0;0;0;0;mq;30;20;10;100920;mq;mq;-480;mq;mq;mq;mq;mq;mq;mq;0.800000;1.100000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20210401000000;102030;0;0;340;1.600000;282.650000;280.050000;84;12490;0;mq;mq;mq;0;mq;mq;mq;mq;100590;mq;mq;-490;mq;mq;mq;mq;277.450000;mq;mq;2.100000;2.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20210401000000;102040;-10;8;180;3.000000;288.550000;278.450000;51;60000;0;mq;mq;mq;0;mq;mq;mq;mq;98010;mq;mq;-540;mq;mq;mq;mq;280.050000;mq;mq;4.400000;4.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20210401000000;102080;10;2;0;0.000000;282.850000;279.050000;77;32460;0;mq;mq;mq;0;mq;mq;mq;mq;100250;mq;mq;-600;mq;mq;mq;mq;280.850000;mq;mq;0.600000;1.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20210401000000;101660;-30;8;100;5.800000;289.750000;283.150000;65;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;-600;mq;mq;mq;mq;mq;mq;mq;10.000000;10.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20210401000000;101740;0;0;60;1.600000;287.250000;281.650000;69;38590;0;mq;mq;mq;0;mq;mq;mq;mq;101430;mq;mq;-550;mq;mq;mq;mq;282.550000;mq;mq;1.900000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20210401000000;101920;0;4;80;3.100000;285.350000;277.850000;60;60000;0;mq;mq;mq;0;mq;mq;mq;mq;100570;mq;mq;-510;mq;mq;mq;mq;284.050000;mq;mq;3.400000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20210401000000;101980;0;4;100;1.800000;283.650000;278.650000;71;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99970;mq;mq;-520;mq;mq;mq;mq;280.950000;mq;mq;2.700000;5.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20210401000000;102130;10;0;300;0.800000;281.950000;278.350000;78;29490;0;mq;mq;mq;0;mq;mq;mq;mq;99380;mq;mq;-520;mq;mq;mq;mq;282.750000;mq;mq;1.200000;1.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20210401000000;102180;30;1;190;1.800000;282.450000;277.850000;73;44780;0;mq;mq;mq;0;mq;mq;mq;mq;98880;mq;mq;-570;mq;mq;mq;mq;278.850000;mq;mq;2.400000;3.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20210401000000;101730;0;0;110;3.600000;289.750000;280.150000;53;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;101460;mq;mq;-580;mq;mq;mq;mq;mq;mq;mq;6.000000;7.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20210401000000;101890;20;2;130;1.300000;285.550000;277.950000;60;60000;0;mq;mq;mq;0;mq;mq;mq;mq;100450;mq;mq;-510;mq;mq;mq;mq;281.950000;mq;mq;2.100000;2.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20210401000000;101980;10;0;80;1.800000;287.850000;272.950000;36;59400;0;mq;mq;mq;0;mq;mq;mq;mq;97250;mq;mq;-520;mq;mq;mq;mq;282.650000;mq;mq;2.500000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20210401000000;102010;10;0;200;6.500000;286.550000;271.750000;36;60000;0;mq;mq;mq;0;mq;mq;mq;mq;98150;mq;mq;-580;mq;mq;mq;mq;284.050000;mq;mq;10.400000;11.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20210401000000;102140;10;0;130;5.100000;289.650000;274.850000;37;60000;2;0;0;0;0;mq;30;20;10;99310;mq;mq;-500;mq;mq;mq;mq;mq;mq;mq;6.300000;8.400000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20210401000000;101790;10;2;140;5.000000;288.850000;279.250000;53;43920;0;mq;mq;mq;0;mq;mq;mq;mq;101220;mq;mq;-550;mq;mq;mq;mq;285.150000;mq;mq;6.800000;8.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20210401000000;101970;-10;4;120;2.600000;287.450000;268.150000;26;20000;0;mq;mq;mq;2;4260;mq;mq;mq;98870;mq;mq;-570;mq;mq;mq;mq;284.750000;mq;mq;4.400000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20210401000000;102190;-50;8;70;1.100000;283.250000;267.650000;33;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93850;mq;mq;-520;mq;mq;mq;mq;274.450000;mq;mq;2.300000;2.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20210401000000;102330;10;0;80;0.600000;280.850000;276.350000;73;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101420;mq;mq;-490;mq;mq;mq;mq;278.750000;mq;mq;1.300000;1.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20210401000000;mq;10;0;30;2.800000;283.350000;274.750000;55;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92260;mq;mq;-490;mq;281.350000;mq;296.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20210401000000;101780;10;1;90;3.400000;285.950000;279.750000;66;59630;0;mq;mq;mq;0;mq;mq;mq;mq;101070;mq;mq;-550;mq;mq;mq;mq;286.950000;mq;mq;4.300000;5.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20210401000000;101830;-20;8;190;1.500000;282.950000;281.050000;88;26600;0;mq;mq;mq;0;mq;mq;mq;mq;97490;mq;mq;-560;mq;mq;mq;mq;282.550000;mq;mq;2.300000;2.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20210401000000;101960;-30;6;0;0.000000;281.150000;279.650000;90;20000;0;mq;mq;mq;0;mq;mq;mq;mq;96990;mq;mq;-560;mq;mq;mq;mq;279.250000;mq;mq;1.300000;1.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20210401000000;101980;-30;8;140;5.500000;284.050000;280.350000;78;24560;0;mq;mq;mq;0;mq;mq;mq;mq;100170;mq;mq;-560;mq;mq;mq;mq;283.750000;mq;mq;8.800000;9.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20210401000000;102340;-30;8;20;2.100000;280.850000;280.450000;97;330;45;mq;mq;101;9;30;mq;mq;mq;102240;mq;mq;-490;mq;mq;mq;mq;277.150000;mq;mq;2.700000;3.800000;-10;mq;0.000000;mq;mq;0.000000;0.200000;0.200000;0.200000;0.400000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20210401000000;102340;-50;8;130;1.700000;281.050000;277.850000;80;41840;0;mq;mq;mq;1;7380;mq;mq;mq;101940;mq;mq;-480;mq;mq;mq;mq;282.450000;mq;mq;2.700000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;7380;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20210401000000;mq;mq;mq;310;3.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.700000;7.500000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20210401000000;102170;-40;7;320;3.400000;289.250000;278.250000;48;40000;2;0;0;0;0;mq;30;20;10;101860;mq;mq;-570;mq;mq;mq;mq;283.650000;mq;mq;5.600000;5.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20210401000000;102150;-60;6;280;1.600000;283.050000;280.650000;85;33110;0;mq;mq;75;6;450;mq;mq;mq;101610;mq;mq;-630;mq;mq;mq;mq;280.050000;mq;mq;2.100000;4.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20210401000000;102280;-20;8;50;3.100000;283.150000;280.250000;82;25530;0;mq;mq;mq;0;mq;mq;mq;mq;102170;mq;mq;-440;mq;mq;mq;mq;282.550000;mq;mq;4.700000;5.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20210401000000;102200;-30;8;190;1.800000;283.950000;279.650000;75;52710;0;mq;mq;mq;0;mq;mq;mq;mq;102050;mq;mq;-520;mq;mq;mq;mq;279.250000;mq;mq;2.400000;3.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20210401000000;101060;180;6;120;3.800000;301.050000;297.050000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101010;mq;mq;80;mq;298.550000;mq;306.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20210401000000;101580;90;6;140;4.200000;297.450000;289.450000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101510;mq;mq;90;mq;296.750000;mq;302.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20210401000000;101210;150;6;130;5.900000;301.350000;297.150000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;150;mq;300.750000;mq;305.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20210401000000;101420;-130;8;130;2.800000;297.450000;293.950000;81;20000;0;mq;mq;90;7;4020;mq;mq;mq;101270;mq;mq;250;mq;mq;mq;mq;mq;mq;mq;3.800000;4.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;1.600000;mq;mq;mq;mq;7;mq;4020;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20210401000000;103010;30;5;60;3.700000;288.150000;280.650000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102660;mq;mq;100;mq;284.350000;mq;289.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20210401000000;100190;80;1;290;3.400000;278.050000;278.050000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98420;mq;mq;-320;mq;277.850000;mq;284.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;11.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20210401000000;101860;-270;7;40;3.600000;281.650000;281.050000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101490;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9.800000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20210401000000;101100;-160;6;210;3.900000;298.750000;296.050000;85;14940;0;mq;mq;100;5;450;mq;mq;mq;101020;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;8.100000;10.500000;-10;mq;mq;mq;mq;7.000000;7.600000;7.600000;8.000000;8.000000;mq;mq;mq;mq;1;mq;360;5;mq;1080;7;mq;1980;mq;9;mq;
71805;20210401000000;102740;10;2;170;3.600000;272.850000;270.950000;87;15310;0;mq;mq;mq;0;mq;mq;mq;mq;102650;mq;mq;-50;mq;mq;mq;mq;271.850000;mq;mq;4.900000;4.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20210401000000;101490;80;3;70;10.300000;298.550000;293.750000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101170;mq;mq;-150;mq;296.050000;mq;301.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;1.200000;2.000000;2.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20210401000000;101580;50;3;60;7.700000;297.750000;292.350000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101060;mq;mq;-210;mq;295.350000;mq;301.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;5.000000;5.000000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20210401000000;101510;50;3;120;1.800000;296.650000;294.750000;89;16490;mq;mq;mq;mq;mq;mq;mq;mq;mq;101420;mq;mq;-190;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;4.000000;5.000000;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20210401000000;101480;80;3;120;8.800000;298.950000;293.750000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101030;mq;mq;-130;mq;297.350000;mq;301.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20210401000000;101440;100;3;100;5.700000;298.550000;293.150000;72;42870;0;mq;mq;mq;3;800;mq;mq;mq;101350;mq;mq;-120;302.750000;mq;302.750000;mq;mq;mq;mq;9.300000;9.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;4.700000;mq;mq;mq;mq;2;mq;870;3;mq;1230;mq;mq;mq;mq;mq;mq;
81401;20210401000000;100960;120;3;50;1.000000;296.850000;296.050000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100900;mq;mq;-150;mq;295.650000;mq;304.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;1.800000;1.800000;3.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20210401000000;101010;170;3;30;3.000000;299.050000;295.750000;82;22980;0;mq;mq;mq;1;800;mq;mq;mq;100920;mq;mq;-120;303.950000;mq;303.950000;mq;300.650000;mq;mq;4.200000;4.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;1.400000;mq;mq;mq;mq;1;mq;660;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20210401000000;100920;180;3;350;0.800000;298.250000;297.250000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100840;mq;mq;-150;mq;295.850000;mq;305.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20210401000000;100980;330;3;130;0.600000;297.950000;297.250000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99760;mq;mq;-80;mq;296.050000;mq;307.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20210401000000;96360;360;1;150;15.900000;262.550000;260.950000;87;30000;38;3;3;50;3;3500;30;24;11;95820;mq;mq;mq;258.650000;mq;263.450000;mq;mq;mq;mq;23.100000;32.900000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;3;2400;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20210401030000;101980;-30;5;120;2.100000;285.950000;280.150000;68;14440;0;mq;mq;mq;mq;mq;mq;mq;mq;101110;mq;mq;-330;mq;mq;mq;mq;283.050000;mq;mq;2.700000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20210401030000;101970;-40;6;0;0.000000;284.650000;280.150000;74;10670;0;mq;mq;mq;0;mq;mq;mq;mq;101400;mq;mq;-340;mq;mq;mq;mq;279.250000;mq;mq;0.000000;0.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20210401030000;101790;-40;8;90;4.700000;282.950000;280.750000;86;10000;2;0;mq;40;3;3000;30;27;10;101680;mq;mq;-290;mq;mq;mq;mq;mq;mq;mq;5.400000;5.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;4;3000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20210401030000;101910;-30;6;150;2.800000;283.050000;281.150000;88;29760;0;mq;mq;mq;0;mq;mq;mq;mq;101090;mq;mq;-350;mq;mq;mq;mq;283.150000;mq;mq;3.200000;4.000000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20210401030000;101990;-20;5;0;0.000000;283.850000;279.250000;73;36360;0;mq;mq;mq;0;mq;mq;mq;mq;100150;mq;mq;-340;mq;mq;mq;mq;281.450000;mq;mq;0.000000;1.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20210401030000;102030;-40;6;0;0.000000;276.150000;275.250000;94;7020;0;mq;mq;mq;0;mq;mq;mq;mq;100840;mq;mq;-380;mq;mq;mq;mq;274.850000;mq;mq;0.700000;2.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20210401030000;101650;-50;7;120;2.300000;285.150000;281.250000;77;37160;0;mq;mq;mq;0;mq;mq;mq;mq;100470;mq;mq;-390;mq;mq;mq;mq;277.750000;mq;mq;2.800000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20210401030000;101710;-50;6;80;2.600000;286.750000;282.950000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101010;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.600000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20210401030000;101780;-30;7;100;1.500000;284.450000;280.350000;76;10190;0;mq;mq;mq;0;mq;mq;mq;mq;101330;mq;mq;-410;mq;mq;mq;mq;281.050000;mq;mq;2.600000;3.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
