numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07240;20210501000000;101400;-10;8;340;1.400000;280.350000;279.750000;96;4370;10;mq;mq;100;8;2940;mq;mq;mq;100030;mq;mq;190;mq;mq;mq;mq;283.150000;mq;mq;2.700000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;1.800000;3.000000;mq;mq;mq;mq;8;mq;2940;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20210501000000;101310;-20;8;350;1.900000;280.150000;279.550000;96;7430;0;mq;mq;mq;mq;mq;mq;mq;mq;99290;mq;mq;120;mq;mq;mq;mq;279.250000;mq;mq;2.900000;4.200000;-10;mq;0.000000;mq;mq;0.000000;0.200000;0.600000;0.600000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20210501000000;101400;-40;8;360;2.500000;279.350000;277.950000;91;7860;0;mq;mq;90;7;4140;mq;mq;mq;98730;mq;mq;170;mq;mq;mq;mq;273.450000;mq;mq;2.700000;2.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;5.200000;mq;mq;mq;mq;7;mq;4140;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20210501000000;101480;-50;5;350;1.900000;279.050000;278.750000;98;2600;10;mq;mq;100;1;80;mq;mq;mq;98170;mq;mq;240;mq;mq;mq;mq;280.650000;mq;mq;2.400000;2.400000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;1.800000;10.700000;mq;mq;mq;mq;1;mq;90;7;mq;1800;8;mq;2100;mq;mq;mq;
07314;20210501000000;101340;-10;7;40;4.000000;284.250000;279.950000;75;15000;3;0;mq;25;2;800;31;20;10;101060;mq;mq;200;mq;mq;mq;mq;mq;mq;mq;6.000000;6.000000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.600000;0.600000;mq;mq;mq;mq;2;8;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20210501000000;101340;-40;7;30;2.300000;280.850000;279.350000;90;9000;0;mq;mq;100;1;1250;mq;mq;mq;99880;mq;mq;180;mq;mq;mq;mq;281.750000;mq;mq;3.100000;3.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;5.400000;mq;mq;mq;mq;1;mq;1290;8;mq;1620;mq;mq;mq;mq;mq;mq;
07434;20210501000000;101200;-90;8;360;1.900000;280.750000;279.350000;91;11420;0;mq;mq;75;6;3300;mq;mq;mq;96400;mq;mq;30;mq;mq;mq;mq;281.050000;mq;mq;3.200000;3.200000;-10;2;0.000000;mq;mq;0.000000;0.200000;0.200000;0.200000;0.800000;mq;mq;mq;mq;4;mq;3300;6;mq;5760;6;mq;6420;mq;mq;mq;
07460;20210501000000;101190;-70;7;0;0.000000;281.650000;280.250000;91;14330;0;mq;mq;90;7;1750;mq;mq;mq;97300;mq;mq;130;mq;mq;mq;mq;282.550000;mq;mq;0.500000;1.300000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;6.300000;mq;mq;mq;mq;6;mq;1860;6;mq;2700;7;mq;3360;mq;mq;mq;
07471;20210501000000;mq;-90;8;330;0.900000;279.250000;278.350000;94;12070;0;mq;mq;100;8;250;mq;mq;mq;91520;92500;745;110;mq;mq;mq;mq;281.050000;mq;mq;1.400000;1.700000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;0.200000;9.900000;mq;mq;mq;mq;8;mq;270;mq;8;mq;mq;mq;mq;mq;mq;mq;
07481;20210501000000;101260;-90;8;30;1.100000;281.750000;280.950000;95;7000;61;6;6;90;7;1750;35;mq;mq;98380;mq;mq;160;mq;mq;mq;mq;mq;mq;mq;1.700000;2.000000;-10;1;0.000000;0.000000;-60;0.400000;1.000000;1.000000;3.300000;14.700000;mq;mq;mq;mq;2;6;1600;7;6;2000;mq;mq;mq;mq;mq;mq;
07510;20210501000000;101250;-30;8;270;2.300000;283.150000;281.050000;87;8320;0;mq;mq;100;8;3360;mq;mq;mq;100670;mq;mq;40;mq;mq;mq;mq;281.550000;mq;mq;2.600000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;3360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20210501000000;101200;-60;7;160;0.900000;281.250000;280.050000;92;20000;0;mq;mq;75;6;1750;mq;mq;mq;98070;mq;mq;20;mq;mq;mq;mq;284.550000;mq;mq;1.400000;1.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;0.600000;mq;mq;mq;mq;5;mq;1680;6;mq;3660;mq;mq;mq;mq;mq;mq;
07558;20210501000000;101050;-110;8;10;1.900000;281.050000;279.350000;89;20000;61;mq;mq;mq;mq;mq;mq;mq;mq;92760;mq;mq;80;mq;mq;mq;mq;282.550000;mq;mq;3.300000;4.000000;-10;mq;0.000000;mq;mq;0.200000;0.600000;0.800000;0.800000;7.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20210501000000;101150;-100;8;20;3.800000;283.150000;281.950000;92;9730;60;mq;mq;mq;mq;mq;mq;mq;mq;100260;mq;mq;100;mq;mq;mq;mq;283.550000;mq;mq;5.900000;8.700000;-10;mq;0.000000;mq;mq;0.600000;0.600000;1.800000;1.800000;20.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20210501000000;mq;50;8;0;0.000000;280.450000;279.850000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91070;mq;mq;30;mq;280.450000;mq;290.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;5.400000;5.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20210501000000;101350;-10;5;230;0.900000;283.550000;281.950000;90;9740;61;mq;mq;100;8;1750;mq;mq;mq;100640;mq;mq;120;mq;mq;mq;mq;284.250000;mq;mq;1.600000;1.900000;-10;mq;0.000000;mq;mq;0.200000;0.400000;0.600000;0.800000;0.800000;mq;mq;mq;mq;7;mq;1740;8;mq;2880;mq;mq;mq;mq;mq;mq;
07621;20210501000000;101350;-50;6;220;2.300000;281.050000;280.450000;96;6800;61;mq;mq;100;8;450;mq;mq;mq;97000;mq;mq;130;mq;mq;mq;mq;282.050000;mq;mq;3.800000;4.200000;-10;2;0.000000;mq;mq;1.200000;1.600000;2.400000;4.400000;5.400000;mq;mq;mq;mq;7;mq;450;7;mq;600;8;mq;750;mq;mq;mq;
07627;20210501000000;101290;-60;6;300;1.400000;281.650000;281.350000;98;7440;61;mq;mq;100;8;250;mq;mq;mq;96360;mq;mq;130;mq;mq;mq;mq;282.850000;mq;mq;2.700000;2.700000;-10;2;0.000000;mq;mq;1.200000;2.000000;2.200000;3.800000;5.400000;mq;mq;mq;mq;8;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20210501000000;101240;-10;8;290;2.500000;284.050000;282.150000;88;15940;61;mq;mq;100;8;1250;mq;mq;mq;99440;mq;mq;100;mq;mq;mq;mq;283.950000;mq;mq;4.400000;4.600000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;0.200000;0.200000;0.600000;mq;mq;mq;mq;8;mq;1470;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20210501000000;101020;-90;8;20;4.100000;285.150000;283.750000;91;60000;0;mq;mq;100;6;1250;mq;mq;mq;100920;mq;mq;30;mq;mq;mq;mq;285.850000;mq;mq;6.200000;6.200000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;0.400000;1.400000;6.000000;mq;mq;mq;mq;6;mq;1320;8;mq;1620;mq;mq;mq;mq;mq;mq;
07650;20210501000000;100960;-110;8;130;1.300000;287.550000;286.450000;93;10450;0;mq;mq;100;1;450;mq;mq;mq;100580;mq;mq;-80;mq;mq;mq;mq;286.350000;mq;mq;1.800000;1.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;5.000000;mq;mq;mq;mq;1;mq;480;4;mq;2040;8;mq;4440;mq;mq;mq;
07661;20210501000000;mq;mq;mq;110;3.400000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.200000;4.300000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20210501000000;101040;-100;6;330;3.100000;286.450000;284.350000;87;40000;3;0;0;40;3;mq;30;23;10;100730;mq;mq;-110;mq;mq;mq;mq;285.750000;mq;mq;4.700000;6.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;3;4300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20210501000000;101080;-50;8;290;2.800000;286.450000;280.850000;69;60000;0;mq;mq;100;5;1250;mq;mq;mq;100550;mq;mq;170;mq;mq;mq;mq;285.550000;mq;mq;4.900000;7.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;7.200000;7.400000;mq;mq;mq;mq;5;mq;1320;8;mq;1560;mq;mq;mq;mq;mq;mq;
07761;20210501000000;100930;-10;0;30;2.400000;288.350000;285.650000;84;50640;0;mq;mq;100;8;2880;mq;mq;mq;100820;mq;mq;-240;mq;mq;mq;mq;287.850000;mq;mq;3.200000;3.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;2880;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20210501000000;101010;-40;6;290;1.400000;287.550000;287.050000;97;13750;0;mq;mq;90;7;3660;mq;mq;mq;100870;mq;mq;-190;mq;mq;mq;mq;285.050000;mq;mq;2.500000;2.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;7;mq;3660;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20210501000000;100890;220;6;mq;mq;299.550000;297.950000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100840;mq;mq;-120;mq;298.250000;mq;304.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;1.800000;11.700000;19.600000;19.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20210501000000;101220;50;5;150;2.000000;295.150000;293.250000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;-120;mq;295.050000;mq;304.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20210501000000;101130;110;6;80;6.100000;298.750000;296.750000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101040;mq;mq;-20;mq;297.550000;mq;303.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;7.100000;8.700000;42.100000;46.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20210501000000;101480;-170;5;140;7.000000;297.050000;294.150000;84;17610;0;mq;mq;100;7;800;mq;mq;mq;101330;mq;mq;-50;mq;mq;mq;mq;mq;mq;mq;9.600000;9.800000;-10;mq;mq;mq;mq;0.000000;0.200000;4.700000;4.900000;60.600000;mq;mq;mq;mq;1;mq;960;5;mq;1260;7;mq;1470;mq;mq;mq;
61996;20210501000000;102870;0;5;290;6.800000;289.150000;286.950000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102520;mq;mq;190;mq;288.650000;mq;292.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20210501000000;99990;110;3;270;12.600000;276.750000;271.150000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98210;mq;mq;-1110;mq;276.550000;mq;283.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20210501000000;100090;-520;8;360;11.300000;278.350000;277.450000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99720;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;17.000000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20210501000000;99140;-490;6;90;12.500000;276.650000;276.250000;97;2810;61;mq;mq;100;8;150;mq;mq;mq;99050;mq;mq;-1760;mq;mq;mq;mq;276.850000;mq;mq;17.800000;19.500000;-10;mq;mq;mq;mq;1.100000;4.900000;6.500000;6.500000;6.500000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20210501000000;101550;100;3;60;6.600000;298.650000;292.750000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101230;mq;mq;-40;mq;298.450000;mq;302.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20210501000000;101640;100;3;60;5.900000;298.850000;293.450000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;-20;mq;297.550000;mq;303.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20210501000000;101590;130;3;90;2.300000;298.150000;293.850000;77;23600;mq;mq;mq;mq;mq;mq;mq;mq;mq;101500;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20210501000000;101550;100;3;110;5.900000;299.350000;294.150000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101100;mq;mq;-20;mq;297.250000;mq;302.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20210501000000;101520;120;3;80;2.100000;298.050000;294.150000;79;21640;0;mq;mq;mq;0;mq;mq;mq;mq;101430;mq;mq;-30;303.150000;mq;303.150000;mq;mq;mq;mq;3.600000;4.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20210501000000;101190;140;1;50;1.200000;298.150000;297.150000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101130;mq;mq;-40;mq;296.050000;mq;304.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20210501000000;101220;130;2;230;1.300000;297.550000;296.850000;96;59970;0;mq;mq;100;8;4860;mq;mq;mq;101130;mq;mq;-80;302.650000;mq;302.650000;mq;298.750000;mq;mq;1.500000;1.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;1.800000;mq;mq;mq;mq;8;mq;4860;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20210501000000;101180;180;1;0;0.000000;298.250000;297.750000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101100;mq;mq;-100;mq;296.850000;mq;302.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20210501000000;101260;180;3;0;0.000000;297.550000;297.250000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100040;mq;mq;-50;mq;295.750000;mq;302.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;4.000000;4.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20210501000000;99220;190;1;140;2.600000;256.050000;245.850000;37;50000;2;1;1;50;0;8000;30;20;15;98650;mq;mq;mq;255.150000;mq;257.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4;0;4800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20210501030000;101520;-30;6;360;1.200000;278.450000;276.950000;90;9780;0;mq;mq;mq;mq;mq;mq;mq;mq;100630;mq;mq;110;mq;mq;mq;mq;275.350000;mq;mq;2.100000;2.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20210501030000;101490;-60;7;190;1.500000;275.350000;273.850000;90;3520;10;mq;mq;mq;0;mq;mq;mq;mq;100900;mq;mq;100;mq;mq;mq;mq;271.950000;mq;mq;1.900000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20210501030000;101520;-60;6;0;0.000000;277.650000;272.850000;71;14000;3;0;mq;25;2;800;32;20;10;101410;mq;mq;130;mq;mq;mq;mq;mq;mq;mq;0.900000;1.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;8;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20210501030000;101550;-30;6;290;1.100000;273.450000;273.050000;97;6220;0;mq;mq;mq;0;mq;mq;mq;mq;100710;mq;mq;120;mq;mq;mq;mq;276.650000;mq;mq;1.500000;2.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20210501030000;101490;-50;6;40;2.700000;277.950000;275.150000;82;10850;0;mq;mq;mq;1;1250;mq;mq;mq;99620;mq;mq;100;mq;mq;mq;mq;278.650000;mq;mq;3.300000;3.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;mq;1350;3;mq;1740;mq;mq;mq;mq;mq;mq;
07072;20210501030000;101420;-50;6;0;0.000000;279.450000;275.550000;76;19930;0;mq;mq;100;8;1750;mq;mq;mq;100250;mq;mq;30;mq;mq;mq;mq;277.650000;mq;mq;0.700000;1.900000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1920;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20210501030000;101610;-60;6;350;1.700000;273.050000;271.750000;91;6790;0;mq;mq;mq;0;mq;mq;mq;mq;100380;mq;mq;150;mq;mq;mq;mq;265.750000;mq;mq;2.300000;2.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20210501030000;101550;-60;6;300;1.200000;279.850000;275.950000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100840;mq;mq;130;mq;mq;mq;mq;mq;mq;mq;2.200000;2.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20210501030000;101470;-60;6;320;1.800000;276.150000;275.250000;94;5680;0;mq;mq;mq;0;mq;mq;mq;mq;101010;mq;mq;110;mq;mq;mq;mq;277.250000;mq;mq;2.100000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
