numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07314;20210701000000;101970;-10;8;310;4.200000;291.150000;288.450000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101700;mq;mq;140;mq;mq;mq;mq;mq;mq;mq;6.500000;7.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20210701000000;101940;20;0;270;0.600000;287.650000;286.850000;95;17540;0;mq;mq;mq;1;1250;mq;mq;mq;100510;mq;mq;190;mq;mq;mq;mq;288.750000;mq;mq;0.900000;2.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1350;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20210701000000;101950;0;5;280;1.400000;287.950000;285.950000;88;25400;0;mq;mq;mq;5;1250;mq;mq;mq;97240;mq;mq;140;mq;mq;mq;mq;284.950000;mq;mq;2.300000;3.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;2.000000;mq;mq;mq;mq;5;mq;1260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20210701000000;101870;-30;8;200;2.100000;288.650000;286.350000;86;40000;0;mq;mq;100;mq;1750;mq;mq;mq;98050;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.600000;-10;mq;0.000000;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20210701000000;mq;-10;4;230;2.000000;283.250000;282.150000;93;20000;0;mq;mq;75;6;800;mq;mq;mq;92420;92500;826;140;mq;mq;mq;mq;282.550000;mq;mq;2.800000;2.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;3;mq;840;6;mq;1080;mq;mq;mq;mq;mq;mq;
07481;20210701000000;101920;10;1;280;0.600000;288.150000;286.650000;91;40000;3;1;1;60;2;1250;35;27;mq;99090;mq;mq;130;mq;mq;mq;mq;mq;mq;mq;0.900000;1.200000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;2;6;1300;4;3;3000;mq;mq;mq;mq;mq;mq;
07510;20210701000000;101980;0;0;350;1.200000;289.350000;287.750000;90;9560;0;mq;mq;75;6;1250;mq;mq;mq;101410;mq;mq;10;mq;mq;mq;mq;287.250000;mq;mq;1.800000;2.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;1470;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20210701000000;102000;0;5;80;0.900000;285.950000;285.350000;96;17980;0;mq;mq;mq;0;mq;mq;mq;mq;98900;mq;mq;0;mq;mq;mq;mq;289.950000;mq;mq;1.500000;2.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20210701000000;101880;-40;8;10;5.300000;286.350000;283.350000;82;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93680;mq;mq;30;mq;mq;mq;mq;286.950000;mq;mq;7.100000;7.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20210701000000;101750;30;0;360;5.200000;292.650000;285.450000;63;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100880;mq;mq;10;mq;mq;mq;mq;291.350000;mq;mq;8.900000;8.900000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20210701000000;mq;70;3;360;0.700000;284.550000;280.250000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91740;mq;mq;130;mq;282.150000;mq;297.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20210701000000;101940;40;0;340;0.500000;288.350000;286.750000;90;26160;0;mq;mq;mq;0;mq;mq;mq;mq;101230;mq;mq;-100;mq;mq;mq;mq;288.450000;mq;mq;1.100000;1.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20210701000000;101960;-10;7;170;1.800000;286.750000;285.850000;94;15350;0;mq;mq;mq;3;2640;mq;mq;mq;97680;mq;mq;-110;mq;mq;mq;mq;286.150000;mq;mq;2.600000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;2640;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20210701000000;102020;10;3;140;0.600000;285.950000;285.450000;97;20000;0;mq;mq;90;7;3000;mq;mq;mq;97140;mq;mq;-80;mq;mq;mq;mq;287.950000;mq;mq;1.300000;1.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;3000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20210701000000;101930;-10;5;190;1.000000;289.350000;285.750000;79;17480;0;mq;mq;mq;0;mq;mq;mq;mq;100150;mq;mq;-110;mq;mq;mq;mq;288.950000;mq;mq;1.400000;1.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20210701000000;101740;50;1;310;2.100000;293.550000;284.250000;55;60000;0;mq;mq;mq;mq;mq;mq;mq;mq;101650;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;0.000000;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20210701000000;101600;20;0;310;3.400000;293.750000;284.150000;54;60000;0;mq;mq;mq;4;4200;mq;mq;mq;101220;mq;mq;-50;mq;mq;mq;mq;291.550000;mq;mq;4.900000;7.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;4200;4;mq;4740;mq;mq;mq;mq;mq;mq;
07661;20210701000000;mq;mq;mq;300;9.100000;mq;mq;mq;15000;2;0;mq;0;0;mq;30;20;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;11.900000;13.400000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20210701000000;101280;50;0;330;1.300000;294.050000;290.050000;78;30000;2;0;0;0;0;mq;30;20;10;100980;mq;mq;210;mq;mq;mq;mq;292.450000;mq;mq;1.800000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20210701000000;101830;0;4;240;2.400000;292.750000;283.750000;56;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101310;mq;mq;-70;mq;mq;mq;mq;mq;mq;mq;3.300000;3.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20210701000000;101720;0;0;30;3.200000;290.750000;286.450000;76;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101610;mq;mq;140;mq;mq;mq;mq;291.350000;mq;mq;4.900000;4.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20210701000000;101370;-10;6;230;3.300000;294.350000;286.250000;60;59790;0;mq;mq;mq;0;mq;mq;mq;mq;101230;mq;mq;50;mq;mq;mq;mq;mq;mq;mq;5.000000;5.000000;-10;mq;0.000000;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20210701000000;101660;80;8;mq;mq;295.750000;293.050000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101610;mq;mq;0;mq;294.250000;mq;303.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20210701000000;101910;100;6;360;2.100000;295.250000;292.250000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101840;mq;mq;-110;mq;290.250000;mq;298.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20210701000000;101760;130;6;150;10.500000;297.650000;294.350000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101670;mq;mq;-30;mq;295.450000;mq;301.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;5.200000;8.400000;9.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20210701000000;102080;-60;6;120;6.900000;295.250000;289.950000;72;23900;0;mq;mq;mq;5;1750;mq;mq;mq;101930;mq;mq;-70;mq;mq;mq;mq;mq;mq;mq;9.900000;11.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;5;mq;1980;mq;8;mq;mq;mq;mq;mq;mq;mq;
61996;20210701000000;101890;140;6;300;9.000000;286.050000;281.350000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101540;mq;mq;-170;mq;282.950000;mq;287.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20210701000000;101520;180;8;350;7.300000;275.450000;275.150000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99710;mq;mq;1510;mq;274.850000;mq;277.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20210701000000;100170;330;3;270;13.900000;276.150000;271.750000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99800;mq;mq;410;mq;mq;mq;mq;mq;mq;mq;mq;20.100000;-10;mq;mq;mq;mq;0.000000;mq;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20210701000000;101460;-50;5;130;2.700000;284.150000;283.850000;98;290;44;mq;mq;100;8;150;mq;mq;mq;101380;mq;mq;-470;mq;mq;mq;mq;286.050000;mq;mq;4.000000;4.200000;-10;mq;mq;mq;mq;0.600000;1.400000;1.400000;1.400000;1.400000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20210701000000;101600;180;3;90;10.200000;300.850000;297.250000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101280;mq;mq;-140;mq;298.150000;mq;303.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;2.400000;2.400000;4.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20210701000000;101660;150;3;90;4.600000;300.550000;296.550000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;-220;mq;298.650000;mq;303.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;2.000000;4.000000;4.400000;4.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20210701000000;101630;200;3;130;8.200000;298.350000;295.450000;84;4600;10;mq;mq;90;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;304.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20210701000000;101590;130;3;150;8.000000;297.550000;295.850000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101140;mq;mq;-80;mq;297.150000;mq;301.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.400000;4.200000;5.000000;7.800000;14.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20210701000000;101560;160;2;90;4.100000;297.650000;296.050000;91;mq;61;mq;mq;90;mq;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;300.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.000000;mq;31.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20210701000000;101400;170;1;330;0.500000;296.950000;296.450000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101340;mq;mq;10;mq;296.250000;mq;306.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.800000;4.200000;4.200000;4.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20210701000000;101470;140;3;20;1.100000;296.850000;296.150000;96;29930;60;mq;mq;100;8;2250;mq;mq;mq;101380;mq;mq;40;304.450000;mq;304.450000;mq;300.350000;mq;mq;1.700000;1.700000;-10;mq;mq;mq;mq;0.200000;0.400000;4.900000;14.200000;24.500000;mq;mq;mq;mq;1;mq;2340;7;mq;3120;8;mq;4620;mq;mq;mq;
81408;20210701000000;101400;90;3;0;0.000000;296.950000;296.450000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101320;mq;mq;40;mq;296.450000;mq;304.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;3.800000;11.200000;11.200000;11.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20210701000000;101360;220;1;0;0.000000;298.050000;296.850000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100140;mq;mq;-50;mq;295.950000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;18.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20210701000000;97890;110;2;160;3.600000;260.350000;258.650000;86;30000;2;1;1;100;8;3500;30;27;60;97340;mq;mq;mq;260.250000;mq;262.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;4;2400;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20210701030000;101790;-40;8;270;1.600000;286.850000;286.850000;100;3020;10;mq;mq;mq;mq;mq;mq;mq;mq;100930;mq;mq;280;mq;mq;mq;mq;286.650000;mq;mq;2.400000;2.900000;-10;1;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20210701030000;101740;-20;5;250;2.700000;285.950000;285.150000;95;11630;0;mq;mq;100;8;150;mq;mq;mq;101170;mq;mq;350;mq;mq;mq;mq;288.250000;mq;mq;3.900000;4.300000;-10;1;mq;mq;mq;0.000000;-0.100000;0.200000;0.600000;4.700000;mq;mq;mq;mq;1;mq;150;3;mq;1320;8;mq;1500;mq;mq;mq;
07020;20210701030000;101790;-60;8;210;5.200000;287.550000;286.550000;94;8000;3;0;mq;40;3;2500;30;25;10;101680;mq;mq;110;mq;mq;mq;mq;mq;mq;mq;7.200000;7.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;3;2500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20210701030000;101870;-50;8;210;2.200000;284.750000;283.950000;95;9320;0;mq;mq;mq;2;4980;mq;mq;mq;101060;mq;mq;200;mq;mq;mq;mq;288.650000;mq;mq;2.800000;3.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;2;mq;4980;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20210701030000;101870;-40;8;280;0.800000;284.750000;284.150000;96;4690;10;mq;mq;100;8;800;mq;mq;mq;100040;mq;mq;280;mq;mq;mq;mq;288.550000;mq;mq;1.200000;2.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.600000;mq;mq;mq;mq;7;mq;750;8;mq;1050;mq;mq;mq;mq;mq;mq;
07072;20210701030000;101770;-20;8;290;2.100000;286.350000;285.450000;94;20000;0;mq;mq;100;8;250;mq;mq;mq;100630;mq;mq;450;mq;mq;mq;mq;287.150000;mq;mq;3.400000;3.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;13.300000;mq;mq;mq;mq;1;mq;270;5;mq;390;8;mq;990;mq;mq;mq;
07110;20210701030000;101970;-60;8;350;1.900000;287.750000;286.650000;93;7010;0;mq;mq;100;8;450;mq;mq;mq;100800;mq;mq;150;mq;mq;mq;mq;287.350000;mq;mq;3.100000;3.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;8;mq;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20210701030000;101950;-30;7;240;3.000000;287.250000;287.050000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101250;mq;mq;170;mq;mq;mq;mq;mq;mq;mq;4.500000;8.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20210701030000;101950;-30;8;330;0.700000;286.650000;286.650000;100;240;44;mq;mq;mq;0;mq;mq;mq;mq;101500;mq;mq;200;mq;mq;mq;mq;287.450000;mq;mq;1.000000;2.100000;-10;0;0.000000;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
