,Trafic TG1,Prévision globale
2020-10-29,24440.0,24159.716796875
2020-10-30,25351.0,25590.40625
2020-11-02,42468.0,38450.046875
2020-11-03,42290.0,40312.9765625
2020-11-04,33618.0,32824.57421875
2020-11-05,35750.0,33576.32421875
2020-11-06,35087.0,33907.6953125
2020-11-09,42661.0,39903.77734375
2020-11-10,57651.0,49755.8125
2020-11-11,0.0,31673.103515625
2020-11-12,44178.0,41247.88671875
2020-11-13,46689.0,40850.6796875
2020-11-16,47491.0,40274.953125
2020-11-17,44844.0,43457.5703125
2020-11-18,44851.0,37627.421875
2020-11-19,40343.0,36584.28125
2020-11-20,37162.0,33222.16015625
2020-11-23,50672.0,48009.359375
2020-11-24,48970.0,45236.96875
2020-11-25,36795.0,32963.5
2020-11-26,35434.0,32378.76953125
2020-11-27,34694.0,34384.9375
2020-11-30,51281.0,46621.171875
2020-12-01,52294.0,47832.32421875
2020-12-02,46337.0,42544.046875
2020-12-03,45887.0,42495.11328125
2020-12-04,45684.0,41293.80078125
2020-12-07,64335.0,54362.03515625
2020-12-08,64921.0,57136.640625
2020-12-09,57522.0,48107.203125
2020-12-10,56755.0,43690.87109375
2020-12-11,54745.0,47768.49609375
2020-12-14,65724.0,50651.26171875
2020-12-15,58834.0,51108.7109375
2020-12-16,61062.0,49948.39453125
2020-12-17,46397.0,40848.14453125
2020-12-18,48254.0,40328.77734375
2020-12-21,47294.0,42387.21484375
2020-12-22,36896.0,33216.09765625
2020-12-23,29201.0,26933.029296875
2020-12-24,16047.0,16388.564453125
2020-12-25,0.0,22030.419921875
2020-12-28,34429.0,30582.56640625
2020-12-29,27668.0,26123.251953125
2020-12-30,24435.0,22882.08984375
2020-12-31,13758.0,16355.5166015625
2021-01-01,2106.0,3590.403564453125
2021-01-04,43118.0,38317.28515625
2021-01-05,36150.0,33856.00390625
2021-01-06,30873.0,28395.03515625
2021-01-07,26303.0,25631.623046875
2021-01-08,24021.0,23969.775390625
2021-01-11,29418.0,29378.2890625
2021-01-12,33828.0,31591.365234375
2021-01-13,29174.0,28241.0234375
2021-01-14,25882.0,23943.13671875
2021-01-15,24286.0,23469.794921875
2021-01-18,33343.0,32856.27734375
2021-01-19,31262.0,28949.900390625
2021-01-20,28169.0,29191.685546875
2021-01-21,28733.0,28675.1796875
2021-01-22,29058.0,28386.7265625
2021-01-25,35392.0,34673.734375
2021-01-26,32292.0,30777.169921875
2021-01-27,26650.0,25662.3828125
2021-01-28,25762.0,24426.95703125
2021-01-29,32014.0,31618.482421875
2021-02-01,34366.0,31455.3984375
2021-02-02,41487.0,37979.17578125
2021-02-03,30272.0,27882.228515625
2021-02-04,26794.0,24397.017578125
2021-02-05,27979.0,27436.53515625
2021-02-08,36936.0,34454.26171875
2021-02-09,32294.0,31173.7890625
2021-02-10,29980.0,29839.076171875
2021-02-11,23591.0,22884.80078125
2021-02-12,26141.0,27121.568359375
2021-02-15,36665.0,34715.39453125
2021-02-16,31913.0,29509.1171875
2021-02-17,32140.0,32031.71875
2021-02-18,23670.0,25664.357421875
2021-02-19,21280.0,22972.43359375
2021-02-22,31945.0,30861.328125
2021-02-23,27286.0,26152.7421875
2021-02-24,22909.0,22349.703125
2021-02-25,21417.0,23392.337890625
2021-02-26,21177.0,21307.001953125
2021-03-01,32298.0,31809.3046875
2021-03-02,36647.0,35036.765625
2021-03-03,25503.0,26457.21875
2021-03-04,26800.0,26439.578125
2021-03-05,28679.0,26292.498046875
2021-03-08,30336.0,28947.720703125
2021-03-09,30122.0,29277.328125
2021-03-10,26573.0,27704.541015625
2021-03-11,22090.0,21311.75
2021-03-12,25798.0,24778.98828125
2021-03-15,30189.0,31378.599609375
2021-03-16,30217.0,29566.345703125
2021-03-17,28879.0,28519.4296875
2021-03-18,21145.0,19758.201171875
2021-03-19,33223.0,32332.923828125
2021-03-22,30827.0,30307.28515625
2021-03-23,26331.0,24698.44140625
2021-03-24,26082.0,24685.04296875
2021-03-25,23071.0,21447.376953125
2021-03-26,23918.0,24030.6875
2021-03-29,32687.0,31059.865234375
2021-03-30,33909.0,31654.205078125
2021-03-31,38939.0,34867.6484375
2021-04-01,29374.0,28663.642578125
2021-04-02,25269.0,26517.62890625
2021-04-05,0.0,35077.34375
2021-04-06,42513.0,36742.19140625
2021-04-07,38226.0,29756.31640625
2021-04-08,35663.0,34924.59765625
2021-04-09,34077.0,32663.69140625
2021-04-12,36505.0,33804.1015625
2021-04-13,35850.0,33137.03515625
2021-04-14,35371.0,32813.05078125
2021-04-15,37111.0,32394.619140625
2021-04-16,32803.0,30142.181640625
2021-04-19,38130.0,34237.53515625
2021-04-20,33620.0,29389.53125
2021-04-21,30407.0,27160.546875
2021-04-22,26415.0,24431.431640625
2021-04-23,25611.0,23370.587890625
2021-04-26,29582.0,27546.064453125
2021-04-27,27700.0,26326.1484375
2021-04-28,27885.0,25901.138671875
2021-04-29,26713.0,25336.10546875
2021-04-30,30255.0,24421.724609375
2021-05-03,40747.0,22418.783203125
2021-05-04,32651.0,29696.58984375
2021-05-05,29159.0,27460.212890625
2021-05-06,28108.0,27627.3984375
2021-05-07,31230.0,24750.01171875
2021-05-10,38941.0,29158.52734375
2021-05-11,36885.0,26757.361328125
2021-05-12,35887.0,29033.693359375
2021-05-13,0.0,28461.001953125
2021-05-14,22652.0,24814.42578125
2021-05-17,34451.0,31322.9921875
2021-05-18,27901.0,27397.666015625
2021-05-19,26432.0,26990.16015625
2021-05-20,27017.0,27075.625
2021-05-21,20243.0,20891.744140625
2021-05-24,0.0,27521.900390625
2021-05-25,41332.0,31954.400390625
2021-05-26,34917.0,24429.234375
2021-05-27,23439.0,23365.29296875
2021-05-28,25358.0,23924.265625
2021-05-31,24371.0,22604.451171875
2021-06-01,27403.0,25887.099609375
2021-06-02,28252.0,28643.025390625
2021-06-03,29732.0,29272.275390625
2021-06-04,22653.0,24759.9765625
2021-06-07,27237.0,26392.232421875
2021-06-08,32896.0,28889.822265625
2021-06-09,35798.0,31047.375
2021-06-10,28276.0,27493.201171875
2021-06-11,28041.0,26518.013671875
2021-06-14,32421.0,29893.611328125
2021-06-15,27857.0,28676.18359375
2021-06-16,27930.0,26619.177734375
2021-06-17,26001.0,26014.017578125
2021-06-18,25978.0,25335.0078125
2021-06-21,27125.0,27312.673828125
2021-06-22,22045.0,21464.3984375
2021-06-23,20293.0,21310.56640625
2021-06-24,24475.0,25772.619140625
2021-06-25,22994.0,24334.689453125
2021-06-28,28515.0,27932.900390625
2021-06-29,24797.0,25171.388671875
2021-06-30,24496.0,25616.541015625
2021-07-01,33661.0,29876.95703125
2021-07-02,27987.0,29182.169921875
2021-07-05,35009.0,27506.837890625
2021-07-06,29932.0,29853.62890625
2021-07-07,26474.0,27397.404296875
2021-07-08,27616.0,28741.953125
2021-07-09,33302.0,35065.19921875
2021-07-12,29798.0,31364.857421875
2021-07-13,28402.0,29819.2421875
2021-07-14,0.0,20785.443359375
2021-07-15,27792.0,26633.017578125
2021-07-16,24596.0,24646.966796875
2021-07-19,25459.0,25247.904296875
2021-07-20,27092.0,26933.544921875
2021-07-21,21850.0,23848.95703125
2021-07-22,19794.0,21490.390625
2021-07-23,19734.0,19095.640625
2021-07-26,25955.0,25364.333984375
2021-07-27,26995.0,26073.212890625
2021-07-28,21133.0,20384.22265625
2021-07-29,23157.0,20788.73828125
2021-07-30,18094.0,18868.3125
2021-08-02,32255.0,30390.916015625
2021-08-03,22173.0,21193.638671875
2021-08-04,19892.0,18895.486328125
2021-08-05,19408.0,17935.517578125
2021-08-06,17996.0,17431.6640625
2021-08-09,26271.0,25981.98828125
2021-08-10,20242.0,19233.361328125
2021-08-11,18029.0,17082.21484375
2021-08-12,17156.0,16820.34765625
2021-08-13,16383.0,17354.244140625
2021-08-16,23285.0,22682.65625
2021-08-17,19350.0,18624.294921875
2021-08-18,18660.0,19205.396484375
2021-08-19,16969.0,18225.802734375
2021-08-20,17800.0,19180.33203125
2021-08-23,24789.0,23653.103515625
2021-08-24,22354.0,22685.23046875
2021-08-25,18973.0,20206.984375
2021-08-26,17903.0,19136.912109375
2021-08-27,19921.0,21584.9375
2021-08-30,18761.0,18391.623046875
2021-08-31,28848.0,28170.99609375
2021-09-01,23760.0,23680.9453125
2021-09-02,33553.0,30777.353515625
2021-09-03,23317.0,22742.60546875
2021-09-06,25741.0,24613.275390625
2021-09-07,27699.0,27211.896484375
2021-09-08,26548.0,25697.8359375
2021-09-09,26080.0,24431.98828125
2021-09-10,30210.0,28905.5546875
2021-09-13,28721.0,28365.595703125
2021-09-14,27496.0,28393.7265625
2021-09-15,24456.0,24381.3125
2021-09-16,20731.0,20938.75
2021-09-17,20895.0,21150.31640625
2021-09-20,28824.0,28030.2578125
2021-09-21,24147.0,24765.708984375
2021-09-22,24584.0,26174.5390625
2021-09-23,22411.0,24402.708984375
2021-09-24,21502.0,21620.07421875
2021-09-27,24438.0,25464.32421875
2021-09-28,26588.0,26697.76953125
2021-09-29,23625.0,24327.478515625
2021-09-30,20920.0,22492.462890625
2021-10-01,22114.0,22683.953125
2021-10-04,34578.0,31279.45703125
2021-10-05,39276.0,31628.51953125
2021-10-06,27525.0,27188.98046875
2021-10-07,27977.0,26849.234375
2021-10-08,22356.0,22874.857421875
2021-10-11,29990.0,29751.892578125
2021-10-12,26657.0,27192.416015625
2021-10-13,24097.0,23507.123046875
2021-10-14,28945.0,28163.298828125
2021-10-15,25903.0,24967.837890625
2021-10-18,29774.0,28598.81640625
2021-10-19,26277.0,26848.443359375
2021-10-20,26202.0,25862.2265625
2021-10-21,20260.0,21308.166015625
2021-10-22,21711.0,22239.9765625
2021-10-25,26490.0,27205.087890625
2021-10-26,23711.0,24911.234375
2021-10-27,22237.0,20803.330078125
2021-10-28,21074.0,20907.900390625
2021-10-29,24127.0,23944.5390625
2021-11-01,0.0,27095.830078125
2021-11-02,38010.0,28345.205078125
2021-11-03,34189.0,29517.90234375
2021-11-04,30636.0,31702.185546875
2021-11-05,31178.0,30665.046875
2021-11-08,35784.0,35012.140625
2021-11-09,32405.0,30824.009765625
2021-11-10,32569.0,31477.33984375
2021-11-11,0.0,31904.033203125
2021-11-12,33582.0,32426.453125
2021-11-15,40952.0,39615.36328125
2021-11-16,34475.0,34878.3515625
2021-11-17,31865.0,32180.2890625
2021-11-18,31929.0,32001.166015625
2021-11-19,29905.0,31632.509765625
2021-11-22,41582.0,40459.65625
2021-11-23,36277.0,36425.2421875
2021-11-24,31702.0,30867.384765625
2021-11-25,29136.0,30759.16796875
2021-11-26,30363.0,29808.75
2021-11-29,39704.0,43872.828125
2021-11-30,48292.0,44546.75
2021-12-01,43624.0,41273.515625
2021-12-02,41345.0,39707.88671875
2021-12-03,36779.0,36712.3828125
2021-12-06,56522.0,50946.99609375
2021-12-07,52138.0,35463.3828125
2021-12-08,40437.0,39770.078125
2021-12-09,45009.0,42569.77734375
2021-12-10,40876.0,37998.87109375
2021-12-13,50379.0,33910.05859375
2021-12-14,52301.0,35900.72265625
2021-12-15,46332.0,37153.1953125
2021-12-16,40165.0,37381.01953125
2021-12-17,38692.0,38468.46875
2021-12-20,46711.0,41072.0625
2021-12-21,41464.0,36849.3828125
2021-12-22,26171.0,23858.3828125
2021-12-23,21427.0,21177.71875
2021-12-24,11231.0,11668.7890625
2021-12-27,26685.0,25778.126953125
2021-12-28,22623.0,21506.90625
2021-12-29,22245.0,20841.98046875
2021-12-30,19541.0,20450.755859375
2021-12-31,12754.0,14762.1923828125
2022-01-03,25022.0,25938.2421875
2022-01-04,31106.0,29383.208984375
2022-01-05,26278.0,25608.98046875
2022-01-06,25013.0,23603.47265625
2022-01-07,25874.0,26407.583984375
2022-01-10,30219.0,32179.046875
2022-01-11,29333.0,27146.337890625
2022-01-12,25921.0,25392.09375
2022-01-13,25159.0,24701.705078125
2022-01-14,25310.0,24799.19921875
2022-01-17,31485.0,31423.70703125
2022-01-18,31632.0,29879.30078125
2022-01-19,26056.0,25801.181640625
2022-01-20,27934.0,27459.42578125
2022-01-21,23577.0,24932.740234375
2022-01-24,32121.0,32510.662109375
2022-01-25,28075.0,28153.63671875
2022-01-26,26366.0,28476.072265625
2022-01-27,24864.0,23137.6640625
2022-01-28,25012.0,25824.544921875
2022-01-31,31519.0,31532.287109375
2022-02-01,30456.0,28921.267578125
2022-02-02,35947.0,32294.380859375
2022-02-03,26490.0,26242.197265625
2022-02-04,26994.0,27400.486328125
2022-02-07,29171.0,27491.736328125
2022-02-08,29449.0,28381.57421875
2022-02-09,28167.0,27368.775390625
2022-02-10,25886.0,26216.95703125
2022-02-11,23225.0,22798.9375
2022-02-14,28432.0,26604.73046875
2022-02-15,20424.0,19372.126953125
2022-02-16,23481.0,22186.388671875
2022-02-17,21235.0,22345.005859375
2022-02-18,20426.0,20110.720703125
2022-02-21,23706.0,24443.884765625
2022-02-22,24490.0,24193.611328125
2022-02-23,25571.0,24697.19921875
2022-02-24,22808.0,21839.046875
2022-02-25,20830.0,22049.916015625
2022-02-28,23621.0,23835.19140625
2022-03-01,25191.0,25425.501953125
2022-03-02,33889.0,33237.26171875
2022-03-03,24821.0,24755.263671875
2022-03-04,21243.0,19709.169921875
2022-03-07,25072.0,25953.880859375
2022-03-08,24711.0,25505.74609375
2022-03-09,20718.0,21124.7421875
2022-03-10,20389.0,20581.837890625
2022-03-11,19266.0,19447.185546875
2022-03-14,24683.0,23247.8671875
2022-03-15,21640.0,21240.97265625
2022-03-16,24392.0,24202.8984375
2022-03-17,21494.0,21188.400390625
2022-03-18,18436.0,16972.205078125
2022-03-21,22441.0,23454.02734375
2022-03-22,23355.0,23961.521484375
2022-03-23,20180.0,20016.486328125
2022-03-24,18873.0,20685.03125
2022-03-25,20079.0,20023.6171875
2022-03-28,24366.0,25118.009765625
2022-03-29,21880.0,23665.458984375
2022-03-30,22283.0,21134.646484375
2022-03-31,22429.0,23385.451171875
2022-04-01,20178.0,21198.701171875
2022-04-04,34982.0,34986.37109375
2022-04-05,25336.0,25773.296875
2022-04-06,26110.0,24903.720703125
2022-04-07,24653.0,25053.44921875
2022-04-08,24376.000000000004,24338.466796875
2022-04-11,30373.0,30501.18359375
2022-04-12,28593.0,27351.56640625
2022-04-13,24185.0,24025.3203125
2022-04-14,22192.0,22074.595703125
2022-04-15,21734.0,23038.330078125
2022-04-18,0.0,31566.837890625
2022-04-19,31747.0,30323.31640625
2022-04-20,24750.0,25504.548828125
2022-04-21,21641.0,21993.759765625
2022-04-22,23410.0,22699.4375
2022-04-25,28741.0,28444.1953125
2022-04-26,23814.0,23336.396484375
2022-04-27,24907.0,23828.009765625
2022-04-28,23416.0,23670.697265625
2022-04-29,20510.0,20477.916015625
2022-05-02,27837.0,28359.958984375
2022-05-03,25162.0,24391.583984375
2022-05-04,25641.0,25608.908203125
2022-05-05,26532.0,25819.189453125
2022-05-06,22409.0,22940.88671875
2022-05-09,32000.0,32170.85546875
2022-05-10,25256.0,26178.87890625
2022-05-11,25108.0,25608.302734375
2022-05-12,22694.0,24021.505859375
2022-05-13,23814.0,25206.41015625
2022-05-16,25138.0,26820.072265625
2022-05-17,27045.0,27170.28515625
2022-05-18,22036.0,23482.646484375
2022-05-19,23581.0,24028.771484375
2022-05-20,21016.0,20984.779296875
2022-05-23,24951.0,24981.779296875
2022-05-24,24679.0,23947.806640625
2022-05-25,23797.0,24699.5078125
2022-05-26,0.0,23824.033203125
2022-05-27,20978.0,21054.236328125
2022-05-30,24063.0,24307.017578125
2022-05-31,25037.0,24216.01953125
2022-06-01,29879.0,28600.26953125
2022-06-02,31994.0,28552.998046875
2022-06-03,26614.0,24098.6484375
2022-06-06,0.0,28717.021484375
2022-06-07,36713.0,31978.40625
2022-06-08,34026.0,30522.67578125
2022-06-09,32686.0,30189.126953125
2022-06-10,26299.0,26032.228515625
2022-06-13,27688.0,27082.60546875
2022-06-14,28339.0,26958.826171875
2022-06-15,23034.0,23547.837890625
2022-06-16,24654.0,24234.05859375
2022-06-17,24157.0,25445.640625
2022-06-20,33627.0,32146.6875
2022-06-21,26239.0,25595.6015625
2022-06-22,24959.0,26112.814453125
2022-06-23,23260.0,23451.173828125
2022-06-24,23276.0,24081.2421875
2022-06-27,26735.0,27854.578125
2022-06-28,27894.0,27599.810546875
2022-06-29,24388.0,24408.064453125
2022-06-30,22366.0,22395.537109375
2022-07-01,24764.0,26441.291015625
2022-07-04,35207.0,35316.25390625
2022-07-05,31755.0,31324.2578125
2022-07-06,30120.0,29413.146484375
2022-07-07,25070.0,25747.2109375
2022-07-08,21910.0,22185.85546875
2022-07-11,27292.0,28588.6875
2022-07-12,27407.0,28667.88671875
2022-07-13,26912.0,28626.310546875
2022-07-14,0.0,23980.3203125
2022-07-15,24535.0,26936.044921875
2022-07-18,28447.0,28045.056640625
2022-07-19,27045.0,27174.3828125
2022-07-20,28685.0,29095.169921875
2022-07-21,24469.0,26057.203125
2022-07-22,20971.0,24492.4921875
2022-07-25,28055.0,30187.740234375
2022-07-26,23211.0,23692.234375
2022-07-27,18416.0,18991.28125
2022-07-28,25692.0,25640.52734375
2022-07-29,19973.0,21208.529296875
2022-08-01,27169.0,26818.318359375
2022-08-02,26747.0,26087.41796875
2022-08-03,24463.0,24819.470703125
2022-08-04,19735.0,19139.634765625
2022-08-05,18964.0,19521.716796875
2022-08-08,24134.0,23913.919921875
2022-08-09,23010.0,22670.796875
2022-08-10,19279.0,19699.96875
2022-08-11,14739.0,14663.60546875
2022-08-12,16105.0,15093.873046875
2022-08-15,0.0,27026.82421875
2022-08-16,31531.0,29774.0390625
2022-08-17,24201.0,23484.6484375
2022-08-18,17966.0,17057.337890625
2022-08-19,16888.0,18021.59765625
2022-08-22,24557.0,25157.884765625
2022-08-23,18956.0,20411.392578125
2022-08-24,20314.0,19877.185546875
2022-08-25,18871.0,20725.6640625
2022-08-26,20427.0,20639.037109375
2022-08-29,25529.0,25217.55859375
2022-08-30,26497.0,26296.23046875
2022-08-31,24265.0,24067.33984375
2022-09-01,20345.0,21447.15625
2022-09-02,25378.0,25257.896484375
2022-09-05,27573.0,27529.6015625
2022-09-06,29907.0,28475.3359375
2022-09-07,24950.0,23649.107421875
2022-09-08,24451.0,24655.376953125
2022-09-09,21925.0,21931.50390625
2022-09-12,26489.0,27602.255859375
2022-09-13,28341.0,28288.6875
2022-09-14,20993.0,21162.80078125
2022-09-15,24163.0,24968.59765625
2022-09-16,19188.0,19074.96875
2022-09-19,27553.0,27394.125
2022-09-20,24175.0,24165.134765625
2022-09-21,21831.0,21296.169921875
2022-09-22,20040.0,18497.888671875
2022-09-23,23811.0,23249.19140625
2022-09-26,23854.0,24866.63671875
2022-09-27,24647.0,24936.21484375
2022-09-28,24265.0,25436.98046875
2022-09-29,25538.0,26399.80859375
2022-09-30,21373.0,20903.09375
2022-10-03,29588.0,28543.044921875
2022-10-04,33820.0,31957.859375
2022-10-05,25995.0,25447.177734375
2022-10-06,25257.0,25094.75
2022-10-07,24955.0,23920.521484375
2022-10-10,29832.0,29843.8046875
2022-10-11,29457.0,29829.810546875
2022-10-12,23815.0,25256.8828125
2022-10-13,23010.0,23914.177734375
2022-10-14,25266.0,25219.251953125
2022-10-17,31131.0,31531.828125
2022-10-18,30448.0,29696.33984375
2022-10-19,25408.0,24720.07421875
2022-10-20,22696.0,24283.900390625
2022-10-21,21938.0,21879.333984375
2022-10-24,29987.0,29460.642578125
2022-10-25,28628.0,26907.71484375
2022-10-26,22754.0,22306.12890625
2022-10-27,20432.0,20099.046875
2022-10-28,20578.0,20431.95703125
2022-10-31,25041.0,25237.439453125
2022-11-01,0.0,24137.560546875
2022-11-02,34759.0,30360.0859375
2022-11-03,31175.0,29727.080078125
2022-11-04,34746.0,28903.798828125
2022-11-07,37456.0,35498.84375
2022-11-08,36381.0,35216.66796875
2022-11-09,27276.0,25506.400390625
2022-11-10,28889.0,28390.84375
2022-11-11,0.0,28678.541015625
2022-11-14,45472.0,35479.6875
2022-11-15,36957.0,35936.421875
2022-11-16,37087.0,31531.7109375
2022-11-17,31106.0,30174.20703125
2022-11-18,36079.0,33133.609375
2022-11-21,41977.0,37782.13671875
2022-11-22,37597.0,37174.05859375
2022-11-23,32868.0,33481.71875
2022-11-24,34674.0,32900.12109375
2022-11-25,35737.0,30345.1484375
2022-11-28,54871.0,42326.5
2022-11-29,44948.0,41342.1796875
2022-11-30,38099.0,39472.26953125
2022-12-01,33581.0,34122.4140625
2022-12-02,43042.0,38399.43359375
2022-12-05,60773.0,41950.625
2022-12-06,55254.0,46751.41796875
2022-12-07,38114.0,38753.3671875
2022-12-08,44289.0,40126.62109375
2022-12-09,39736.0,38512.453125
2022-12-12,61363.0,47453.11328125
2022-12-13,50159.0,39679.0859375
2022-12-14,44143.0,42158.2734375
2022-12-15,44123.0,41204.50390625
2022-12-16,43374.0,43640.54296875
2022-12-19,61514.0,51550.4453125
2022-12-20,47137.0,37674.5
2022-12-21,39400.0,38963.56640625
2022-12-22,25532.0,26295.419921875
2022-12-23,24301.0,22827.966796875
2022-12-26,23981.0,23547.390625
2022-12-27,23743.0,24854.2421875
2022-12-28,23187.0,23439.40234375
2022-12-29,27445.0,25662.8359375
2022-12-30,24138.0,23263.755859375
